N	2gram	Losev_Prob_3	Vvedenie
1	и т	13	42
2	т д	13	36
3	и в	44	32
4	в том	21	31
5	в этом	17	30
6	том что	12	26
7	может быть	28	26
8	не только	14	22
9	для того	1	21
10	того чтобы	1	20
11	таким образом	9	19
12	также и	16	18
13	то что	23	16
14	потому что	25	15
15	так как	9	15
16	не может	7	14
17	но также	2	14
18	в самом	3	13
19	в нем	9	13
20	о том	6	13
21	в их	2	12
22	в его	9	12
23	того что	8	12
24	только в	19	12
25	и не	35	12
26	как на	2	12
27	как мы	8	11
28	в ее	4	11
29	и именно	2	11
30	ясно что	6	11
31	в данном	9	11
32	что такое	3	11
33	языка и	4	10
34	что в	8	10
35	то же	13	9
36	в истории	1	9
37	и как	3	9
38	но в	12	9
39	по себе	25	9
40	как об	1	9
41	в той	3	9
42	а только	5	8
43	это не	9	8
44	не в	13	8
45	тем не	10	8
46	не менее	10	8
47	с другой	7	8
48	именно в	2	8
49	самом деле	3	7
50	вопрос о	1	7
51	но не	3	7
52	все же	6	7
53	к выводу	1	7
54	было бы	8	7
55	точки зрения	5	7
56	можно было	4	7
57	выводу что	1	7
58	дело с	1	7
59	как нечто	9	7
60	прежде всего	3	7
61	смысле этого	1	7
62	о котором	1	7
63	только как	1	7
64	смысле слова	8	6
65	и это	9	6
66	из этих	1	6
67	как он	1	6
68	широком смысле	2	6
69	том чтобы	1	6
70	его в	3	6
71	с тем	5	6
72	как и	10	6
73	вовсе не	37	6
74	в то	9	6
75	в качестве	3	6
76	тем что	4	6
77	не могут	1	6
78	исторической науки	1	6
79	этот вопрос	3	6
80	и его	5	6
81	в руки	1	6
82	и даже	14	6
83	до сих	2	6
84	но и	10	6
85	а именно	8	6
86	сих пор	2	6
87	все это	5	6
88	хотя бы	3	6
89	одним из	1	5
90	мере в	1	5
91	а как	2	5
92	в целом	6	5
93	иное как	4	5
94	с их	2	5
95	приходим к	1	5
96	так например	1	5
97	об этом	3	5
98	и тем	9	5
99	данном случае	7	5
100	в них	1	5
101	но если	6	5
102	в которых	3	5
103	сказать что	16	5
104	могут быть	2	5
105	имеет дело	1	5
106	быть в	2	5
107	так что	12	5
108	уже в	3	5
109	не есть	35	5
110	что не	1	5
111	на этот	4	5
112	а не	18	5
113	по своему	2	5
114	как бы	9	5
115	другой стороны	5	5
116	есть и	2	5
117	вместе с	2	5
118	и то	14	4
119	как это	2	4
120	в первом	1	4
121	той же	1	4
122	мы имеем	2	4
123	что иное	4	4
124	не просто	23	4
125	независимо от	1	4
126	от этого	1	4
127	уже не	7	4
128	так или	1	4
129	в себе	8	4
130	но ведь	1	4
131	и заключается	1	4
132	в своей	5	4
133	в котором	2	4
134	по сравнению	2	4
135	по крайней	5	4
136	отдельные области	1	4
137	как о	5	4
138	не имеет	9	4
139	только с	4	4
140	внимание на	1	4
141	и что	7	4
142	крайней мере	5	4
143	как она	2	4
144	еще не	5	4
145	что он	9	4
146	и ее	3	4
147	с одной	2	4
148	в виде	6	4
149	всяком случае	6	4
150	само по	3	4
151	как раз	8	4
152	даже и	16	4
153	одной стороны	1	4
154	и обратно	1	4
155	или иначе	1	4
156	еще и	7	4
157	о чем	2	4
158	сравнению с	2	4
159	с этой	3	4
160	этом случае	5	4
161	и для	2	4
162	об искусстве	1	4
163	особого рода	1	4
164	только что	2	4
165	а в	5	4
166	не что	4	4
167	во всяком	9	4
168	и есть	5	3
169	собственном смысле	1	3
170	говорить о	3	3
171	не вполне	1	3
172	то это	10	3
173	в виду	10	3
174	и на	1	3
175	он сам	4	3
176	в чем	4	3
177	своего рода	1	3
178	совсем не	2	3
179	ответ на	1	3
180	сама по	8	3
181	однако не	1	3
182	хотя и	5	3
183	с понятием	3	3
184	и к	6	3
185	сливается с	1	3
186	бы и	1	3
187	что это	3	3
188	все эти	7	3
189	в этой	3	3
190	в известном	2	3
191	что она	1	3
192	как оно	3	3
193	при этом	4	3
194	если бы	3	3
195	не как	1	3
196	вообще не	1	3
197	на нее	1	3
198	заключается в	4	3
199	в прямом	1	3
200	мы видели	2	3
201	строгом смысле	1	3
202	духовной жизни	1	3
203	как целое	1	3
204	нисколько не	2	3
205	со всей	1	3
206	в этих	2	3
207	историк литературы	1	3
208	от себя	2	3
209	понятно что	1	3
210	xx в	2	3
211	однако в	2	3
212	тогда когда	1	3
213	дело в	4	3
214	дело не	2	3
215	связи с	8	3
216	как будто	3	3
217	в каком	4	3
218	но все	3	3
219	в ней	5	3
220	в собственном	1	3
221	на том	1	3
222	прямом смысле	1	3
223	и вообще	8	3
224	истории литературы	1	3
225	язык и	1	3
226	можно сказать	6	3
227	а также	4	3
228	от другой	2	3
229	что с	1	3
230	или как	3	3
231	что даже	4	3
232	в начале	2	3
233	при помощи	8	3
234	и других	1	3
235	из них	2	3
236	в известной	2	3
237	в одном	1	3
238	в конце	5	3
239	что и	9	3
240	но что	2	3
241	в очень	1	3
242	а потому	1	3
243	до конца	1	3
244	только по	1	3
245	на основании	2	3
246	зависит от	1	3
247	так же	5	3
248	такого рода	6	3
249	что же	8	3
250	да и	5	3
251	действительность в	1	3
252	в своем	5	3
253	но с	2	3
254	каждой из	1	3
255	к тому	3	3
256	об отношении	1	3
257	том виде	2	3
258	в результате	2	3
259	к этому	1	3
260	в частности	2	3
261	гораздо более	5	3
262	могут не	1	2
263	языка с	1	2
264	же как	3	2
265	наших дней	1	2
266	это делает	1	2
267	и до	2	2
268	от которых	1	2
269	должна быть	1	2
270	что мы	8	2
271	мы уже	4	2
272	есть не	5	2
273	мы не	7	2
274	что если	1	2
275	имеет свою	3	2
276	которого мы	1	2
277	на тему	1	2
278	а во-вторых	1	2
279	которое в	1	2
280	того же	2	2
281	литературы и	2	2
282	целое и	2	2
283	природы и	2	2
284	значение и	5	2
285	себе и	1	2
286	чем же	4	2
287	так называемая	1	2
288	в этот	1	2
289	учение о	1	2
290	о которой	1	2
291	не к	1	2
292	одна от	2	2
293	д все	1	2
294	какой бы	1	2
295	одной и	1	2
296	подобно тому	1	2
297	но дело	1	2
298	такого же	2	2
299	же касается	4	2
300	в другом	2	2
301	и с	9	2
302	них не	1	2
303	входит в	1	2
304	для них	2	2
305	но уже	3	2
306	о которых	3	2
307	во внимание	2	2
308	несмотря на	1	2
309	ни с	4	2
310	другое дело	2	2
311	после этого	1	2
312	и тогда	3	2
313	момента в	1	2
314	из того	3	2
315	и при	2	2
316	с точки	2	2
317	мы называем	1	2
318	не столько	2	2
319	мысли и	1	2
320	и той	1	2
321	тому что	4	2
322	произведения и	2	2
323	в отношении	2	2
324	нашего времени	1	2
325	с теми	2	2
326	на котором	2	2
327	например что	1	2
328	о них	1	2
329	никогда не	6	2
330	казалось бы	1	2
331	ничего не	3	2
332	находятся в	3	2
333	иной раз	3	2
334	до того	1	2
335	этого термина	2	2
336	от того	2	2
337	у нас	10	2
338	художественной литературы	1	2
339	к таким	1	2
340	когда мы	15	2
341	есть только	4	2
342	как только	3	2
343	той или	12	2
344	что остается	1	2
345	свое значение	3	2
346	если же	3	2
347	в дальнейшем	1	2
348	идет речь	3	2
349	значение в	3	2
350	нечто целое	2	2
351	и сам	5	2
352	так и	10	2
353	принять во	1	2
354	не с	1	2
355	собой в	1	2
356	мог бы	1	2
357	к самой	1	2
358	не нужно	1	2
359	не исчерпывается	1	2
360	для этого	6	2
361	же самое	9	2
362	в содержании	1	2
