N	3gram	Voloshinov_1	Formalny
1	с точки зрения	2	14
2	не может быть	7	14
3	на самом деле	2	12
4	в то же	1	7
5	то же время	1	7
6	во всяком случае	1	6
7	в зависимости от	2	5
8	с другой стороны	2	5
9	в самом деле	1	4
10	подобно тому как	1	4
11	и не может	3	4
12	может быть понято	1	4
13	в данном случае	2	4
14	бы то ни	3	4
15	то ни было	3	4
16	по отношению к	11	3
17	то же самое	2	3
18	в этом отношении	1	3
19	в художественном произведении	3	3
20	в том что	4	3
21	в истории литературы	1	3
22	ровно ничего не	1	2
23	но уже в	1	2
24	одним и тем	1	2
25	равно как и	1	2
26	в этом смысле	1	2
27	нам кажется что	1	2
28	самом же деле	1	2
29	в нем и	1	2
30	мы увидим что	1	2
31	до известной степени	2	2
32	сами по себе	1	2
33	на самом же	1	2
34	в процессе этого	1	2
35	может быть только	1	2
36	и тем же	1	2
37	данной социальной группы	1	2
38	слова и его	1	2
39	в высшей степени	1	2
40	только то что	1	2
41	дело в том	4	2
42	не может стать	1	2
43	только в процессе	2	2
44	тем не менее	3	2
45	справедливо и для	2	2
46	формы и содержания	2	2
47	не перестает быть	1	1
48	хотя бы не	1	1
49	произведения и его	1	1
50	входит в высказывание	1	1
51	из словаря а	1	1
52	какой бы то	1	1
53	опираться только на	1	1
54	имеем в виду	2	1
55	в настоящее время	2	1
56	же самое справедливо	2	1
57	свое выражение в	1	1
58	в том же	1	1
59	формой и содержанием	1	1
60	один и тот	1	1
61	и выбор формы	1	1
62	произведение если же	1	1
63	оно ни было	1	1
64	бы разрешена если	1	1
65	обстоит дело и	1	1
66	в лучшем случае	1	1
67	если же он	1	1
68	сам по себе	1	1
69	ни в коем	1	1
70	каково бы оно	1	1
71	не может опираться	1	1
72	выражение она находит	1	1
73	же время не	1	1
74	оставаясь в пределах	1	1
75	не совпадает с	1	1
76	но для этого	1	1
77	в поэтическом произведении	1	1
78	такой же степени	1	1
79	формы в поэзии	1	1
80	не в такой	1	1
81	в определенную эпоху	1	1
82	более того если	1	1
83	можно выставить обратное	1	1
84	в противном случае	1	1
85	по себе в	1	1
86	со всех сторон	1	1
87	говорит о том	1	1
88	до сих пор	3	1
89	содержания и выбор	1	1
90	и поэтическое произведение	1	1
91	в коем случае	1	1
92	как о материале	1	1
93	словаря а из	1	1
94	в такой степени	1	1
95	того чтобы не	1	1
96	и тогда когда	1	1
97	в значительной степени	1	1
98	чтобы убедиться в	1	1
99	так же как	1	1
100	в двух направлениях	1	1
101	с одной стороны	2	1
102	и тот же	1	1
103	между формой и	1	1
104	и является задачей	1	1
105	так именно и	1	1
106	может опираться только	1	1
107	каких бы то	1	1
108	и по отношению	3	1
109	была бы разрешена	1	1
110	художественное произведение если	1	1
111	это не так	2	1
112	себе в своей	1	1
113	здесь имеет место	1	1
114	в такой же	2	1
115	бы оно ни	1	1
116	все более и	1	1
117	не из словаря	1	1
118	мы не найдем	1	1
119	мы все время	2	1
120	и на этом	1	1
121	в кругозор говорящих	1	1
122	между тем как	1	1
123	не могут выйти	1	1
124	мы убедились что	1	1
125	этой точки зрения	3	1
126	о том что	1	1
127	в частности в	1	1
128	убедиться в этом	1	1
129	мы можем сказать	2	1
130	выбор содержания и	1	1
131	так и о	1	1
132	она находит в	1	1
133	можно было бы	1	1
134	художественном произведении в	1	1
135	разрешена если бы	1	1
136	с самого начала	1	1
137	зависимости от того	1	1
138	но отнюдь не	2	1
139	более и более	1	1
140	если бы удалось	1	1
141	высказывания и его	1	1
142	но все же	1	1
143	можно сказать что	5	1
144	мы имеем в	1	1
145	сводится только к	1	1
146	здесь вовсе не	1	1
147	таким образом самая	1	1
148	как не может	1	1
149	тех или иных	1	1
150	в отношении к	2	1
151	сама по себе	1	1
152	самое справедливо и	2	1
153	и в нем	1	1
154	место в творчестве	1	1
155	без того чтобы	1	1
156	же справедливо и	1	1
157	в высказывание как	1	1
158	за его пределы	1	1
159	как и в	1	1
160	в жизни и	2	1
161	она не может	1	1
162	в этом достаточно	1	1
163	свое выражение она	1	1
