N	2gram	Trubetskoy_1	Myshleni
1	точки зрения	11	26
2	таким образом	11	26
3	в том	17	24
4	и в	14	23
5	том что	9	21
6	с точки	9	18
7	в этом	17	17
8	того чтобы	8	17
9	то что	13	17
10	не только	9	16
11	так же	2	16
12	того что	3	15
13	для того	6	15
14	как и	4	14
15	может быть	9	14
16	но и	10	14
17	в его	4	14
18	что в	4	14
19	не может	22	12
20	как бы	4	11
21	с другой	1	10
22	прежде всего	8	10
23	и с	7	9
24	между тем	5	9
25	в качестве	3	9
26	вместе с	4	9
27	и не	19	9
28	не является	1	9
29	то же	11	8
30	заключается в	1	8
31	самого начала	1	8
32	в основе	1	8
33	с самого	1	8
34	и на	5	8
35	мы не	1	7
36	вопрос о	5	7
37	по отношению	2	7
38	в самом	3	7
39	в этой	4	7
40	в другом	3	7
41	с тем	6	7
42	в то	10	7
43	так как	4	7
44	что он	6	7
45	отношению к	1	7
46	же как	1	6
47	в сущности	1	6
48	все это	6	6
49	столь же	1	6
50	с этим	2	6
51	в себе	9	6
52	в силу	2	6
53	лишь в	3	6
54	и тем	2	6
55	с этой	1	6
56	по сравнению	1	6
57	другом месте	1	6
58	о том	7	6
59	только в	5	6
60	мы можем	2	6
61	тем что	3	6
62	от того	4	6
63	именно в	3	6
64	потому что	5	6
65	между собой	5	5
66	бы в	1	5
67	в собственном	1	5
68	перед нами	1	5
69	и как	3	5
70	но в	2	5
71	на то	5	5
72	он не	5	5
73	и более	2	5
74	на основании	2	5
75	представить себе	2	5
76	если бы	6	5
77	тем самым	2	5
78	для этого	3	5
79	по себе	2	5
80	тому что	2	5
81	по своей	1	5
82	как мы	1	5
83	что может	3	5
84	связан с	1	5
85	и т.д	4	5
86	и что	2	5
87	можно сказать	1	5
88	так и	1	5
89	что для	3	5
90	и все	1	5
91	тем более	1	5
92	мы должны	7	5
93	из этого	3	5
94	в своих	6	5
95	в котором	2	4
96	но не	4	4
97	целый ряд	2	4
98	и к	6	4
99	все эти	2	4
100	при этом	5	4
101	их в	2	4
102	что все	3	4
103	единое целое	1	4
104	было бы	5	4
105	ни в	2	4
106	в своей	5	4
107	не столько	1	4
108	не в	4	4
109	этом отношении	1	4
110	с другом	14	4
111	к тому	7	4
112	должен быть	1	4
113	для себя	2	4
114	приводит к	4	4
115	в свете	1	4
116	для всех	6	4
117	это положение	1	4
118	до сих	5	4
119	а с	2	4
120	по существу	5	4
121	друг с	14	4
122	этого слова	1	4
123	сих пор	5	4
124	этом вопросе	1	4
125	стоит только	2	4
126	в результате	2	4
127	хотя бы	5	4
128	в свою	1	4
129	к этому	1	4
130	как на	8	4
131	отношения к	2	3
132	в сфере	1	3
133	в такой	1	3
134	и то	4	3
135	связи между	1	3
136	самом деле	7	3
137	с таким	1	3
138	приходит к	3	3
139	из которых	5	3
140	в их	4	3
141	силу этого	1	3
142	в общем	1	3
143	друг от	2	3
144	что они	3	3
145	которые не	1	3
146	в одной	1	3
147	в своем	6	3
148	все же	4	3
149	еще на	1	3
150	в которой	1	3
151	что это	3	3
152	из этих	3	3
153	друг другу	2	3
154	и если	7	3
155	сейчас не	1	3
156	всех остальных	1	3
157	том чтобы	3	3
158	факт что	2	3
159	на все	1	3
160	и мы	1	3
161	всегда и	1	3
162	такой же	1	3
163	мы говорили	3	3
164	собой все	2	3
165	в которых	1	3
166	должны были	1	3
167	на эти	1	3
168	она не	2	3
169	тогда когда	4	3
170	не могло	1	3
171	во всем	4	3
172	в области	2	3
173	могут быть	1	3
174	ее отношения	1	3
175	же самое	1	3
176	что оно	3	3
177	и это	1	3
178	от друга	2	3
179	свою очередь	1	3
180	можно было	4	3
181	об этой	1	3
182	об этом	1	3
183	одного из	1	3
184	может не	3	3
185	на отдельные	1	3
186	может явиться	1	3
187	обе эти	1	3
188	этот вопрос	2	3
189	связи с	3	3
190	то и	1	3
191	и других	1	3
192	всяком случае	6	3
193	вовсе не	1	3
194	на этот	1	3
195	во всех	5	3
196	превращается в	1	3
197	а не	2	3
198	ко всем	3	3
199	речь не	1	3
200	мышление и	1	3
201	смысле этого	1	3
202	только для	2	3
203	если не	2	3
204	и от	2	3
205	ход и	1	3
206	во всяком	9	3
207	речь идет	2	2
208	к вопросу	4	2
209	он может	1	2
210	тех же	1	2
211	идет о	1	2
212	показать что	1	2
213	что эти	1	2
214	в зависимости	1	2
215	есть не	1	2
216	он как	1	2
217	оно есть	1	2
218	что его	1	2
219	в ее	1	2
220	только тогда	1	2
221	к известной	1	2
222	который мы	1	2
223	себе и	4	2
224	работа в	1	2
225	когда он	1	2
226	и наконец	2	2
