N	3gram	Losev_Vlad_1	Hudozhes
1	в том что	7	11
2	о том что	7	7
3	так и не	1	4
4	то же время	4	4
5	в то же	4	4
6	к тому что	1	4
7	том что в	3	3
8	в самом деле	1	3
9	не может быть	3	3
10	с одной стороны	1	3
11	для того чтобы	2	3
12	тем не менее	2	3
13	что у нее	1	2
14	и в этом	1	2
15	и в то	2	2
16	не только не	1	2
17	ему казалось что	1	2
18	не только в	2	2
19	к тому же	2	2
20	на другой день	1	2
21	и т д	2	2
22	это же самое	1	1
23	да и в	1	1
24	нет и не	1	1
25	и это было	1	1
26	течение всей жизни	2	1
27	дело в том	4	1
28	у него по	1	1
29	в котором он	1	1
30	в настоящее время	1	1
31	как раз и	2	1
32	со стороны же	1	1
33	что он не	3	1
34	бы то ни	1	1
35	в этом отношении	1	1
36	что не только	1	1
37	в то что	1	1
38	а с другой	1	1
39	не было ничего	1	1
40	к жизни и	1	1
41	и то что	4	1
42	в это время	1	1
43	в его жизни	1	1
44	мы знаем что	2	1
45	у него в	1	1
46	он получил в	1	1
47	а также и	1	1
48	то время как	1	1
49	имеем дело с	1	1
50	о чем не	1	1
51	так или иначе	1	1
52	в течение всей	4	1
53	но и его	1	1
54	а также о	1	1
55	только в таком	1	1
56	с другой стороны	3	1
57	и в том	1	1
58	об этом и	2	1
59	содержит в себе	1	1
60	а в том	1	1
61	как это часто	1	1
62	заключается в том	1	1
63	в то время	2	1
64	но и для	1	1
65	характер с одной	1	1
66	можно сказать что	2	1
67	сразу же после	1	1
68	в жизни и	1	1
69	можно судить по	2	1
70	что можно сказать	1	1
71	в ответ на	2	1
72	мы имеем дело	1	1
73	что и в	2	1
74	только об этом	1	1
