N	4gram	Tiupa_Teor_1	Hudozhes
1	в то же время	5	6
2	внутренней данности бытия я	1	4
3	бытия я и его	1	4
4	я и его внешней	1	4
5	присутствия я в мире	5	4
6	одно и то же	1	3
7	состоит в том что	4	3
8	не следует смешивать с	3	3
9	одного и того же	3	3
10	объективной предпосылкой эстетического отношения	2	2
11	присутствия в мире на	1	2
12	и его внешней заданности	1	2
13	он тем не менее	2	2
14	слове о полку игореве	2	2
15	и позволяет говорить о	1	2
16	в отношении обратного параллелизма	2	2
17	в той или иной	1	2
18	случае не следует смешивать	2	2
19	в слове о полку	2	2
20	модель присутствия я в	1	2
21	расположилось в порядке образующем	2	2
22	в том числе и	1	2
23	в коем случае не	2	2
24	и в то же	1	2
25	стихотворении пушкина что в	2	2
26	данности бытия я и	1	2
27	все расположилось в порядке	2	2
28	пушкина что в имени	2	2
29	коем случае не следует	2	2
30	в войне и мире	2	2
31	ни в коем случае	2	2
32	что в имени тебе	2	2
33	роли в миропорядке судьбы	1	2
34	приводит к тому что	2	2
35	эстетическое отношение представляет собой	2	2
36	и не могло быть	2	2
37	из москвы к мужу	1	1
38	например говорит не об	1	1
39	воображения не вымысла относительно	1	1
40	жанры между тем это	1	1
41	в стилистическом отношении одноголосым	1	1
42	встречи-разлуки ахматова самобытного я	1	1
43	громады зияют и блещут	1	1
44	случайной это восстановление распавшейся	1	1
45	кругозора героя и являет	1	1
46	в другой своей миниатюре	1	1
47	ценностных рамках которого снимается	1	1
48	положении при этом оказываются	1	1
49	эстетические потребности духовной жизни	1	1
50	иллюзий можно даже сказать	1	1
51	ритма ритмическим курсивом в	1	1
52	в окружающей их вымышленной	1	1
53	формой идиллического завершения является	1	1
54	знанию такого рода обогащает	1	1
55	самолюбием смысла сатирическая личность	1	1
56	эпизодов состоит в том	1	1
57	случайно за минуту до	1	1
58	структурные связи каждого слоя	1	1
59	человека обозначенное под картиной	1	1
60	повседневно рутинный для мясника	1	1
61	именно очищение аффектов от	1	1
62	основе его обнаруживается другое	1	1
63	границы то каждая его	1	1
64	эту ценность и позволило	1	1
65	обретения истинной ролевой границы	1	1
66	он воодушевленно устремляется навстречу	1	1
67	объектная организация речевого знакового	1	1
68	такова специфика самого знакового	1	1
69	мере внутренней как в	1	1
70	зрения и слово литературной	1	1
71	жизненную ситуацию словами можно	1	1
72	состав неповторимого стиля в	1	1
73	образом всякий индоевропейский или	1	1
74	двух других типов завершения	1	1
75	парус одинокий предикатом-сказуемым служит	1	1
76	первичное языковое высказывание принадлежит	1	1
77	оказаться органчик фаршированные мозги	1	1
78	балагану чеховский кукин с	1	1
79	установления эстетического отношения необходимы	1	1
