N	2gram	Vygotskiy__5	Myslijsy
1	то есть	13	34
2	потому что	23	33
3	то что	37	29
4	может быть	11	26
5	таким образом	20	24
6	в этом	14	23
7	в том	27	23
8	и в	30	23
9	и не	6	18
10	что в	24	17
11	при этом	8	15
12	только в	5	15
13	то же	7	14
14	в себе	5	14
15	как и	6	14
16	того что	8	14
17	так как	9	14
18	для нас	3	14
19	если бы	11	13
20	не было	1	12
21	а не	8	12
22	том что	21	12
23	не в	8	11
24	по себе	7	11
25	но и	6	11
26	не может	9	11
27	что слово	1	10
28	по отношению	2	10
29	не только	16	10
30	мы можем	7	10
31	тем что	6	10
32	что мы	11	10
33	и потому	5	10
34	между тем	1	9
35	не есть	4	9
36	мы не	3	8
37	то это	4	8
38	в своем	6	8
39	но в	5	8
40	заключает в	4	8
41	было бы	5	8
42	стало быть	1	8
43	тогда когда	1	8
44	о том	10	8
45	другими словами	1	8
46	сказать что	9	8
47	отношению к	1	8
48	и т	7	7
49	мы говорим	1	7
50	очевидно что	2	7
51	как в	3	7
52	с этим	2	7
53	что это	8	7
54	на то	17	7
55	в нем	7	7
56	в силу	3	7
57	что такое	1	7
58	это не	3	7
59	что язык	1	7
60	и что	23	7
61	что и	3	7
62	вовсе не	3	7
63	с тем	8	7
64	могут быть	8	7
65	этого слова	1	7
66	что если	6	6
67	внешней природы	1	6
68	и к	4	6
69	в которой	3	6
70	того как	2	6
71	когда мы	6	6
72	мысль о	4	6
73	так и	3	6
74	тех пор	2	6
75	что не	1	6
76	заметить что	1	6
77	до тех	2	6
78	для того	20	6
79	вместе с	12	6
80	и то	9	5
81	есть нечто	3	5
82	не то	1	5
83	один и	1	5
84	хотя и	1	5
85	как бы	19	5
86	так сказать	1	5
87	и мы	16	5
88	должно быть	2	5
89	по крайней	1	5
90	не менее	1	5
91	поэтического произведения	1	5
92	не имеет	1	5
93	есть только	2	5
94	внимание на	4	5
95	находится в	2	5
96	к нему	1	5
97	крайней мере	1	5
98	так что	3	5
99	не можем	4	5
100	уже в	6	5
101	в его	4	5
102	для него	3	5
103	само по	2	5
104	не из	1	5
105	что же	1	5
106	этом случае	2	5
107	все это	2	5
108	тем более	1	5
109	а в	4	5
110	во всяком	1	5
111	сам по	3	4
112	только потому	1	4
113	есть не	4	4
114	и о	3	4
115	предположить что	2	4
116	могли бы	4	4
117	всех остальных	1	4
118	что все	6	4
119	и с	2	4
120	и тем	6	4
121	мы имеем	8	4
122	между собою	1	4
123	точки зрения	7	4
124	в котором	2	4
125	когда человек	1	4
126	сих пор	5	4
127	т п	3	4
128	в то	2	4
129	это последнее	1	4
130	на котором	1	4
131	того чтобы	20	4
132	со своим	2	4
133	в сознании	1	4
134	в каком	3	4
135	же самое	5	4
136	если же	2	4
137	и может	1	4
138	быть может	1	4
139	каждый раз	1	4
140	и та	2	4
141	можно сказать	2	4
142	что он	17	4
143	хотя бы	3	4
144	в одном	2	4
145	от того	4	4
146	только на	4	4
147	до сих	5	4
148	как же	1	4
149	этом слове	1	4
150	так же	13	4
151	в данном	3	4
152	в той	3	4
153	да и	1	4
154	и все	4	4
155	между ними	2	4
156	есть то	2	4
157	по поводу	3	4
158	в таком	3	4
159	например в	1	3
160	самом деле	8	3
161	на самом	2	3
162	и есть	5	3
163	и до	2	3
164	что эти	2	3
165	слова в	1	3
166	мы уже	6	3
167	той же	3	3
168	что между	2	3
169	еще не	5	3
170	и на	3	3
171	или от	1	3
172	то мы	1	3
173	там где	4	3
174	в действительности	1	3
175	и хотя	2	3
176	в самом	14	3
177	все эти	2	3
178	так в	3	3
179	и тот	1	3
180	и если	6	3
181	на его	3	3
182	т д	3	3
183	языком и	1	3
184	образа и	1	3
185	в нее	2	3
186	в каждом	2	3
187	мы его	1	3
188	том случае	1	3
189	что например	1	3
190	от одного	2	3
191	но уже	1	3
192	в них	4	3
193	все равно	2	3
194	к которым	2	3
195	с точки	2	3
196	но это	1	3
197	в которых	2	3
198	их в	1	3
199	есть всегда	1	3
200	что есть	2	3
201	в нас	13	3
202	только не	5	3
203	никогда не	9	3
204	в разных	1	3
205	связи с	2	3
206	должны быть	1	3
207	к тому	8	3
208	как человек	1	3
209	что чувственный	1	3
210	что у	3	3
211	ту же	2	3
212	мы в	1	3
213	в виду	4	3
214	там же	1	3
215	образом мы	3	3
216	связь между	2	3
217	и только	3	3
218	вообще и	1	3
219	и следовательно	2	3
220	с ними	1	3
221	этот вопрос	4	3
222	пор не	1	3
223	то в	1	3
224	и так	2	3
225	уже не	1	3
226	в поэзии	1	3
227	при помощи	1	3
228	и их	1	3
229	даже и	2	3
230	со стороны	3	3
231	именно в	6	3
232	что хотя	1	3
233	в речи	1	3
234	все более	1	3
235	нет ничего	1	3
236	нашей мысли	1	3
237	ко всем	1	3
238	это есть	3	3
239	и таким	2	3
240	в смысле	1	3
241	что то	1	3
242	известной степени	1	3
243	и другим	1	3
244	в этих	3	3
245	только что	4	3
246	давно уже	2	3
247	в искусстве	6	3
248	в процессе	1	3
249	чувственных восприятий	1	2
250	языку и	1	2
251	на деле	8	2
252	нам кажется	2	2
253	отношения между	2	2
254	а как	2	2
255	как мы	5	2
256	что иное	2	2
257	мы и	1	2
258	собою и	1	2
259	в ней	4	2
260	проявляется в	1	2
261	и говорить	1	2
262	иное как	2	2
263	столь же	1	2
264	тем как	1	2
265	с психологической	1	2
266	одном из	1	2
267	что по	2	2
268	мы различаем	1	2
269	имеет в	1	2
270	котором она	1	2
271	чем больше	3	2
272	в нашем	2	2
273	из этих	3	2
274	что так	1	2
275	во многих	1	2
276	в наших	1	2
277	то этим	1	2
278	что она	6	2
279	он не	3	2
280	состоит в	3	2
281	понятно если	1	2
282	не как	3	2
283	из виду	1	2
284	для понимания	1	2
285	том и	2	2
286	человека в	3	2
287	об этом	3	2
288	за собою	1	2
289	говорится о	2	2
290	чем в	2	2
291	в других	1	2
292	мысли что	1	2
293	что значит	1	2
294	но что	1	2
295	и при	2	2
296	если и	1	2
297	по тому	1	2
298	представить себе	2	2
299	признать что	1	2
300	вопрос о	3	2
301	выше мы	1	2
302	исчезает и	1	2
303	сами по	2	2
304	и вообще	1	2
305	даже в	1	2
306	же мы	1	2
307	тому что	8	2
308	она не	1	2
309	что чем	1	2
310	что только	1	2
311	эта мысль	1	2
312	до известной	1	2
313	и другое	2	2
314	самого начала	3	2
315	в сущности	12	2
316	иметь в	3	2
317	имеем дело	1	2
318	к ней	1	2
319	как она	4	2
320	и его	6	2
321	мы бы	1	2
322	что на	3	2
323	в области	1	2
324	у нас	4	2
325	в остальных	1	2
326	с и	5	2
327	не могут	3	2
328	образом что	3	2
329	указывает на	4	2
330	говоря словами	1	2
331	и это	8	2
332	не существует	3	2
333	в ее	3	2
334	данном случае	3	2
335	в глазах	2	2
336	на той	1	2
337	на том	2	2
338	и когда	9	2
339	можно было	3	2
340	не с	2	2
341	что от	2	2
342	представлений и	1	2
343	по признаку	1	2
344	своего происхождения	1	2
345	сама она	1	2
346	действительность и	1	2
347	пор пока	2	2
348	и здесь	6	2
349	мы могли	4	2
350	но мы	2	2
351	после того	1	2
352	нас в	1	2
353	которые мы	1	2
354	бы в	5	2
355	высокой степени	1	2
356	еще более	1	2
357	отдельного слова	1	2
358	мы хотим	2	2
359	вытекают из	1	2
360	но так	1	2
361	быть и	2	2
362	один из	5	2
363	в двух	5	2
364	мы видим	8	2
365	тот же	3	2
366	связь и	1	2
367	что даже	2	2
368	именно на	5	2
369	конечно не	1	2
370	если мы	16	2
371	в виде	1	2
372	в понятие	1	2
373	каким образом	2	2
374	за ним	1	2
375	обратить внимание	2	2
376	не так	1	2
377	никто не	1	2
378	отношение к	1	2
