N	2gram	Losev_Vesc_1	Psycholo
1	и в	21	38
2	то что	27	35
3	все время	1	30
4	в том	8	25
5	в самом	9	25
6	самом деле	4	21
7	что в	9	20
8	может быть	16	19
9	и что	15	18
10	на то	4	16
11	что она	15	16
12	точки зрения	5	16
13	в ней	12	15
14	и т	19	14
15	том что	8	14
16	если бы	5	14
17	как бы	12	14
18	потому что	16	14
19	в этом	4	13
20	в этой	3	13
21	и мы	1	13
22	совершенно ясно	2	13
23	не только	36	12
24	таким образом	8	12
25	было бы	14	12
26	не в	5	12
27	мы видим	2	12
28	что он	1	11
29	то же	6	10
30	в сущности	4	10
31	что это	13	10
32	и не	29	10
33	же самое	1	10
34	и все	5	10
35	о которых	1	9
36	с точки	3	9
37	того чтобы	3	9
38	в двух	1	9
39	и то	10	8
40	с этим	3	8
41	все же	4	8
42	и как	8	8
43	говорит что	1	8
44	с тем	5	8
45	как и	8	8
46	в одном	2	8
47	видим что	1	8
48	и это	14	8
49	но только	3	8
50	так что	5	8
51	вовсе не	10	8
52	как раз	9	8
53	для того	2	8
54	перед нами	2	8
55	для нас	2	8
56	из этого	1	8
57	мы уже	3	7
58	с другой	6	7
59	заключается в	1	7
60	мы можем	4	7
61	не может	17	7
62	все то	1	7
63	как мы	4	7
64	в ее	7	7
65	что у	5	7
66	никак не	3	7
67	а не	19	7
68	а в	4	7
69	к чему	1	6
70	как это	2	6
71	и если	2	6
72	бы совершенно	1	6
73	мы видели	1	6
74	в котором	3	6
75	тому что	2	6
76	она не	4	6
77	уже из	1	6
78	и его	2	6
79	с и	1	6
80	к тому	3	6
81	ясно что	8	6
82	и здесь	4	6
83	о том	6	6
84	один из	3	6
85	с одной	3	6
86	если мы	8	6
87	из них	4	6
88	так как	7	6
89	до сих	1	6
90	должна быть	4	5
91	мы не	6	5
92	я не	4	5
93	в своем	6	5
94	могли бы	1	5
95	в которой	1	5
96	мы везде	1	5
97	на этом	2	5
98	в другом	2	5
99	несмотря на	1	5
100	в своей	5	5
101	и когда	4	5
102	в его	2	5
103	но и	18	5
104	одной стороны	3	5
105	вместе с	1	5
106	в той	3	5
107	сих пор	1	5
108	или в	2	5
109	о котором	1	5
110	другой стороны	2	5
111	совершенно не	5	5
112	что эти	1	4
113	что если	1	4
114	которую мы	1	4
115	время как	1	4
116	во всех	2	4
117	не то	4	4
118	что они	6	4
119	когда он	1	4
120	все эти	3	4
121	раз в	1	4
122	в себе	14	4
123	если он	1	4
124	в нем	2	4
125	при этом	1	4
126	т д	19	4
127	здесь мы	1	4
128	очень легко	1	4
129	она была	2	4
130	смысл и	9	4
131	не мог	1	4
132	но если	8	4
133	что эта	1	4
134	и другое	4	4
135	одна из	5	4
136	из него	1	4
137	никогда не	2	4
138	в самой	2	4
139	как будто	1	4
140	и совершенно	1	4
141	в виду	2	4
142	что и	3	4
143	у всех	3	4
144	только в	14	4
145	конечно не	1	4
146	не можем	1	4
147	при помощи	2	4
148	у него	2	4
149	и даже	6	4
150	обратиться к	1	4
151	из которых	1	4
152	в течение	1	4
153	того что	8	4
154	и для	9	4
155	в свою	4	4
156	сказать что	17	4
157	ее в	1	4
158	в своих	1	4
159	должен быть	2	3
160	того же	5	3
161	едва ли	1	3
162	и этот	2	3
163	из всех	1	3
164	оба эти	3	3
165	и заставляет	2	3
166	что как	1	3
167	и к	1	3
168	где она	2	3
169	но в	5	3
170	та же	1	3
171	из этих	1	3
172	не к	1	3
173	одно и	5	3
174	могла бы	3	3
175	что все	2	3
176	конечно в	1	3
177	бы в	5	3
178	его в	2	3
179	и тем	3	3
180	ни в	1	3
181	далеко не	1	3
182	в один	1	3
183	со всей	2	3
184	без всяких	1	3
185	мы говорили	2	3
186	стоит только	1	3
187	с необычайной	1	3
188	в то	3	3
189	две совершенно	1	3
190	в основе	3	3
191	именно это	1	3
192	как только	4	3
193	на это	4	3
194	указал на	1	3
195	и о	3	3
196	наряду с	1	3
197	действительность и	8	3
198	и только	3	3
199	тот же	3	3
200	дано в	1	3
201	не так	1	3
202	ее не	2	3
203	тем что	2	3
204	что не	5	3
205	то и	4	3
206	мы хотим	1	3
207	это только	1	3
208	я говорю	1	3
209	который мы	1	3
210	когда она	4	3
211	но это	10	3
212	все это	5	3
213	она должна	2	3
214	указать на	1	3
215	она может	4	3
216	главным образом	1	3
217	котором я	1	3
218	а я	1	3
219	к этому	1	3
220	с с	1	2
221	себя как	2	2
222	что образ	2	2
223	на самом	1	2
224	что смысл	3	2
225	что когда	1	2
226	по преимуществу	2	2
227	и больше	9	2
228	той же	2	2
229	и ничего	1	2
230	из анализа	1	2
231	оно есть	9	2
232	с но	2	2
233	большей частью	1	2
