N	3gram	Ircho_Kome_2	Myshleni
1	для того чтобы	4	14
2	по отношению к	3	12
3	в том что	5	11
4	с точки зрения	1	9
5	друг с другом	2	7
6	по сравнению с	1	5
7	с самого начала	1	5
8	не в состоянии	1	4
9	то время как	2	4
10	в то время	3	4
11	о том что	4	4
12	друг от друга	1	4
13	вместо того чтобы	1	3
14	до сих пор	2	3
15	можно было бы	2	3
16	с одной стороны	2	3
17	в свою очередь	1	3
18	мере в какой	1	3
19	не может быть	1	3
20	потому что в	1	2
21	в самом деле	1	2
22	в той же	2	2
23	что он не	1	2
24	в отличие от	2	2
25	вперед по сравнению	1	2
26	вместе с тем	4	2
27	то что он	2	2
28	с другой стороны	1	2
29	то обстоятельство что	1	2
30	само по себе	1	2
31	хотя бы в	1	2
32	но все же	1	2
33	той же мере	1	2
34	как мы видели	1	2
35	в обоих случаях	2	1
36	сводится к тому	1	1
37	время как в	1	1
38	более или менее	1	1
39	как и во	1	1
40	тому что и	1	1
41	в этом смысле	2	1
42	в том числе	3	1
43	никак не может	1	1
44	в том же	1	1
45	вытекает из того	1	1
46	как например в	1	1
47	на первый план	1	1
48	только в том	1	1
49	противопоставляются друг другу	1	1
50	представление о том	1	1
51	для этой цели	1	1
52	в первую очередь	3	1
53	мы находим в	1	1
54	независимо от того	2	1
55	до самого конца	1	1
56	том числе и	1	1
57	в силу этого	2	1
58	само собой разумеется	1	1
59	в этой области	1	1
60	в первом случае	1	1
61	с каждым новым	1	1
62	в этой связи	1	1
63	таким образом и	1	1
64	так что на	1	1
65	благодаря тому что	1	1
66	не является чем-то	1	1
67	в связи с	3	1
68	во всяком случае	2	1
69	так и в	1	1
70	в полной мере	1	1
71	тем не менее	1	1
72	и во всяком	1	1
73	не было бы	1	1
74	в тех случаях	1	1
75	что он был	1	1
76	того или иного	1	1
77	тому что именно	1	1
78	к выводу что	1	1
79	она приходит к	1	1
80	но в этом	1	1
81	что это не	1	1
82	тех случаях когда	1	1
83	в то же	3	1
84	к тому что	2	1
85	нельзя сказать о	1	1
86	той или иной	1	1
87	том что для	1	1
88	ситуация в которой	1	1
