N	2gram	Propp_Isto_4	KFilosof
1	может быть	14	43
2	в его	5	39
3	в нем	2	31
4	не может	6	27
5	и не	9	26
6	и в	26	22
7	в себе	2	21
8	в котором	1	21
9	не есть	2	19
10	и его	10	17
11	а не	6	17
12	только в	3	16
13	в этом	7	13
14	точки зрения	1	13
15	и это	1	12
16	но не	5	12
17	ни в	2	12
18	все эти	3	11
19	в своей	4	11
20	не в	5	11
21	к нему	6	11
22	во всех	1	10
23	в своем	2	10
24	это не	5	10
25	все это	2	10
26	и есть	2	9
27	в целом	2	9
28	но и	12	9
29	как бы	3	9
30	и все	2	9
31	лишь в	2	8
32	было бы	2	8
33	если бы	2	8
34	со стороны	1	8
35	не было	1	8
36	жизни и	1	8
37	то что	16	7
38	во всем	3	7
39	на основе	1	7
40	и здесь	5	7
41	что и	9	7
42	себя в	2	7
43	конечно не	2	7
44	вовсе не	4	7
45	быть только	1	7
46	момент в	1	6
47	отношение к	2	6
48	и я	1	6
49	он не	7	6
50	мир как	1	6
51	этот момент	2	6
52	и только	5	6
53	и действительно	3	6
54	уже не	5	6
55	и их	2	6
56	но это	3	6
57	в том	3	6
58	мы имеем	7	5
59	но как	1	5
60	все же	9	5
61	но в	5	5
62	не только	15	5
63	то же	8	5
64	но все	5	5
65	его в	9	5
66	как и	7	5
67	что я	2	5
68	от его	1	5
69	но эта	4	5
70	не имеет	3	5
71	никогда не	2	5
72	с ним	1	5
73	именно в	1	5
74	его как	2	5
75	там где	3	5
76	в основе	1	5
77	хотя бы	2	5
78	не знает	1	5
79	в чем	1	4
80	при этом	3	4
81	не как	1	4
82	здесь мы	2	4
83	тем самым	1	4
84	к ним	2	4
85	не по	2	4
86	о нем	1	4
87	с ними	5	4
88	могло бы	2	4
89	в одном	5	4
90	том что	3	4
91	для нас	3	4
92	а в	8	4
93	только как	1	4
94	со мной	2	4
95	что в	14	4
96	в своих	1	4
97	из его	1	3
98	должна быть	2	3
99	мы не	1	3
100	что это	2	3
101	в ней	1	3
102	может дать	1	3
103	еще не	6	3
104	и на	2	3
105	себе и	1	3
106	независимо от	1	3
107	ясно и	1	3
108	и этим	2	3
109	к чему	1	3
110	всех этих	1	3
111	из него	1	3
112	людей и	1	3
113	в другом	5	3
114	себя не	1	3
115	не должно	1	3
116	что этот	4	3
117	не менее	2	3
118	тогда когда	1	3
119	меня не	3	3
120	где он	1	3
121	ничего не	5	3
122	меня и	2	3
123	целом и	1	3
124	и делает	1	3
125	в некотором	2	3
126	могут быть	6	3
127	меня в	1	3
128	здесь не	4	3
129	ясно что	1	3
130	здесь нет	1	3
131	но здесь	1	3
132	в виду	1	3
133	о том	4	3
134	и весь	1	3
135	ним и	1	3
136	того что	2	3
137	в современной	2	3
138	быть и	1	3
139	и тем	2	3
140	не дает	2	3
141	был бы	1	3
142	тем что	5	3
143	от того	2	3
144	что не	1	3
145	и пр	11	3
146	и жизни	1	3
