N	2gram	Vinokur_Vv_1	Marksizm
1	может быть	24	28
2	и в	27	19
3	как бы	5	19
4	и не	13	19
5	не может	13	18
6	точки зрения	7	17
7	то же	8	16
8	и его	5	16
9	как мы	9	15
10	в этом	34	15
11	языка и	12	15
12	в сущности	3	14
13	так сказать	1	14
14	таким образом	19	14
15	лишь в	1	14
16	не только	21	13
17	с точки	2	13
18	связи с	3	13
19	в нем	13	11
20	если бы	2	11
21	вовсе не	6	11
22	не в	8	10
23	так и	1	10
24	и т.п	1	10
25	но и	5	10
26	том что	26	10
27	самом деле	6	9
28	при этом	3	9
29	как и	5	9
30	как целое	3	9
31	для него	1	9
32	языка как	2	9
33	а не	3	9
34	на почве	5	9
35	по отношению	4	8
36	в то	5	8
37	же время	5	8
38	только в	13	8
39	слова в	1	8
40	отношению к	4	8
41	на самом	1	7
42	его в	6	7
43	и более	1	7
44	одна из	2	7
45	никогда не	3	7
46	в том	31	7
47	в языке	1	7
48	прежде всего	8	7
49	в связи	2	7
50	и для	4	7
51	но в	10	7
52	мы уже	1	6
53	язык как	3	6
54	во всех	2	6
55	и как	9	6
56	в самом	12	6
57	слова и	1	6
58	того чтобы	21	6
59	к тому	4	6
60	для того	21	6
61	же самое	2	6
62	быть и	2	6
63	между тем	8	6
64	мы можем	2	6
65	более того	1	6
66	с помощью	1	6
67	и все	1	6
68	хотя бы	5	6
69	ни было	1	6
70	в свою	1	6
71	смысле слова	7	5
72	того же	3	5
73	и на	3	5
74	все же	8	5
75	выражение в	1	5
76	то ни	1	5
77	на этой	3	5
78	лишь на	1	5
79	в данном	11	5
80	в их	11	5
81	самого начала	1	5
82	свою очередь	1	5
83	с самого	1	5
84	к нему	2	5
85	в его	10	5
86	в форме	2	5
87	этой почве	2	5
88	отношении к	2	5
89	или иной	1	5
90	в той	7	5
91	этого слова	2	5
92	и того	2	5
93	тем более	2	5
94	совершенно не	1	5
95	к этому	3	5
96	так же	3	5
97	должна быть	2	4
98	а как	3	4
99	и ее	4	4
100	слова о	1	4
101	к целому	1	4
102	бы то	1	4
103	как если	1	4
104	о слове	1	4
105	языковой формы	1	4
106	только на	3	4
107	в себе	4	4
108	на то	1	4
109	значение в	2	4
110	это не	8	4
111	было бы	5	4
112	и тем	5	4
113	мы видели	2	4
114	одного и	2	4
115	тому что	2	4
116	в отношении	2	4
117	ничего не	2	4
118	следует что	2	4
119	точном смысле	1	4
120	русском языке	1	4
121	и т.д	4	4
122	той или	1	4
123	для себя	1	4
124	в точном	1	4
125	по мере	4	4
126	в русском	1	4
127	того что	12	4
128	с ними	1	4
129	что он	4	4
130	речь в	4	4
131	как раз	4	4
132	смысле этого	8	4
133	бы в	1	4
134	то что	17	4
135	сказать что	5	4
136	и то	5	3
137	в котором	4	3
138	и до	2	3
139	в ней	3	3
140	еще не	4	3
141	в ее	11	3
142	отличие от	3	3
143	чем же	3	3
144	в истории	9	3
145	с этим	2	3
146	все эти	3	3
147	учение о	2	3
148	в этой	3	3
149	но ведь	4	3
150	слово в	1	3
151	не к	2	3
152	не как	3	3
153	какой бы	2	3
154	для данной	1	3
155	одно и	1	3
156	в другом	3	3
157	той же	4	3
158	с другими	1	3
159	по себе	9	3
160	истории языка	5	3
161	в этих	3	3
162	в своей	4	3
163	в отличие	3	3
164	мысли и	2	3
165	не имеет	4	3
166	в каком	1	3
167	у нас	2	3
168	языка в	4	3
169	могут быть	4	3
170	не есть	4	3
171	и это	6	3
172	значения и	1	3
173	о том	15	3
174	что и	3	3
175	слова для	1	3
176	одной из	3	3
177	в какой	4	3
178	с одной	4	3
179	в качестве	7	3
180	его и	1	3
181	его из	1	3
182	так как	13	3
183	до сих	5	3
184	с другой	8	3
185	связано с	1	3
186	не было	1	3
187	одной стороны	4	3
188	языка не	1	3
189	именно для	1	3
190	да и	4	3
