N	3gram	Tiupa_Teor_1	Myshleni
1	в том что	8	31
2	заключается в том	1	14
3	с точки зрения	3	11
4	те и другие	1	9
5	с одной стороны	2	9
6	в этом смысле	2	8
7	с другой стороны	5	8
8	то же самое	1	7
9	одно и то	1	6
10	что в основе	2	6
11	и то же	1	6
12	и того же	3	5
13	так же как	1	5
14	не только не	2	5
15	одного и того	3	5
16	для того чтобы	1	5
17	таким образом что	1	4
18	и тем самым	2	4
19	состоит в том	5	3
20	точно так же	1	3
21	в связи с	1	3
22	о том что	1	3
23	в том числе	2	2
24	и для других	1	2
25	в отличие от	6	2
26	мы видим в	1	2
27	том числе и	1	2
28	а с другой	2	2
29	содержит в себе	1	2
30	в данном случае	5	2
31	с логической точки	1	2
32	то что они	1	2
33	не могут быть	2	2
34	в следующей главе	1	2
35	логической точки зрения	1	2
36	в целом ряде	1	2
37	между собой и	1	2
38	в свою очередь	2	2
39	никогда не бывает	1	2
40	подобно тому как	1	2
41	по своей природе	2	1
42	я думаю что	1	1
43	том что в	1	1
44	что иное как	1	1
45	не является ни	1	1
46	имеет место в	1	1
47	между собой в	1	1
48	первого из этих	1	1
49	в поле зрения	1	1
50	он должен согласиться	1	1
51	том случае если	1	1
52	как это ни	1	1
53	идет о чем-то	1	1
54	бы то ни	1	1
55	при этом не	1	1
56	состоит не в	1	1
57	заключает в себе	1	1
58	и здесь мы	1	1
59	одном и том	1	1
60	русском языке обозначают	1	1
61	значении этого слова	2	1
62	в том случае	1	1
63	в себе никакого	1	1
64	к тому что	2	1
65	то ни было	1	1
66	между ним и	1	1
67	здесь мы имеем	1	1
68	даже в том	1	1
69	по своему происхождению	1	1
70	и том же	1	1
71	и является в	1	1
72	как один из	1	1
73	не содержит в	1	1
74	мы имеем дело	2	1
75	имея в виду	1	1
76	имеем дело с	1	1
77	отличие от ряда	1	1
78	не только к	1	1
79	таким же образом	1	1
80	как бы в	1	1
81	не может быть	4	1
82	на вопрос о	1	1
83	в то время	1	1
84	только то что	1	1
85	по отношению к	4	1
86	в русском языке	1	1
87	тем и другим	1	1
88	ту же самую	1	1
89	точки зрения логики	1	1
90	больше и больше	1	1
91	что говоря о	1	1
92	можно сказать что	2	1
93	мы говорим о	1	1
94	бы они ни	1	1
95	они ни были	1	1
96	друг от друга	1	1
97	в этих случаях	1	1
98	с которыми он	1	1
99	не что иное	1	1
100	тех или иных	3	1
101	тем не менее	3	1
102	как и в	2	1
103	и те и	1	1
104	оно состоит в	1	1
