N	3gram	Losev_Dial_3	Istorich
1	и т д	23	24
2	так же как	2	12
3	до сих пор	1	5
4	точно так же	2	5
5	же как и	1	4
6	с другой стороны	2	4
7	не может быть	6	4
8	что иное как	6	3
9	т е в	4	3
10	в данном случае	1	3
11	на то что	3	3
12	не что иное	6	3
13	о том что	5	2
14	мы имеем в	1	2
15	то же самое	1	2
16	содержит в себе	1	2
17	с этой стороны	1	2
18	в связи с	1	2
19	тем не менее	10	2
20	вовсе не есть	5	1
21	но так как	1	1
22	подобно тому как	4	1
23	и по существу	1	1
24	внимание на то	1	1
25	имеется в виду	3	1
26	у меня в	1	1
27	и не только	3	1
28	и не может	1	1
29	одно из таких	1	1
30	как и все	2	1
31	в зависимости от	2	1
32	есть абстрактное понятие	3	1
33	друг на друга	1	1
34	не имеет никакого	1	1
35	и содержится в	1	1
36	дело вовсе не	1	1
37	есть одно и	1	1
38	мы до сих	1	1
39	ничего не говорится	1	1
40	какая же это	1	1
41	взяла на себя	1	1
42	может быть только	1	1
43	и показывает что	1	1
44	иной мир он	1	1
45	даже если бы	1	1
46	то время как	4	1
47	не говорит о	2	1
48	если бы мы	1	1
49	и то же	2	1
50	не могут быть	2	1
51	и с этой	2	1
52	не в том	1	1
53	одно и то	2	1
54	и в особенности	1	1
55	что у него	1	1
56	не мог бы	1	1
57	представить себе что	1	1
58	есть не что	3	1
59	и даже в	1	1
60	не есть нечто	3	1
61	вовсе не в	1	1
62	мы не можем	2	1
63	а не просто	6	1
64	в то время	4	1
65	сих пор говорили	1	1
66	это и есть	2	1
67	что есть только	1	1
68	легко заметить что	1	1
69	т е он	1	1
70	которых ничего не	1	1
71	ничего не говорит	3	1
72	к нему с	1	1
73	всегда только одна	1	1
74	к тому что	2	1
75	или же он	1	1
76	как и в	3	1
77	что и в	1	1
78	только тогда когда	3	1
