N	3gram	Ircho_Kome_3	Psycholo
1	в том что	9	17
2	для того чтобы	6	13
3	в самом деле	6	11
4	с точки зрения	3	10
5	и т п	3	8
6	так же точно	1	7
7	на то что	1	6
8	то же самое	3	6
9	до сих пор	9	5
10	в этом отношении	2	5
11	тем не менее	3	4
12	о том что	4	4
13	и в самом	3	4
14	том что она	1	3
15	в том чтобы	1	3
16	в конце концов	2	3
17	в то время	2	3
18	в конечном счете	2	3
19	таким образом и	1	3
20	в отношении к	1	3
21	что и в	2	3
22	состоит в том	2	2
23	подобно тому как	1	2
24	и не может	1	2
25	что он не	2	2
26	то время как	2	2
27	по сравнению с	2	2
28	бы то ни	2	2
29	во всяком случае	3	2
30	этой точки зрения	1	2
31	того чтобы показать	1	2
32	то же время	4	2
33	же самое что	1	2
34	в свою очередь	6	2
35	и никогда не	1	2
36	с другой стороны	2	2
37	в то же	4	2
38	к тому что	1	2
39	и т д	1	2
40	не в состоянии	1	1
41	не могла быть	1	1
42	само собой разумеется	2	1
43	имеем в виду	1	1
44	нашего времени и	1	1
45	говоря можно было	1	1
46	тому что и	1	1
47	это может служить	1	1
48	о том как	3	1
49	в этом случае	2	1
50	так что он	1	1
51	в зависимости от	1	1
52	рассказывает о том	1	1
53	в отличие от	1	1
54	разве не ясно	1	1
55	что в некоторых	1	1
56	за то что	1	1
57	в основе своей	1	1
58	с этой точки	1	1
59	и всякого другого	1	1
60	по крайней мере	1	1
61	вместе с тем	3	1
62	но в их	1	1
63	и в частности	1	1
64	что он так	1	1
65	же что и	1	1
66	потому что с	1	1
67	потому что он	1	1
68	в такое же	1	1
69	то ни было	2	1
70	едва ли не	1	1
71	как он полагает	1	1
72	с одной стороны	3	1
73	и все его	1	1
74	зависимости от того	1	1
75	но при этом	1	1
76	ясно с самого	1	1
77	они принадлежат к	1	1
78	по тому же	1	1
79	самого начала что	1	1
80	в связи с	3	1
81	таким образом из	1	1
82	и ничем не	1	1
83	но в основе	1	1
84	с этой целью	1	1
85	того же автора	2	1
86	в свое время	1	1
87	и мы можем	1	1
88	друг с другом	1	1
89	к нему так	1	1
90	в достаточной степени	1	1
91	более или менее	1	1
92	собой разумеется что	2	1
93	с тем как	1	1
94	то обстоятельство что	2	1
95	к которой мы	1	1
96	мы едва ли	1	1
97	мы имеем в	1	1
98	ничего общего с	1	1
99	с самого начала	4	1
100	даже не в	1	1
101	именно потому что	2	1
102	можно сказать что	1	1
103	до тех пор	3	1
104	друг от друга	1	1
105	если бы не	1	1
106	после того как	1	1
107	то что и	1	1
108	по этому поводу	1	1
109	в первом случае	1	1
110	у того же	3	1
111	не имеет ничего	1	1
112	на то чтобы	1	1
113	не ясно с	1	1
114	так как он	1	1
115	к одному и	1	1
116	т п не	1	1
