N	3gram	Vinokur_St_3	Komedia
1	до сих пор	2	9
2	в том что	11	9
3	в самом деле	1	6
4	для того чтобы	1	6
5	в свою очередь	1	6
6	в то же	3	4
7	о том что	4	4
8	то же время	3	4
9	с самого начала	2	4
10	с точки зрения	4	3
11	и т п	6	3
12	вместе с тем	1	3
13	в связи с	3	3
14	во всяком случае	4	3
15	и в самом	1	3
16	речь идет о	1	3
17	с одной стороны	2	3
18	тем не менее	2	3
19	то же самое	1	3
20	состоит в том	3	2
21	так или иначе	1	2
22	в этом отношении	4	2
23	вместе с ним	1	2
24	то время как	4	2
25	в конце концов	3	2
26	с другой стороны	4	2
27	то обстоятельство что	5	2
28	в то время	4	2
29	но все же	2	2
30	в известной степени	1	2
31	потому что он	2	1
32	время его пребывания	1	1
33	в г в	3	1
34	на себя внимание	1	1
35	и для самого	1	1
36	более или менее	1	1
37	не говоря уже	1	1
38	можно спорить о	1	1
39	должно было бы	1	1
40	так что он	1	1
41	говоря уже о	1	1
42	не было и	1	1
43	в пятом акте	1	1
44	что в смысле	1	1
45	независимо от того	2	1
46	и если бы	1	1
47	во время его	1	1
48	из его современников	1	1
49	на то что	3	1
50	в частности на	1	1
51	об этом не	1	1
52	на пути к	1	1
53	с этой точки	1	1
54	по крайней мере	4	1
55	его пребывания в	1	1
56	и в частности	1	1
57	на мой взгляд	1	1
58	как раз в	1	1
59	в самом начале	1	1
60	к ней и	1	1
61	его отношение к	1	1
62	обращает на себя	1	1
63	в том чтобы	2	1
64	себе отчет в	2	1
65	одной стороны он	1	1
66	которым он хочет	1	1
67	в некоторых случаях	1	1
68	это не так	2	1
69	спорить о том	1	1
70	в течение всей	2	1
71	то что он	1	1
72	мы подходим к	1	1
73	и сам он	1	1
74	этой точки зрения	1	1
75	и здесь история	1	1
76	эти слова с	1	1
77	нет ни одного	1	1
78	молодой человек в	1	1
79	а то что	1	1
80	при его жизни	1	1
81	можно сказать что	1	1
82	что у него	1	1
83	вопрос о том	1	1
84	не менее в	1	1
85	к этому времени	1	1
86	у целого ряда	1	1
87	мы имеем в	2	1
88	тому как мы	1	1
89	по этому поводу	2	1
90	к тому что	2	1
91	сомнения в том	1	1
92	из них есть	1	1
93	и в этом	2	1
94	вовсе не является	1	1
95	мы сталкиваемся с	1	1
96	и с его	1	1
97	в этой комедии	1	1
98	в том же	1	1
99	и т д	2	1
100	в свое время	1	1
