N	3gram	Voloshinov_1	StatiiOP
1	в том что	4	16
2	о том что	1	11
3	в этом отношении	2	9
4	и т д	1	6
5	том что он	2	5
6	до сих пор	3	5
7	для того чтобы	1	5
8	дело в том	1	4
9	что он не	1	4
10	то обстоятельство что	1	4
11	иметь в виду	1	3
12	в г в	1	3
13	во всяком случае	3	3
14	с самого начала	5	3
15	том что в	1	2
16	только потому что	1	2
17	говорит об этом	1	2
18	в одной из	1	2
19	с точки зрения	10	2
20	в отличие от	1	2
21	бы то ни	1	2
22	то что он	1	2
23	собою разумеется что	1	2
24	так и в	2	2
25	в самом деле	5	2
26	само собою разумеется	1	2
27	но все же	1	2
28	тому что было	1	2
29	тем не менее	2	2
30	а между тем	1	1
31	но как раз	1	1
32	на самом деле	2	1
33	в котором он	1	1
34	в настоящее время	1	1
35	но и по	1	1
36	в таком виде	1	1
37	при таких условиях	1	1
38	он не только	1	1
39	с этим не	1	1
40	что же касается	1	1
41	а в начале	1	1
42	поэтому она не	1	1
43	сам по себе	2	1
44	основное различие между	1	1
45	на этот вопрос	1	1
46	не укладывается в	1	1
47	большую роль в	1	1
48	и др в	1	1
49	он не понял	1	1
50	говорит о том	1	1
51	он никогда не	1	1
52	в зависимости от	2	1
53	одно и то	1	1
54	об этом сам	1	1
55	на этой почве	1	1
56	из того же	1	1
57	в чем же	1	1
58	в данном случае	3	1
59	в высшей степени	2	1
60	и что поэтому	1	1
61	потому что оно	1	1
62	и то же	1	1
63	по сравнению с	1	1
64	одним из наиболее	2	1
65	настолько велико что	1	1
66	что он сам	1	1
67	но вместе с	2	1
68	прежде всего к	3	1
69	в свое время	1	1
70	еще в г	1	1
71	на вопрос о	1	1
72	по отношению к	9	1
73	и на все	1	1
74	ни в каком	1	1
75	совершенно независимо от	1	1
76	то же время	5	1
77	мысль о возможности	1	1
78	из наиболее ярких	1	1
79	в то время	1	1
80	намека на возможность	1	1
81	в свою очередь	1	1
82	в этом случае	1	1
83	что в его	2	1
84	ничего общего с	1	1
85	в связь с	1	1
86	нужно сказать что	1	1
87	только в его	1	1
88	в этом вопросе	1	1
89	во второй половине	1	1
90	в то же	5	1
91	и быть не	1	1
92	бы он не	1	1
93	таким образом в	1	1
94	по своему идеологическому	1	1
95	в таких явлениях	1	1
96	но именно в	1	1
97	как говорит об	1	1
98	как мы видели	4	1
99	таких явлениях как	1	1
