N	3gram	Bakhtin_Fr_2	Myslijsy
1	по отношению к	1	13
2	в том что	1	13
3	не может быть	4	9
4	там же с	2	7
5	с другой стороны	3	5
6	потому что в	1	4
7	но и в	4	4
8	только тогда когда	1	4
9	подобно тому как	2	3
10	с точки зрения	5	3
11	с одной стороны	3	3
12	может быть названо	1	3
13	и той же	1	3
14	то же время	6	3
15	так и в	1	3
16	не только в	5	3
17	в то же	6	3
18	одной и той	1	3
19	все более и	1	2
20	только потому что	1	2
21	дело в том	1	2
22	не могут быть	1	2
23	для того чтобы	1	2
24	в нем есть	1	2
25	не только не	1	2
26	не нуждается в	1	2
27	более и более	1	2
28	как и в	1	2
29	и связанное с	1	1
30	зрения на мир	2	1
31	другой стороны он	1	1
32	но самое это	1	1
33	там где нет	1	1
34	на самом деле	1	1
35	и в более	1	1
36	одной стороны и	1	1
37	и там где	1	1
38	и его связь	1	1
39	в этих последних	1	1
40	только то что	2	1
41	в этом отношении	3	1
42	то что в	1	1
43	в собственном смысле	2	1
44	до сих пор	4	1
45	что в нем	1	1
46	несмотря на их	1	1
47	как если бы	1	1
48	не менее если	1	1
49	его связь с	2	1
50	и во всей	1	1
51	продолжает жить и	2	1
52	человека то есть	1	1
53	и в отношении	1	1
54	путем то есть	1	1
55	при этом самый	1	1
56	во всяком случае	2	1
57	есть только в	1	1
58	что касается до	1	1
59	и в самой	1	1
60	мы видели что	1	1
61	именно в том	1	1
62	до него а	1	1
63	как и всякая	1	1
64	после того как	1	1
65	о том что	3	1
66	и все это	1	1
67	но все же	2	1
68	в одном акте	1	1
69	не теряет своей	1	1
70	как мы видим	1	1
71	на то что	1	1
72	силою и в	1	1
73	один только раз	1	1
74	таким образом в	1	1
75	что в них	1	1
76	и вообще все	1	1
77	то есть только	1	1
78	как мы видели	2	1
