N	2gram	Vygotskiy__1	VLabPisa
1	таким образом	26	27
2	в этом	17	26
3	и в	23	25
4	и т	1	24
5	не только	16	22
6	может быть	14	21
7	хотя бы	4	20
8	и не	9	19
9	не может	12	17
10	т д	1	15
11	в его	14	15
12	в процессе	8	14
13	этом отношении	4	13
14	в том	24	13
15	прежде всего	10	13
16	в частности	2	12
17	как это	2	12
18	все это	6	12
19	в силу	6	11
20	вот что	1	11
21	с другой	10	11
22	из них	1	11
23	в качестве	9	10
24	о том	6	10
25	то же	8	9
26	что в	14	9
27	как видим	2	9
28	об этом	3	9
29	по этому	1	9
30	для него	2	9
31	но и	14	9
32	и др	1	9
33	к этому	4	9
34	в своем	3	8
35	все эти	4	8
36	на основании	5	8
37	другой стороны	9	8
38	могут быть	3	8
39	во всех	3	7
40	по отношению	7	7
41	из этих	3	7
42	было бы	4	7
43	как и	14	7
44	том что	21	7
45	в конечном	1	7
46	не было	1	7
47	а не	3	7
48	вместе с	9	7
49	из современных	2	7
50	отношению к	7	7
51	в зависимости	2	6
52	в себе	6	6
53	в нем	1	6
54	главным образом	2	6
55	это не	1	6
56	их в	4	6
57	том же	2	6
58	и его	6	6
59	в то	7	6
60	так и	5	6
61	между тем	9	6
62	бы и	2	6
63	у него	1	6
64	в основном	1	6
65	то что	17	6
66	одним из	1	5
67	действительности и	1	5
68	в их	3	5
69	зависимости от	2	5
70	конечном счете	1	5
71	очевидно что	1	5
72	как говорит	2	5
73	все же	3	5
74	в плане	1	5
75	и при	2	5
76	не в	4	5
77	тому что	5	5
78	же время	2	5
79	связи с	3	5
80	на основе	1	5
81	приводит к	4	5
82	один из	2	5
83	как бы	11	5
84	не является	9	5
85	думается что	5	5
86	в результате	4	5
87	сказать что	11	5
88	только в	6	5
89	с его	4	4
90	в этой	7	4
91	чем же	1	4
92	перед нами	5	4
93	когда он	2	4
94	в самом	7	4
95	в целом	20	4
96	что все	4	4
97	в них	2	4
98	не удивительно	1	4
99	даже в	2	4
100	никогда не	2	4
101	вот почему	2	4
102	к тому	4	4
103	должен быть	4	4
104	в ее	2	4
105	можно сказать	5	4
106	показывают что	3	4
107	что он	7	4
108	в одном	4	4
109	как раз	4	4
110	в своей	4	4
111	например в	1	3
112	человека и	3	3
113	в котором	4	3
114	его не	3	3
115	в которых	3	3
116	видели что	1	3
117	силу этого	3	3
118	что они	3	3
