N	2gram	Medvedev_U_1	Myshleni
1	и в	14	28
2	в том	2	28
3	то что	7	28
4	в этом	7	27
5	того что	1	24
6	том что	2	19
7	не может	7	19
8	таким образом	2	18
9	что он	2	18
10	только в	2	18
11	что в	1	17
12	не только	10	16
13	может быть	6	13
14	сказать что	1	13
15	в сфере	1	12
16	и не	8	11
17	что мы	2	11
18	но не	2	10
19	но и	4	10
20	могли бы	2	9
21	было бы	3	9
22	в процессе	1	9
23	мы можем	1	9
24	в самом	2	8
25	никогда не	1	8
26	тем что	2	8
27	то же	5	7
28	в своем	1	7
29	в которой	1	7
30	он не	1	7
31	в нем	1	7
32	если бы	2	7
33	же как	1	6
34	мы не	2	6
35	как и	3	6
36	для него	3	6
37	тогда когда	1	6
38	же самое	2	6
39	приводит к	1	6
40	так и	1	6
41	и что	1	6
42	можно сказать	1	6
43	как раз	2	6
44	в области	3	6
45	в то	3	6
46	но в	3	5
47	в этой	4	5
48	что все	2	5
49	с тем	1	5
50	того как	1	5
51	с другом	1	5
52	не могут	2	5
53	могут быть	2	5
54	в пределах	1	5
55	это не	3	5
56	нам думается	1	5
57	тех и	1	5
58	думается что	2	5
59	друг с	1	5
60	и все	1	5
61	и то	3	4
62	той же	1	4
63	мы имеем	1	4
64	мы и	2	4
65	относится к	1	4
66	в той	1	4
67	в себе	2	4
68	на то	1	4
69	в понятии	1	4
70	но если	1	4
71	не в	2	4
72	что при	1	4
73	что и	2	4
74	в качестве	1	4
75	но что	1	4
76	в частности	3	4
77	с его	2	3
78	очевидно что	3	3
79	независимо от	1	3
80	на его	1	3
81	связанные с	1	3
82	первую очередь	1	3
83	иначе говоря	1	3
84	восприятия и	1	3
85	что такое	4	3
86	в их	4	3
87	по себе	2	3
88	что с	1	3
89	больше чем	1	3
90	этом отношении	2	3
91	и т.д	3	3
92	до сих	2	3
93	в его	2	3
94	и только	5	3
95	а это	1	3
96	до конца	1	3
97	в первую	1	3
98	только к	3	3
99	а не	10	3
100	сих пор	2	3
101	бы в	1	3
102	в системе	2	3
103	как на	1	3
104	одним из	2	2
105	самом деле	2	2
106	он может	1	2
107	до крайности	1	2
108	вся система	1	2
109	к которой	1	2
110	прежде всего	8	2
111	все же	3	2
112	как таковое	1	2
113	меньшей мере	1	2
114	этом смысле	2	2
115	остается в	1	2
116	этой области	3	2
117	в своей	3	2
118	в котором	1	2
119	в которых	1	2
120	но это	2	2
121	но он	1	2
122	друг другу	1	2
123	речи в	1	2
124	общего и	1	2
125	она не	1	2
126	сделать больше	1	2
