N	2gram	Losev_Dial_4	Analitik
1	в качестве	2	31
2	может быть	17	29
3	в том	11	27
4	не может	11	22
5	и не	30	21
6	в частности	2	19
7	и в	15	18
8	но и	4	17
9	а не	18	17
10	отнюдь не	4	15
11	не только	8	15
12	не в	8	14
13	в этом	11	13
14	как и	7	13
15	в его	4	13
16	при этом	2	12
17	том что	10	12
18	в себе	8	11
19	то же	9	9
20	в то	6	9
21	а в	1	9
22	есть не	5	8
23	но в	3	8
24	в той	1	8
25	не есть	40	8
26	тем самым	3	7
27	я и	1	6
28	мы имеем	5	6
29	в сущности	5	6
30	отличие от	2	6
31	в самом	2	6
32	это не	12	6
33	точки зрения	14	6
34	в своей	3	6
35	в отличие	1	6
36	в основе	10	6
37	той или	4	6
38	в себя	5	6
39	же время	6	6
40	только в	7	6
41	себя в	2	6
42	то что	16	6
43	или иной	1	6
44	прежде всего	11	6
45	в их	3	5
46	что иное	8	5
47	и на	5	5
48	иное как	8	5
49	и как	4	5
50	в этой	4	5
51	лишь в	2	5
52	и его	7	5
53	о том	5	5
54	как бы	14	5
55	художественное произведение	2	5
56	что в	7	5
57	не что	8	4
58	из того	1	4
59	все же	2	4
60	смысла но	1	4
61	с другими	1	4
62	не всегда	3	4
63	с точки	9	4
64	и другого	1	4
65	и более	1	4
66	по себе	13	4
67	имеем дело	1	4
68	в области	3	4
69	ни в	8	4
70	могут быть	3	4
71	так и	5	4
72	с ним	3	4
73	с другой	1	4
74	того что	13	4
75	субъекта и	5	4
76	уже не	9	4
77	для того	5	4
78	с другим	1	4
79	именно в	5	4
80	себя и	3	4
81	во времени	1	4
82	реальности в	1	4
83	вместе с	2	4
84	человека к	1	4
85	из которых	3	4
86	исходя из	1	4
87	собственно говоря	2	4
88	не более	1	4
89	и т	17	3
90	для науки	1	3
91	и есть	19	3
92	место в	1	3
93	в нашем	1	3
94	как он	1	3
95	в нем	5	3
96	он не	1	3
97	по природе	1	3
98	в силу	4	3
99	подобно тому	4	3
100	таким образом	5	3
101	то ни	4	3
102	не будет	2	3
103	нашем случае	1	3
104	того или	2	3
105	даже в	1	3
106	ведет к	1	3
107	смысл и	3	3
108	в котором	2	3
109	однако в	2	3
110	дело не	1	3
111	того чтобы	5	3
112	смысл его	1	3
113	того и	1	3
114	о нем	2	3
115	как будто	2	3
116	не могут	2	3
117	в собственном	3	3
118	если бы	6	3
119	к нему	1	3
120	с его	5	3
121	еще не	4	3
122	с одной	1	3
123	ни с	4	3
124	от себя	2	3
125	никто не	2	3
126	что и	6	3
127	а именно	6	3
128	что не	3	3
129	смысла и	3	3
130	личности в	5	3
131	человек в	1	3
132	тому как	4	3
133	быть не	2	3
134	что мы	7	3
135	объекта и	1	3
136	она может	1	3
137	которая в	1	3
138	и все	11	3
139	полноты и	1	3
140	хотя бы	4	3
141	будто бы	1	3
142	что он	7	3
143	говоря о	1	2
144	отношения к	3	2
145	на самом	1	2
146	он может	1	2
147	субъект и	1	2
148	едва ли	3	2
149	научного анализа	1	2
150	также и	4	2
151	той же	5	2
152	а как	2	2
153	и то	3	2
154	данном случае	1	2
155	отношение к	1	2
156	не просто	7	2
157	нет и	2	2
158	за пределы	3	2
159	как говорит	1	2
160	что именно	7	2
161	как к	1	2
162	в противоположность	2	2
163	личности а	2	2
164	то в	5	2
165	в которой	2	2
166	природе своей	1	2
167	все эти	3	2
168	бы не	2	2
169	из этих	2	2
170	думать что	2	2
171	как личность	1	2
172	ничего иного	1	2
173	и по	2	2
174	на этом	3	2
175	или иных	1	2
176	ни чисто	3	2
177	и с	4	2
178	на все	2	2
179	из них	2	2
180	личность в	1	2
181	вовсе не	6	2
182	так как	14	2
183	для чего	1	2
184	такой же	1	2
185	одного и	1	2
186	вопрос о	2	2
187	только для	3	2
188	которые в	1	2
189	для этого	2	2
190	смысла как	1	2
191	тогда когда	5	2
192	в процессе	1	2
193	совпадает с	2	2
194	только не	3	2
195	никогда не	2	2
196	в коем	2	2
197	потому что	10	2
198	ничто не	2	2
199	нас самих	1	2
200	и заключается	1	2
201	отличается от	1	2
202	как мы	1	2
203	роль в	1	2
204	и о	8	2
205	быть может	1	2
206	не могу	1	2
207	в пределах	1	2
208	к любой	1	2
209	одного из	1	2
210	не говоря	3	2
211	должно быть	2	2
212	основе своей	1	2
213	и та	3	2
214	с целью	1	2
215	можно сказать	5	2
216	чем и	1	2
217	в личности	1	2
218	один из	4	2
219	субъекта в	1	2
220	коем случае	2	2
221	бы ни	2	2
222	есть чисто	1	2
223	или не	4	2
224	при помощи	3	2
225	его и	1	2
226	себе в	1	2
227	в новом	1	2
228	не о	4	2
229	бытия и	4	2
230	случае не	2	2
231	со стороны	3	2
232	было бы	9	2
233	но о	2	2
234	и выявляющее	1	2
235	мира в	1	2
236	личность есть	7	2
237	на фоне	1	2
238	и потому	3	2
239	из возможных	2	2
240	в данном	3	2
241	она есть	10	2
242	что же	2	2
243	в субъекте	1	2
244	не предполагает	1	2
245	и тогда	2	2
246	в некий	1	2
247	тех или	4	2
248	не является	1	2
249	основанная на	1	2
250	это как	2	2
251	тем более	6	2
252	нет ничего	6	2
253	другой стороны	2	2
254	поведения в	1	2
255	в свое	2	2
256	себя как	3	1
