N	4gram	Losev_Prob_1	Dialekti
1	не что иное как	2	8
2	есть не что иное	2	5
3	или по крайней мере	1	3
4	и т д и	4	3
5	не говоря уже о	1	3
6	д и т д	2	2
7	не имеет ничего общего	2	2
8	и в то же	1	2
9	и т д все	1	2
10	ничего не говорит о	1	2
11	но в то же	1	2
12	имеет ничего общего с	1	2
13	т д и т	3	2
14	и тем не менее	8	1
15	т д все это	1	1
16	мы должны сказать что	1	1
17	свой смысл и свое	1	1
18	перед нами не просто	1	1
19	на самом же деле	1	1
20	ни в каком случае	3	1
21	только тогда когда есть	1	1
22	в виду и весь	1	1
23	с тем или другим	1	1
24	ни на что другое	1	1
25	в этом смысле есть	1	1
26	в себе не содержит	2	1
27	всегда так или иначе	1	1
28	дело в том что	3	1
29	иметь в виду и	1	1
30	она не есть ни	1	1
31	в связи с этим	1	1
