N	3gram	Tiupa_Anal_2	Istorich
1	в этих случаях	1	10
2	с другой стороны	2	8
3	во всех этих	1	6
4	всех этих случаях	1	6
5	не только в	2	5
6	о том что	6	5
7	с одной стороны	4	4
8	в тех случаях	1	4
9	тем не менее	3	4
10	в том что	6	4
11	этой точки зрения	1	3
12	в ответ на	2	3
13	с этой точки	1	3
14	не может быть	1	3
15	в данном случае	5	3
16	тех случаях когда	1	3
17	дело не в	1	3
18	между прочим и	1	2
19	точно так же	1	2
20	но и в	1	2
21	на этот вопрос	1	2
22	ответ на вопрос	1	2
23	не знаю что	2	2
24	а в том	1	2
25	в том-то и	1	2
26	другой стороны и	1	2
27	как и в	3	2
28	потому что я	1	1
29	не в состоянии	1	1
30	сказать что в	1	1
31	с точки зрения	2	1
32	состоит в том	4	1
33	а не с	1	1
34	в таких условиях	1	1
35	этой связи особую	1	1
36	по отношению к	4	1
37	в самом деле	1	1
38	никак не может	1	1
39	он не только	1	1
40	в этом случае	4	1
41	то же самое	1	1
42	и он же	2	1
43	с первых слов	1	1
44	данном случае это	1	1
45	и должны быть	1	1
46	прямо говорит о	1	1
47	сама по себе	1	1
48	этих случаях оказывается	1	1
49	можно было бы	2	1
50	одна из них	1	1
51	то и другое	1	1
52	не имеет никаких	1	1
53	тогда как в	2	1
54	не хотелось бы	1	1
55	в таких случаях	1	1
56	не говорит о	1	1
57	в самом начале	3	1
58	обращает на себя	3	1
59	в этой связи	1	1
60	то что она	1	1
61	и тот же	1	1
62	это не так	1	1
63	имеем дело с	1	1
64	в связи с	1	1
65	а не его	1	1
66	более или менее	1	1
67	ответ на этот	1	1
68	но и на	1	1
69	не только на	1	1
70	во второй половине	1	1
71	к тому что	1	1
72	в противоречие с	1	1
73	ли он в	1	1
