N	2gram	Bakhtin_Pr_2	Myslijsy
1	потому что	8	49
2	то есть	50	30
3	и в	45	24
4	в душе	1	23
5	может быть	18	23
6	в сознании	2	23
7	то что	5	20
8	и не	42	19
9	в том	8	18
10	а не	10	18
11	что в	6	16
12	не только	16	15
13	по себе	8	15
14	того же	1	14
15	при этом	2	13
16	в слове	1	13
17	не в	8	13
18	было бы	4	13
19	то же	5	12
20	но не	6	12
21	мы можем	4	12
22	не может	24	12
23	мы не	1	11
24	таким образом	11	11
25	вместе с	1	11
26	если бы	2	11
27	что и	5	11
28	что мы	1	11
29	только в	9	11
30	как в	4	10
31	в себе	5	10
32	для него	9	10
33	тогда когда	1	10
34	так что	2	10
35	так как	5	10
36	в сознание	1	10
37	независимо от	1	9
38	в нем	20	9
39	вовсе не	7	9
40	но и	15	9
41	как бы	15	9
42	и на	7	8
43	а только	2	8
44	в этом	20	8
45	более или	1	8
46	том что	7	8
47	или менее	1	8
48	в одно	1	8
49	могут быть	4	8
50	а в	3	8
51	в чем	2	7
52	во всех	4	7
53	с этим	1	7
54	как и	14	7
55	между собою	1	7
56	зрения и	1	7
57	того как	3	7
58	или же	2	7
59	не могут	1	7
60	прежде всего	11	7
61	сами по	1	7
62	тем что	2	7
63	того что	3	7
64	во всяком	1	7
65	что если	3	6
66	и как	2	6
67	и того	1	6
68	одного и	2	6
69	тем не	1	6
70	в то	5	6
71	не имеет	3	6
72	связи с	1	6
73	есть только	4	6
74	и только	1	6
75	в одном	6	6
76	с другой	1	6
77	не было	2	6
78	этого слова	2	6
79	не есть	2	6
80	в свою	1	6
81	по поводу	1	6
82	а и	1	5
83	что они	3	5
84	все остальные	1	5
85	все же	4	5
86	в мысли	1	5
87	уже в	4	5
88	бы не	3	5
89	на то	2	5
90	есть не	1	5
91	не от	1	5
92	не менее	2	5
93	по крайней	2	5
94	к слиянию	1	5
95	с ним	8	5
96	так и	3	5
97	о том	3	5
98	с другими	7	5
99	а потому	2	5
100	крайней мере	2	5
101	тот же	2	5
102	бы ни	1	5
103	слова в	4	5
104	из них	9	5
105	от того	2	5
106	в них	4	5
107	для того	1	5
108	что не	5	5
109	и их	6	5
110	только для	2	5
111	или не	2	5
112	же в	1	5
113	в которой	2	5
114	нам кажется	1	4
115	в самом	13	4
116	время как	1	4
117	еще не	9	4
118	но в	6	4
119	уже не	6	4
120	из этих	1	4
121	только один	1	4
122	как он	4	4
123	так сказать	7	4
124	и если	1	4
125	в нее	1	4
126	сознание и	4	4
127	то все	1	4
128	в котором	7	4
129	место в	1	4
130	том смысле	1	4
131	сих пор	2	4
132	стало быть	3	4
133	одном из	1	4
134	они не	2	4
135	тем самым	2	4
136	для меня	2	4
137	образом в	2	4
138	подобно тому	2	4
139	одна из	3	4
140	должны быть	1	4
141	и сами	1	4
142	в некоторых	2	4
143	то время	1	4
144	так в	1	4
145	никогда не	17	4
146	и что	2	4
147	что он	7	4
148	с одной	1	4
149	в других	1	4
150	до сих	2	4
151	там где	6	4
152	если не	2	4
153	в человеке	10	4
154	тому как	2	4
155	что оно	1	4
156	от него	3	4
157	мысли о	1	4
158	себе не	1	4
159	в таком	3	4
160	вряд ли	1	3
161	например в	2	3
162	человека и	2	3
163	этого последнего	1	3
164	но тем	1	3
165	с таким	1	3
166	той же	1	3
167	есть нечто	1	3
168	не совсем	2	3
169	же что	3	3
170	со стороны	4	3
171	относится к	2	3
172	хотя и	2	3
173	в целом	5	3
174	думать что	1	3
175	что она	4	3
176	слова а	1	3
177	не как	6	3
178	так например	1	3
179	человека в	5	3
180	могла бы	1	3
181	его не	1	3
182	них не	1	3
183	его в	3	3
184	это не	3	3
185	кажется что	2	3
186	рядом с	3	3
187	далеко не	4	3
188	в этих	4	3
189	быть не	1	3
190	того кто	1	3
191	бы быть	2	3
192	в ней	7	3
193	и притом	1	3
194	на него	2	3
195	в каком	1	3
196	как не	5	3
197	мертвых душах	1	3
198	те же	2	3
199	не с	1	3
200	в словах	2	3
201	находится в	2	3
202	от них	2	3
203	которые мы	1	3
204	и у	2	3
205	одно из	1	3
206	не так	2	3
207	от другого	1	3
208	входят в	1	3
209	как при	1	3
210	что на	1	3
211	что для	2	3
212	а от	1	3
213	в самой	3	3
214	смысле этого	2	3
215	слова и	1	3
216	но это	2	3
217	и для	2	3
218	и от	3	3
219	и человек	1	3
220	и все	1	3
221	или нет	1	3
222	только что	2	3
223	с ними	4	3
224	все что	3	3
225	как на	2	3
226	таком случае	1	2
227	самом деле	4	2
228	на самом	1	2
229	воспоминания о	1	2
230	и есть	1	2
231	мысли а	1	2
232	на две	1	2
233	к другой	1	2
234	не имеют	1	2
235	отношения к	2	2
236	собою и	1	2
237	без которой	1	2
238	с его	8	2
239	не все	1	2
240	с которыми	2	2
241	по отношению	8	2
242	за пределы	5	2
243	сама по	5	2
244	что по-видимому	1	2
245	мысли к	1	2
246	общего с	1	2
247	отношения между	1	2
248	все эти	4	2
249	в нашем	2	2
250	и тот	1	2
251	все слова	1	2
252	но на	2	2
253	сказать в	1	2
254	время и	1	2
255	а скорее	1	2
256	перестает быть	3	2
257	всех этих	1	2
258	одной и	1	2
259	что ни	1	2
260	смысле как	1	2
261	и по	2	2
262	на этом	1	2
263	ни был	1	2
264	но все	4	2
265	в каждом	4	2
266	в другом	1	2
267	за собою	1	2
268	может стать	2	2
269	нам по	1	2
270	в жизни	3	2
271	ни с	2	2
272	должно быть	4	2
273	к мысли	1	2
274	от себя	1	2
275	и той	3	2
276	мы находим	1	2
277	но он	1	2
278	красный цвет	1	2
279	их в	7	2
280	остановимся на	2	2
281	тому что	1	2
282	что есть	1	2
283	если и	1	2
284	перед собою	1	2
285	или что	1	2
286	и его	8	2
287	что с	1	2
288	сказать что	5	2
289	самого начала	1	2
290	а тогда	1	2
291	но только	2	2
292	того чтобы	1	2
293	же время	3	2
294	во всем	1	2
295	мы бы	1	2
296	у нас	2	2
297	превращается в	4	2
298	во все	2	2
299	его с	2	2
300	как для	1	2
301	существует только	1	2
302	оно может	1	2
303	что все	3	2
304	к нам	2	2
305	с самого	1	2
306	что у	4	2
307	что может	1	2
308	может в	1	2
309	и здесь	2	2
310	и поэтому	1	2
311	образом мы	1	2
312	это было	2	2
313	как отдельные	1	2
314	которой мы	1	2
315	вообще и	1	2
316	находиться в	2	2
317	и следовательно	7	2
318	если это	1	2
319	этом смысле	5	2
320	один из	2	2
321	что только	1	2
322	вне себя	1	2
