N	3gram	Losev_Vlad_2	Psycholo
1	в самом деле	1	18
2	на то что	2	12
3	в том что	9	11
4	с точки зрения	3	9
5	для того чтобы	1	8
6	заключается в том	2	6
7	с самого начала	1	6
8	до сих пор	1	5
9	и т д	1	4
10	не имеет никакого	2	3
11	и то что	5	3
12	о том что	3	3
13	в какой мере	1	2
14	заключается не в	1	2
15	то что с	1	2
16	только то что	1	2
17	то что в	1	2
18	вместе с тем	1	2
19	не то что	2	2
20	что в этой	1	2
21	то время как	1	2
22	в данном случае	2	2
23	и как бы	1	2
24	все больше и	1	2
25	не в том	3	2
26	во всяком случае	6	2
27	то что он	3	2
28	мы увидим ниже	1	2
29	в то время	6	2
30	в свою очередь	2	2
31	больше и больше	1	2
32	как мы видели	2	2
33	и в ней	1	1
34	для нас важно	1	1
35	то что начиная	1	1
36	с этой своей	1	1
37	но все же	1	1
38	что в этом	1	1
39	что так как	1	1
40	потому что в	1	1
41	та же самая	1	1
42	более или менее	3	1
43	самом деле если	1	1
44	никак не может	1	1
45	нам кажется что	2	1
46	я от него	1	1
47	он не может	1	1
48	и ко всему	1	1
49	они не могут	1	1
50	в отличие от	3	1
51	я говорю о	1	1
52	с тот же	1	1
53	не было бы	1	1
54	в этом отношении	1	1
55	кроме того что	1	1
56	т п с	1	1
57	можно было бы	2	1
58	что и здесь	1	1
59	может быть и	1	1
60	тех слов которые	1	1
61	никакого отношения к	3	1
62	конечно не в	1	1
63	и в своем	1	1
64	что в его	1	1
65	в двух словах	1	1
66	потому что тогда	1	1
67	только одно что	1	1
68	такой степени что	1	1
69	все то чем	1	1
70	тот же самый	1	1
71	в той же	1	1
72	и как мы	2	1
73	то что можно	1	1
74	он ссылается на	1	1
75	и к его	1	1
76	не только как	1	1
77	и не могла	1	1
78	и о его	1	1
79	еще и другие	1	1
80	что несмотря на	1	1
81	с теми же	1	1
82	а в том	2	1
83	и все же	2	1
84	сих пор не	1	1
85	имел в виду	1	1
86	в том чтобы	2	1
87	как это мы	4	1
88	все с теми	1	1
89	можно сказать что	1	1
90	с тем и	1	1
91	по этому поводу	1	1
92	не может быть	1	1
93	в высшей степени	1	1
94	он никак не	1	1
95	к тому же	1	1
96	уже с самого	1	1
97	и можно сказать	1	1
98	при этом она	1	1
