N	2gram	Tiupa_Teor_1	Istorich
1	в лес	1	27
2	что он	1	24
3	не только	16	18
4	может быть	17	17
5	мы имеем	7	15
6	и в	18	15
7	никогда не	4	15
8	в лесу	1	15
9	так как	1	14
10	но и	9	14
11	так же	2	13
12	что в	9	12
13	то что	3	12
14	а в	13	12
15	в этом	8	11
16	об этом	2	11
17	в этих	3	11
18	и не	13	11
19	то же	7	10
20	что они	1	10
21	его в	2	10
22	этих случаях	1	10
23	еще не	4	9
24	в другом	3	9
25	с тем	1	9
26	и здесь	2	9
27	потому что	3	9
28	он не	3	8
29	связи с	1	8
30	один из	2	8
31	мы видим	1	8
32	в нем	4	7
33	таким образом	3	7
34	том что	9	7
35	не в	7	7
36	вместе с	2	7
37	связана с	1	6
38	но в	9	6
39	что это	1	6
40	и что	3	6
41	в его	6	6
42	что и	2	6
43	так что	1	6
44	как бы	5	6
45	в том	16	6
46	только в	6	6
47	точно так	1	6
48	же как	1	5
49	представляет собой	9	5
50	как в	5	5
51	имеем в	3	5
52	что она	2	5
53	было бы	1	5
54	в русской	6	5
55	можно было	1	5
56	так и	10	5
57	она не	1	5
58	к нему	1	5
59	в одном	2	5
60	прежде всего	2	5
61	к которому	3	5
62	а не	9	5
63	в связи	1	5
64	не может	4	5
65	к тому	2	5
66	со всех	1	4
67	всех сторон	1	4
68	и на	1	4
69	в одной	1	4
70	в себе	9	4
71	все эти	2	4
72	в этой	3	4
73	при этом	12	4
74	вопрос о	1	4
75	но он	3	4
76	дело не	2	4
77	нос в	1	4
78	очень часто	1	4
79	в другой	1	4
80	с одной	2	4
81	у нее	1	4
82	у него	1	4
83	тем что	1	4
84	и др	1	4
85	в область	1	4
86	одной из	2	4
87	и другие	2	4
88	они не	1	4
89	он в	1	3
90	из этих	3	3
91	право на	1	3
92	на стадии	1	3
93	на то	1	3
94	подобно тому	1	3
95	здесь мы	1	3
96	говорит что	2	3
97	должен был	1	3
98	в их	2	3
99	стоит в	1	3
100	с одним	1	3
101	и его	8	3
102	как будто	2	3
103	и это	2	3
104	но по	1	3
105	в себя	3	3
106	так в	4	3
107	роль в	2	3
108	мог бы	3	3
109	о том	1	3
110	после того	1	3
111	а именно	2	3
112	того что	4	3
113	в качестве	24	3
114	по отношению	4	3
115	одной стороны	2	3
116	с мотивом	1	3
117	как это	8	3
118	тому как	1	3
119	все это	2	3
120	отношению к	4	3
121	также что	1	2
122	например в	1	2
123	сын и	1	2
124	и для	2	2
125	в сущности	1	2
126	что иное	1	2
127	принадлежит к	3	2
128	я не	2	2
129	и то	2	2
130	иное как	1	2
131	во всех	1	2
132	но не	9	2
133	не все	3	2
134	перед нами	2	2
135	к чему	2	2
136	в которой	2	2
137	говорят о	1	2
138	одном случае	1	2
139	или его	1	2
140	не могла	1	2
141	на его	1	2
142	он должен	2	2
143	состоит в	17	2
144	в силу	1	2
145	и по	2	2
146	могла бы	2	2
147	а затем	1	2
148	из них	1	2
149	той же	1	2
150	с другими	5	2
151	это не	2	2
152	и дает	1	2
153	в жизни	2	2
154	ни в	2	2
155	она и	1	2
156	как и	4	2
157	нигде не	1	2
158	ключ к	2	2
159	обратимся к	1	2
