N	2gram	Bakhtin_Pr_5	Hudozhes
1	и в	35	28
2	в рассказе	2	21
3	том что	3	19
4	в ее	3	18
5	и не	27	18
6	своего рода	2	16
7	в том	5	15
8	а не	4	14
9	в этом	14	13
10	не в	10	13
11	о том	2	12
12	перед нами	1	11
13	не только	10	11
14	при этом	2	11
15	как и	18	11
16	в его	21	11
17	уже не	3	10
18	не случайно	2	10
19	в себе	5	9
20	но и	14	9
21	так и	8	8
22	между тем	4	8
23	что он	24	8
24	себя в	2	8
25	в жизни	2	8
26	в душе	2	8
27	может быть	14	8
28	о чем	1	8
29	я не	8	7
30	по отношению	6	7
31	в мире	4	7
32	об этом	1	7
33	к тому	6	7
34	и все	15	7
35	с ним	7	7
36	отношению к	7	7
37	я и	2	6
38	в котором	3	6
39	то же	15	6
40	и с	12	6
41	в своей	4	6
42	в то	11	6
43	тем что	4	6
44	для себя	7	6
45	если бы	1	6
46	сводится к	3	6
47	можно сказать	1	6
48	это не	3	6
49	а в	7	6
50	то что	10	6
51	с его	7	5
52	в этой	1	5
53	как в	5	5
54	в самом	6	5
55	что это	4	5
56	не могла	1	5
57	рядом с	4	5
58	в своем	2	5
59	не менее	2	5
60	у него	4	5
61	никогда не	4	5
62	ничего не	3	5
63	и его	14	5
64	она не	1	5
65	и сам	7	5
66	только на	4	5
67	для него	14	5
68	как бы	31	5
69	да и	5	5
70	с ее	3	5
71	что в	6	5
72	и другие	1	5
73	а между	3	4
74	но не	6	4
75	то в	2	4
76	подобно тому	2	4
77	человека в	1	4
78	он не	13	4
79	в других	1	4
80	вот он	1	4
81	тем не	1	4
82	для нее	1	4
83	тому что	2	4
84	же время	10	4
85	внутренней жизни	2	4
86	как будто	4	4
87	того чтобы	1	4
88	что они	6	4
89	только в	6	4
90	в качестве	1	4
91	что и	3	4
92	как раз	4	4
93	для того	1	4
94	говорит о	2	4
95	превращается в	1	4
96	то и	1	4
97	не может	18	4
98	тому как	2	4
99	рассказа в	10	4
100	у вас	1	4
101	бы и	2	4
102	чтобы не	2	3
103	по преимуществу	1	3
104	по его	1	3
105	и он	2	3
106	в ней	2	3
107	еще не	7	3
108	и на	6	3
109	столь же	2	3
110	в ответ	1	3
111	для других	3	3
112	не все	1	3
113	бы не	2	3
114	раз в	2	3
115	как он	2	3
116	в нем	16	3
117	можно было	2	3
118	что все	2	3
119	мы уже	8	3
120	с другими	2	3
121	было бы	3	3
122	в них	4	3
123	все было	1	3
124	мы с	2	3
125	этого произведения	1	3
126	в этих	2	3
127	пока еще	2	3
128	любви и	1	3
129	на него	5	3
130	о них	2	3
131	со своим	2	3
132	к себе	18	3
133	же самое	1	3
134	в человеке	1	3
135	и это	5	3
136	не могу	3	3
137	что у	6	3
138	героя не	1	3
139	все его	4	3
140	к нему	13	3
141	одной из	2	3
142	с ними	5	3
143	деле не	1	3
144	и ее	1	3
145	с одной	1	3
146	теперь же	2	3
147	характерно что	1	3
148	в одном	6	3
149	что на	2	3
150	с другой	4	3
151	и тех	1	3
152	все время	4	3
153	а с	3	3
154	прежде всего	12	3
155	человек в	1	3
156	среди других	2	3
157	так же	7	3
158	все это	14	3
159	ли в	1	3
160	или в	2	3
161	к чужому	4	3
162	будто бы	2	3
163	на фоне	1	3
164	героя и	10	3
165	о себе	17	3
166	самом деле	10	3
167	и то	5	2
168	характера а	1	2
169	но тем	1	2
170	в первом	2	2
171	рассказ и	1	2
172	той же	2	2
173	а как	2	2
174	он знает	3	2
175	говорить о	3	2
176	они были	1	2
177	одного слова	2	2
178	он сам	6	2
179	ответ на	1	2
180	отношение к	6	2
181	тоже не	1	2
182	говорит то	1	2
183	без другого	1	2
184	все же	8	2
185	и к	12	2
186	но в	19	2
187	та же	4	2
188	бы с	2	2
189	тому же	3	2
