N	2gram	Vinokur_Vv_1	Formalny
1	т е	38	32
2	и не	13	30
3	вовсе не	6	28
4	и в	27	27
5	может быть	24	25
6	не может	13	24
7	так и	1	21
8	и его	5	19
9	в этом	34	18
10	таким образом	19	18
11	а не	3	17
12	самом деле	6	16
13	точки зрения	7	16
14	то же	8	15
15	в нем	13	15
16	между ними	2	15
17	на самом	1	14
18	как и	5	14
19	с точки	2	14
20	не в	8	12
21	если бы	2	12
22	и т	43	11
23	в самом	12	11
24	в жизни	1	11
25	и от	1	11
26	не могут	5	10
27	но и	5	10
28	в действительности	1	9
29	не только	21	9
30	лишь в	1	9
31	так как	13	9
32	так же	3	9
33	с помощью	1	8
34	как бы	5	8
35	при этом	3	8
36	входит в	2	8
37	как мы	9	8
38	только в	13	8
39	как раз	4	8
40	то что	17	8
41	и все	1	8
42	что в	11	8
43	с тем	6	7
44	не менее	8	7
45	же время	5	7
46	потому что	14	7
47	его в	6	7
48	между тем	8	7
49	в его	10	7
50	в том	31	7
51	для них	1	7
52	все это	6	7
53	совершенно не	1	7
54	в то	5	7
55	действительности и	1	6
56	еще не	4	6
57	и понимания	1	6
58	но в	10	6
59	все эти	3	6
60	т д	37	6
61	в своей	4	6
62	и ее	4	6
63	всяком случае	3	6
64	все время	1	6
65	было бы	5	6
66	в литературе	1	6
67	что он	4	6
68	с другой	8	6
69	более того	1	6
70	вместе с	6	6
71	в данном	11	6
72	все же	8	6
73	и для	4	6
74	бы в	1	6
75	истории литературы	3	6
76	хотя бы	5	6
77	в своих	2	6
78	во всяком	3	6
79	в зависимости	1	5
80	зависимости от	1	5
81	совсем не	3	5
82	но не	7	5
83	в истории	9	5
84	в одной	1	5
85	независимо от	3	5
86	что именно	2	5
87	так сказать	1	5
88	в каждом	4	5
89	ни было	1	5
90	того чтобы	21	5
91	если же	2	5
92	в ней	3	5
93	в дальнейшем	2	5
94	никогда не	3	5
95	говорит он	2	5
96	связи с	3	5
97	т п	5	5
98	тем что	6	5
99	именно так	1	5
100	тому как	1	5
101	что же	3	5
102	в реальном	1	5
103	в результате	3	5
104	другой стороны	5	5
105	можно говорить	1	4
106	не есть	4	4
107	мы не	2	4
108	быть понято	1	4
109	он был	1	4
110	бы то	1	4
111	как в	1	4
112	и как	9	4
113	в целом	5	4
114	и те	2	4
115	но ведь	4	4
116	подобно тому	1	4
117	то ни	1	4
118	данном случае	5	4
119	в ее	11	4
120	мы знаем	1	4
121	том что	26	4
122	установка на	1	4
123	по себе	9	4
124	тогда когда	3	4
125	мы можем	2	4
126	и является	1	4
127	могут быть	4	4
128	к тому	4	4
129	следовательно и	1	4
130	и восприятия	1	4
131	о том	15	4
132	как ее	1	4
133	связь между	4	4
134	уже в	5	4
135	только на	3	4
136	следует что	2	4
137	содержания и	1	4
138	для того	21	4
139	со стороны	12	4
140	прежде всего	8	4
141	до конца	3	4
142	произведение в	1	4
143	в связи	2	4
144	мы видели	2	4
145	как это	5	4
146	да и	4	4
147	слова и	1	4
148	между собой	1	4
149	жизни и	2	4
150	они не	1	4
151	одним из	5	3
152	же как	3	3
153	того же	3	3
154	должна быть	2	3
155	мы уже	1	3
156	той же	4	3
157	в виду	4	3
158	литературы и	1	3
159	целое и	2	3
160	и на	3	3
161	в которых	6	3
162	время в	2	3
163	во всех	2	3
164	то мы	1	3
165	а и	1	3
166	нет и	1	3
167	самое понятие	1	3
168	бы и	2	3
169	что это	3	3
170	прием как	1	3
171	в себе	4	3
172	вследствие этого	1	3
173	этот процесс	3	3
174	не следует	2	3
175	и с	2	3
176	материала и	1	3
177	искусства в	1	3
178	это не	8	3
179	действительности в	2	3
180	и тем	5	3
181	ее в	1	3
182	он и	2	3
183	в этих	3	3
184	от его	1	3
185	и более	1	3
186	по отношению	4	3
187	тому что	2	3
188	этом отношении	3	3
189	же самое	2	3
190	оно не	1	3
191	это единство	1	3
192	реальной действительности	1	3
193	только то	1	3
194	ясно что	9	3
195	еще в	1	3
196	жизнь и	1	3
197	в эпоху	1	3
198	никак не	1	3
199	и что	4	3
200	можно сказать	3	3
201	в них	4	3
202	дело с	6	3
203	в какой	4	3
204	уже не	5	3
205	его и	1	3
206	нуждается в	2	3
207	наука о	3	3
208	в конце	3	3
209	произведения и	2	3
210	литературное произведение	2	3
211	у нас	2	3
212	не на	1	3
213	она есть	5	3
214	в той	7	3
215	того что	12	3
216	отношению к	4	3
217	лишь как	2	3
218	может и	1	3
219	сказать что	5	3
220	и эта	1	3
221	смысле слова	7	2
222	отношения к	1	2
223	чтобы не	1	2
224	человека и	1	2
225	в такой	1	2
226	это и	1	2
227	отношения между	1	2
228	в котором	4	2
229	что уже	3	2
230	бы например	1	2
231	язык как	3	2
232	который был	1	2
233	в сущности	3	2
234	так чтобы	3	2
235	говорить о	3	2
236	в полной	1	2
237	и со	1	2
238	так называемые	1	2
239	научной работы	3	2
240	в сторону	1	2
241	в общем	12	2
242	очевидно что	1	2
243	отличие от	3	2
244	или иное	1	2
245	и речи	1	2
246	связи и	1	2
247	чем же	3	2
248	эта связь	1	2
249	в своем	3	2
250	стороны и	3	2
251	становления и	1	2
252	увидим что	1	2
253	от этого	5	2
254	то в	1	2
255	это можно	1	2
256	из этих	5	2
257	учение о	2	2
258	в этой	3	2
259	иным путем	1	2
260	е с	1	2
261	только один	1	2
262	говорят о	1	2
263	как он	6	2
264	вообще не	3	2
265	что она	3	2
266	главным образом	1	2
267	перестает быть	1	2
268	не значит	1	2
269	не как	3	2
270	в россии	1	2
271	какой бы	2	2
272	одной и	2	2
273	его от	1	2
274	что ни	1	2
275	возможно только	1	2
276	на этом	3	2
277	лишь с	1	2
278	именно это	1	2
279	в основу	2	2
280	это значит	1	2
281	в чисто	4	2
282	на протяжении	2	2
283	уже знаем	1	2
284	на почве	5	2
285	этом смысле	11	2
286	ни с	2	2
287	и тогда	3	2
288	нисколько не	3	2
289	что собственно	3	2
290	в эту	1	2
291	том как	1	2
292	какие бы	1	2
293	как совокупность	2	2
294	не от	1	2
295	в отличие	3	2
296	к одной	1	2
