N	2gram	Bakhtin_Pr_4	Myslijsy
1	потому что	4	52
2	то есть	40	42
3	и в	46	39
4	в языке	2	33
5	может быть	23	27
6	в том	9	26
7	только в	6	25
8	не может	19	22
9	что в	4	22
10	не только	14	21
11	так как	5	21
12	а не	11	21
13	в нем	17	20
14	но и	12	20
15	и не	27	18
16	языка и	2	17
17	том что	4	16
18	так что	2	16
19	в этом	16	15
20	не в	10	15
21	если бы	3	14
22	по отношению	5	13
23	в себе	7	13
24	таким образом	4	13
25	так и	4	13
26	отношению к	5	13
27	было бы	3	12
28	мы не	4	10
29	как в	4	10
30	по себе	7	10
31	и что	3	10
32	то что	4	10
33	что не	1	10
34	не есть	1	10
35	речи и	5	10
36	но в	6	9
37	как и	12	9
38	мысли в	1	9
39	тогда когда	1	9
40	могут быть	2	9
41	для нас	2	9
42	мысли и	2	9
43	тем что	3	9
44	душевной жизни	1	9
45	но не	4	8
46	в слове	3	8
47	точки зрения	11	8
48	язык в	1	8
49	в одном	11	8
50	со стороны	1	8
51	вместе с	2	8
52	язык как	1	7
53	в ней	1	7
54	с этим	2	7
55	духа и	1	7
56	это не	5	7
57	в этих	4	7
58	должны быть	1	7
59	то и	2	7
60	с другой	3	7
61	должно быть	4	7
62	то же	6	6
63	все же	4	6
64	и как	2	6
65	бы не	2	6
66	при этом	5	6
67	и по	2	6
68	от нее	1	6
69	между собою	1	6
70	не менее	2	6
71	того как	2	6
72	что на	1	6
73	языка в	2	6
74	что и	3	6
75	еще не	7	6
76	по мере	4	6
77	как бы	19	6
78	в первом	1	5
79	то это	3	5
80	во всех	5	5
81	несмотря на	1	5
82	возможно только	1	5
83	и его	6	5
84	что при	1	5
85	если же	5	5
86	между тем	2	5
87	во втором	1	5
88	в его	9	5
89	языка как	1	5
90	вовсе не	9	5
91	друг друга	6	5
92	так же	3	5
93	и потому	1	5
94	но это	6	5
95	и для	3	5
96	и народа	1	5
97	а в	2	5
98	другой стороны	3	5
99	в таком	1	5
100	вопрос о	2	4
101	бы ни	2	4
102	а только	1	4
103	все остальные	1	4
104	увидим что	2	4
105	из этих	3	4
106	в каждом	6	4
107	этом смысле	2	4
108	от языка	1	4
109	тем самым	1	4
110	однако в	1	4
111	в то	5	4
112	никогда не	6	4
113	же время	5	4
114	и притом	1	4
115	во всем	4	4
116	не могут	3	4
117	к тому	2	4
118	каждый раз	1	4
119	бы в	3	4
120	слов и	3	4
121	в стороне	1	4
122	с нею	2	4
123	и других	4	4
124	для него	2	4
125	в более	1	4
126	не было	2	4
127	и даже	3	4
128	прежде всего	9	4
129	там где	2	4
130	что мы	2	4
131	слова и	7	4
132	от него	1	4
133	мы видим	1	4
134	в свою	1	4
135	в своих	1	4
136	а между	2	3
137	того же	3	3
138	смотрит на	1	3
139	должна быть	2	3
140	что если	1	3
141	и то	1	3
142	тем как	2	3
143	сама по	2	3
144	что как	1	3
145	в своем	3	3
146	хотя и	6	3
147	в самом	9	3
148	эти отношения	3	3
149	что это	1	3
150	он не	4	3
151	отношений между	1	3
152	ни были	1	3
153	что все	1	3
154	в мире	3	3
155	той же	3	3
156	и с	7	3
157	и тем	2	3
158	в жизни	5	3
159	в них	1	3
160	в этой	3	3
161	и при	3	3
162	в своей	3	3
163	и без	1	3
164	с точки	9	3
165	бытия и	3	3
166	друг другу	1	3
167	тому что	1	3
168	слова мы	2	3
169	она не	3	3
170	самого начала	1	3
171	на него	3	3
172	не могло	2	3
173	словом но	1	3
174	в сознании	1	3
175	мере того	1	3
176	для себя	1	3
177	и это	3	3
178	но при	3	3
179	с самого	1	3
180	в словах	4	3
181	из одного	2	3
182	и вообще	1	3
183	с ним	2	3
184	и во	3	3
185	в другой	1	3
186	о предмете	1	3
187	мы увидим	6	3
188	но как	1	3
189	с одной	1	3
190	из которого	1	3
191	если мы	5	3
192	языка а	1	3
193	только на	3	3
194	есть уже	2	3
195	и их	3	3
196	никто не	1	3
197	могло бы	2	3
198	эти явления	3	3
199	нужно было	1	3
200	с другим	1	3
201	что для	1	3
202	связи с	1	3
203	все более	1	3
204	в самой	5	3
205	со словом	2	3
206	одной стороны	1	3
207	к которому	1	3
208	оно и	2	3
209	имеют для	1	3
210	о котором	2	3
211	и все	9	3
212	к этой	1	3
213	сказать что	2	3
214	по поводу	1	3
215	как на	1	3
216	во всяком	2	3
217	одним из	3	2
218	словом и	3	2
219	чтобы не	1	2
220	связи между	2	2
221	и есть	1	2
222	тем же	3	2
223	видеть в	1	2
224	а как	2	2
225	в сущности	7	2
226	становится объектом	1	2
227	в некотором	1	2
228	что до	1	2
229	есть для	1	2
230	себя а	1	2
231	то мы	1	2
232	одним словом	1	2
233	мы будем	2	2
234	для всякого	1	2
235	друг от	1	2
236	за пределы	5	2
237	в одних	1	2
238	и слова	2	2
239	могли бы	1	2
240	мысль в	1	2
241	его к	2	2
242	на что	1	2
243	в целом	1	2
244	образом и	3	2
245	во многих	1	2
246	на то	3	2
247	но на	2	2
248	и если	1	2
249	так сказать	5	2
250	мы можем	4	2
251	он должен	1	2
252	к одному	6	2
253	оно должно	2	2
254	но дело	2	2
255	говорит следующее	1	2
256	но все	2	2
257	значительной степени	1	2
258	на все	2	2
259	он есть	2	2
260	о которых	2	2
261	переходим к	2	2
262	чем в	1	2
263	духовной жизни	1	2
264	было только	1	2
265	в один	1	2
266	но если	3	2
267	в их	4	2
268	слова в	13	2
269	но он	3	2
270	над всеми	1	2
271	не могли	2	2
272	том же	4	2
273	и всегда	1	2
274	дело в	3	2
275	на себе	1	2
276	того чтобы	1	2
277	до своего	1	2
278	следовательно и	2	2
279	как во	1	2
280	к ней	2	2
281	из того	1	2
282	что речь	1	2
283	как будто	1	2
284	когда мы	1	2
285	его с	1	2
286	и самое	1	2
287	как мы	12	2
288	с ее	3	2
289	от друга	1	2
290	в собственном	1	2
291	времени и	2	2
292	на которую	1	2
293	мы в	1	2
294	для этого	2	2
295	стремление к	1	2
296	в виду	4	2
297	о том	5	2
298	никак не	3	2
299	все в	2	2
300	и только	3	2
301	еще более	3	2
302	говоря что	1	2
303	и следовательно	2	2
304	в другую	1	2
305	как объект	1	2
306	в каждую	1	2
307	известно что	1	2
308	этот вопрос	2	2
309	для нее	1	2
310	есть в	6	2
311	уже не	4	2
312	вопроса о	1	2
313	в единстве	3	2
314	одной точке	1	2
315	по законам	1	2
316	слова не	2	2
317	к ним	4	2
318	речь и	2	2
319	и вместе	1	2
320	в других	2	2
321	даже и	1	2
322	влияние на	2	2
323	точке зрения	1	2
324	у нас	2	2
325	на этот	2	2
326	в одно	2	2
327	нет ничего	1	2
328	их к	1	2
329	есть если	2	2
330	что же	3	2
331	и о	3	2
332	же то	1	2
333	стороны и	2	2
334	это последнее	1	2
335	нисколько не	1	2
336	к другим	2	2
337	но с	2	2
338	не найдет	1	2
339	слова но	4	2
340	или в	8	2
341	хотя бы	2	2
342	все они	1	2
343	ни было	1	2
344	была бы	1	2
345	жизни и	5	2
346	но эти	4	2
347	слова то	3	2
348	все что	2	2
349	отношения к	2	1
350	например в	4	1
351	же как	2	1
352	предполагает что	1	1
353	человека и	3	1
354	непосредственного выражения	1	1
355	от предшествующих	2	1
356	сам по	3	1
357	самом деле	4	1
358	он может	1	1
359	силы и	1	1
360	нам кажется	5	1
361	от своей	1	1
362	из его	1	1
363	собственном смысле	1	1
364	и могут	1	1
365	до времени	1	1
366	может даже	1	1
367	мы имеем	3	1
368	или наоборот	1	1
369	в жизнь	1	1
370	не во	1	1
371	именно к	1	1
372	этом не	1	1
373	не была	2	1
374	не столько	1	1
375	совпадает с	1	1
376	не вполне	1	1
377	на себя	4	1
378	в последующих	3	1
379	слова например	1	1
380	смысле имеет	1	1
381	в каждой	1	1
382	людей он	1	1
383	и на	11	1
384	это возможно	1	1
385	на их	1	1
386	в различных	3	1
387	с его	5	1
388	как если	2	1
389	на самом	1	1
390	очевидно и	1	1
391	друг на	2	1
392	если в	2	1
393	к слову	2	1
394	тем положением	1	1
395	себе и	3	1
396	друга и	3	1
397	бы до	1	1
398	происходят и	1	1
399	вследствие чего	1	1
400	каждая из	1	1
401	одном из	2	1
402	для создания	1	1
403	он себя	1	1
404	и нет	4	1
405	перед нами	12	1
406	когда он	2	1
407	одни для	1	1
408	в ожидании	1	1
409	более или	3	1
410	от этого	2	1
411	та же	1	1
412	которую они	1	1
413	сказать о	1	1
414	бы с	1	1
415	все эти	4	1
416	в нашем	1	1
417	определяет все	1	1
418	и пространства	1	1
419	так в	2	1
420	что так	2	1
421	тоже не	1	1
422	свои мысли	1	1
423	приводит к	4	1
424	и отношения	1	1
425	с их	1	1
426	нами в	1	1
427	как он	3	1
428	верно еще	1	1
429	человек не	1	1
430	на его	1	1
431	мы совершенно	1	1
432	она еще	1	1
433	высшей степени	1	1
434	не как	3	1
435	на этом	3	1
436	что она	1	1
437	но самое	1	1
438	одно и	1	1
439	же не	1	1
440	друг в	3	1
441	и характер	1	1
442	сознание и	1	1
443	от некоторых	1	1
444	лишь в	2	1
445	его в	1	1
446	входит в	1	1
447	от одного	2	1
448	может стать	2	1
449	и мы	1	1
450	не совпадает	1	1
451	должен был	1	1
452	выходя из	1	1
453	бы совершенно	1	1
454	он на	1	1
455	этого слова	2	1
456	рядом с	5	1
457	все равно	2	1
458	далеко не	3	1
459	и совершается	1	1
460	жизни то	1	1
461	предмет лингвистики	1	1
462	на друга	2	1
463	место и	1	1
464	не всегда	1	1
465	и уже	1	1
466	не язык	1	1
467	гораздо глубже	1	1
468	жизни но	1	1
469	значит не	1	1
470	обратимся к	1	1
471	остается в	2	1
472	же есть	1	1
473	или менее	3	1
474	во время	1	1
475	и другие	3	1
476	от своего	1	1
477	что такое	2	1
478	в отношении	3	1
479	в такой	1	1
480	в письме	1	1
481	в котором	5	1
482	себе а	2	1
483	в которых	2	1
484	что я	6	1
485	своей жизни	1	1
486	такую же	1	1
487	сами по	2	1
488	слова к	1	1
489	их в	3	1
490	где нет	1	1
491	же может	1	1
492	даже в	1	1
493	к каждому	1	1
494	кажется нам	1	1
495	то с	1	1
496	между людьми	1	1
497	или что	1	1
498	человека но	1	1
499	слове может	1	1
500	виду что	1	1
501	что ему	1	1
502	этими двумя	1	1
503	может служить	1	1
504	сущности есть	1	1
505	отрешиться от	1	1
506	в самых	1	1
507	но только	1	1
508	человека по	1	1
509	себе самом	5	1
510	для всего	1	1
511	ничего не	2	1
512	и весь	1	1
513	положением которое	1	1
514	невозможны без	1	1
515	ровно ничего	1	1
516	по своей	3	1
517	будет еще	1	1
518	это слово	5	1
519	прибегать к	1	1
520	к этим	1	1
521	в области	1	1
522	может показаться	1	1
523	в предшествующих	1	1
524	полную независимость	1	1
525	в духе	2	1
526	лежит в	1	1
527	и другим	1	1
528	а что	4	1
529	указывает на	2	1
530	есть чем	1	1
531	им в	1	1
532	поколений и	1	1
533	как не	1	1
534	людей в	2	1
535	здесь не	4	1
536	жизни языка	1	1
537	в ее	1	1
538	постоянно чувствует	1	1
539	в произведении	2	1
540	лучше сказать	1	1
541	самое это	1	1
542	роль в	1	1
543	с отношением	2	1
544	на том	2	1
545	и совершенно	2	1
546	если они	1	1
547	что у	1	1
548	можно было	2	1
549	на нее	1	1
550	он именно	1	1
551	понимают друг	1	1
552	те же	2	1
553	не с	1	1
554	здесь нет	3	1
555	оно как	1	1
556	произведения не	1	1
557	же эти	1	1
558	еще в	1	1
559	в результате	2	1
560	сознания и	2	1
561	является в	1	1
562	внимание и	1	1
563	остановимся на	2	1
564	будем рассматривать	1	1
565	смысле и	1	1
566	связанная с	1	1
567	именно эти	1	1
568	это все	1	1
569	о нем	6	1
570	это должно	1	1
571	и живой	1	1
572	с тою	1	1
573	в другом	2	1
574	из произведений	1	1
575	начинается в	1	1
576	слово то	3	1
577	делает возможным	1	1
578	после того	1	1
579	все его	1	1
580	там в	1	1
581	зрения он	1	1
582	каждом из	1	1
583	к нему	5	1
584	о влиянии	1	1
585	переходит в	1	1
586	и всякая	1	1
587	наконец в	1	1
588	смысле это	1	1
589	которая как	1	1
590	развивается в	1	1
591	в формах	3	1
592	но так	1	1
593	на которой	1	1
594	один из	1	1
595	изменения которые	2	1
596	образом как	1	1
597	себе еще	2	1
