N	2gram	Propp_Isto_2	Myslijsy
1	потому что	9	52
2	и в	15	39
3	может быть	17	27
4	в том	6	26
5	только в	6	25
6	не может	5	22
7	что в	12	22
8	не только	18	21
9	так как	14	21
10	а не	5	21
11	в нем	7	20
12	но и	14	20
13	и не	11	18
14	том что	7	16
15	так что	6	16
16	в этом	11	15
17	не в	7	15
18	по отношению	3	13
19	в себе	4	13
20	таким образом	7	13
21	так и	5	13
22	отношению к	3	13
23	было бы	5	12
24	точно так	6	11
25	мы не	3	10
26	как в	5	10
27	по себе	1	10
28	и что	6	10
29	то что	12	10
30	что не	1	10
31	но в	6	9
32	как и	2	9
33	могут быть	2	9
34	для нас	4	9
35	там же	1	9
36	тем что	4	9
37	но не	2	8
38	в одном	5	8
39	того что	3	8
40	со стороны	1	8
41	вместе с	7	8
42	по его	1	7
43	в ней	4	7
44	в истории	1	7
45	с этим	5	7
46	духа и	1	7
47	это не	2	7
48	в этих	11	7
49	себе представить	1	7
50	с другой	2	7
51	и т	19	6
52	то же	10	6
53	все же	9	6
54	и как	1	6
55	при этом	4	6
56	и по	2	6
57	не менее	1	6
58	того как	4	6
59	тем не	1	6
60	что на	1	6
61	в каком	1	6
62	что и	6	6
63	еще не	9	6
64	по мере	3	6
65	в природе	1	6
66	как бы	6	6
67	то это	6	5
68	во всех	2	5
69	не видно	1	5
70	не имеют	1	5
71	с тем	9	5
72	несмотря на	1	5
73	и его	3	5
74	что при	5	5
75	которые мы	1	5
76	если же	1	5
77	в его	6	5
78	для всех	1	5
79	вовсе не	1	5
80	друг друга	1	5
81	зависит от	2	5
82	так же	13	5
83	и потому	1	5
84	но это	4	5
85	и для	2	5
86	а в	12	5
87	другой стороны	2	5
88	в таком	1	5
89	его мнению	1	4
90	вопрос о	4	4
91	а только	1	4
92	увидим что	3	4
93	из этих	3	4
94	т д	18	4
95	мы видели	2	4
96	тем самым	2	4
97	бы быть	1	4
98	в то	1	4
99	а так	1	4
100	никогда не	15	4
101	можно бы	1	4
102	во всем	1	4
103	не могут	1	4
104	к тому	5	4
105	остается только	1	4
106	говорит он	1	4
107	слова для	1	4
108	в стороне	1	4
109	и других	1	4
110	в более	1	4
111	не было	2	4
112	прежде всего	5	4
113	там где	1	4
114	что мы	3	4
115	тому как	3	4
116	быть не	1	4
117	и дух	1	4
118	при таком	1	4
119	от него	1	4
120	мы видим	8	4
121	в свою	1	4
122	что можно	1	3
123	есть вместе	1	3
124	и то	2	3
125	вопрос об	1	3
126	тем как	1	3
127	что по	1	3
128	в самом	1	3
129	что это	6	3
130	он не	8	3
131	как кажется	1	3
132	подобно тому	3	3
133	так например	1	3
134	той же	2	3
135	и с	4	3
136	в жизни	2	3
137	в них	1	3
138	показывает что	4	3
139	в этой	4	3
140	не мог	3	3
141	в своей	1	3
142	и той	1	3
143	начнем с	1	3
144	она не	5	3
145	самого начала	2	3
146	на него	5	3
147	как она	4	3
148	мере того	2	3
149	и это	3	3
150	с самого	2	3
151	том как	1	3
152	с ним	1	3
153	одной и	1	3
154	и во	1	3
155	в другой	4	3
156	мы увидим	8	3
157	но как	1	3
158	с одной	4	3
159	из которого	1	3
160	если мы	1	3
161	только на	1	3
162	одно из	2	3
163	и их	2	3
164	никто не	1	3
165	могло бы	1	3
166	эти явления	1	3
167	нужно было	1	3
168	связи с	8	3
169	одной стороны	3	3
170	в состоянии	3	3
171	только для	1	3
172	к которому	5	3
173	оно и	2	3
174	о котором	1	3
175	то не	2	3
176	к этой	4	3
177	мы должны	4	3
178	хотя в	3	3
179	сказать что	2	3
180	ко всем	1	2
181	и есть	5	2
182	во влиянии	1	2
183	их и	1	2
184	а как	1	2
185	есть не	1	2
186	в сущности	2	2
187	то мы	2	2
188	не все	2	2
189	тогда как	1	2
190	друг от	1	2
191	в течение	1	2
192	вопросом о	1	2
193	его к	1	2
194	в которой	2	2
195	в целом	1	2
196	что к	1	2
197	на то	3	2
198	но на	1	2
199	времен и	1	2
200	не могла	2	2
201	и если	2	2
202	после этого	4	2
203	так сказать	2	2
204	мы можем	8	2
205	ключ к	2	2
206	он должен	2	2
207	к одному	1	2
208	оно должно	1	2
209	и более	2	2
210	из него	2	2
211	но дело	1	2
212	с этой	1	2
213	но все	5	2
214	могла бы	2	2
215	мог бы	3	2
216	для них	1	2
217	но уже	1	2
218	чем в	1	2
219	было только	1	2
220	и необходимость	1	2
221	но если	3	2
222	в их	3	2
223	слова в	2	2
224	но он	4	2
225	над всеми	1	2
226	доказывает что	1	2
227	от нас	1	2
228	эти формы	1	2
229	то чего	3	2
230	что иное	2	2
231	которых и	1	2
232	того чтобы	2	2
233	только не	1	2
234	в разных	2	2
235	связанное с	1	2
236	к ней	2	2
237	заметить что	2	2
238	как будто	3	2
239	когда мы	2	2
240	его с	1	2
241	как мы	1	2
242	не будет	1	2
243	то она	1	2
244	с ее	2	2
245	от друга	1	2
246	только при	1	2
247	уже с	2	2
248	и может	2	2
249	и которые	1	2
250	мы в	2	2
251	в виду	2	2
252	них не	1	2
253	иное как	2	2
254	о том	3	2
255	при котором	1	2
256	одного из	1	2
257	все в	1	2
258	связь между	1	2
259	что самое	1	2
260	и только	2	2
261	еще более	1	2
262	говоря что	1	2
263	и следовательно	1	2
264	не зная	1	2
265	этот вопрос	1	2
266	по этому	1	2
267	в таких	2	2
268	уже не	1	2
269	не можем	1	2
270	указания на	1	2
271	же в	1	2
272	при помощи	2	2
273	за ним	1	2
