N	2gram	Bakhtin_Fr_5	Formalny
1	и не	15	30
2	вовсе не	8	28
3	и в	45	27
4	может быть	2	25
5	не может	5	24
6	так и	6	21
7	и его	13	19
8	в этом	14	18
9	таким образом	8	18
10	а не	4	17
11	самом деле	5	16
12	точки зрения	4	16
13	то же	11	15
14	в нем	10	15
15	в процессе	1	15
16	и пр	1	15
17	между ними	1	15
18	на самом	5	14
19	как и	10	14
20	с точки	2	14
21	не в	7	12
22	если бы	1	12
23	в самом	4	11
24	в жизни	1	11
25	и от	4	11
26	не могут	2	10
27	но и	10	10
28	не только	14	9
29	лишь в	2	9
30	так как	6	9
31	так же	8	9
32	с помощью	3	8
33	как бы	12	8
34	при этом	2	8
35	ни в	3	8
36	как мы	8	8
37	в пределах	2	8
38	только в	4	8
39	как раз	5	8
40	то что	2	8
41	и все	7	8
42	что в	12	8
43	тем же	1	7
44	с тем	2	7
45	не менее	3	7
46	же время	9	7
47	потому что	7	7
48	его в	5	7
49	между тем	2	7
50	в его	13	7
51	в том	10	7
52	для них	2	7
53	если мы	2	7
54	там где	3	7
55	все это	7	7
56	в то	11	7
57	здесь и	5	6
58	еще не	1	6
59	но в	14	6
60	все эти	5	6
61	в своей	3	6
62	и ее	1	6
63	было бы	2	6
64	что он	6	6
65	более того	1	6
66	вместе с	3	6
67	в данном	2	6
68	все же	2	6
69	и для	3	6
70	бы в	4	6
71	истории литературы	1	6
72	хотя бы	2	6
73	во всяком	1	6
74	становится в	1	5
75	но не	4	5
76	в истории	2	5
77	в одной	3	5
78	независимо от	2	5
79	так сказать	1	5
80	в каждом	2	5
81	того чтобы	6	5
82	в ней	8	5
83	что они	1	5
84	в дальнейшем	1	5
85	никогда не	1	5
86	связи с	6	5
87	большинстве случаев	2	5
88	и их	5	5
89	друг друга	1	5
90	тем что	1	5
91	и потому	1	5
92	и формы	1	5
93	можно говорить	2	4
94	мы не	4	4
95	смысл и	1	4
96	он был	7	4
97	менее всего	3	4
98	как в	3	4
99	и как	5	4
100	в целом	2	4
101	данном случае	2	4
102	мы знаем	1	4
103	том что	7	4
104	тогда когда	1	4
105	мы можем	2	4
106	и является	1	4
107	к тому	2	4
108	роль в	2	4
109	следовательно и	1	4
110	о том	4	4
111	как ее	2	4
112	связь между	1	4
113	слов и	1	4
114	конечно не	2	4
115	в большинстве	2	4
116	для того	6	4
117	прежде всего	10	4
118	до конца	1	4
119	произведение в	2	4
120	в связи	5	4
121	мы видели	7	4
122	как это	4	4
123	да и	1	4
124	слова и	2	4
125	в романе	11	4
126	от всех	5	4
127	из этого	1	4
128	жизни и	8	4
129	они не	1	4
130	формы и	1	3
131	одним из	5	3
132	же как	4	3
