N	2gram	Losev_Prob_5	KFilosof
1	может быть	7	43
2	в его	12	39
3	в нем	6	31
4	не может	5	27
5	и не	12	26
6	по отношению	2	25
7	и в	30	22
8	в себе	4	21
9	в котором	2	21
10	отношению к	2	21
11	и его	6	17
12	в ее	3	17
13	а не	5	17
14	только в	9	16
15	в этом	17	13
16	точки зрения	10	13
17	и это	1	12
18	но не	7	12
19	ни в	4	12
20	все эти	2	11
21	в своей	22	11
22	не в	7	11
23	к нему	3	11
24	в едином	1	10
25	в своем	11	10
26	это не	2	10
27	с точки	8	10
28	все это	1	10
29	из себя	1	10
30	и есть	1	9
31	в их	1	9
32	бытия и	1	9
33	но и	13	9
34	как бы	6	9
35	и для	6	9
36	и все	9	9
37	было бы	4	8
38	со стороны	1	8
39	не было	1	8
40	жизни и	2	8
41	то что	18	7
42	во всем	1	7
43	должен быть	1	7
44	на основе	1	7
45	и здесь	1	7
46	что и	6	7
47	конечно не	2	7
48	вовсе не	8	7
49	быть только	3	7
50	я не	2	6
51	момент в	1	6
52	отношение к	2	6
53	отнюдь не	4	6
54	мира в	3	6
55	он не	3	6
56	но лишь	1	6
57	этот момент	1	6
58	и только	2	6
59	уже не	6	6
60	и их	5	6
61	но это	1	6
62	в смысле	4	6
63	в том	12	6
64	мы имеем	2	5
65	жизни как	1	5
66	все же	9	5
67	но в	9	5
68	не только	18	5
69	то же	2	5
70	но все	4	5
71	его в	6	5
72	как и	7	5
73	что я	1	5
74	не имеет	1	5
75	никогда не	7	5
76	для себя	5	5
77	с ним	3	5
78	именно в	3	5
79	там где	1	5
80	хотя бы	2	5
81	жизни в	4	5
82	как его	1	4
83	в чем	2	4
84	при этом	4	4
85	не как	1	4
86	здесь мы	1	4
87	входит в	1	4
88	тем самым	1	4
89	к ним	1	4
90	чем не	1	4
91	единому и	1	4
92	с ними	1	4
93	времени и	1	4
94	мира и	2	4
95	между тем	2	4
96	нисколько не	5	4
97	ни было	1	4
98	в одном	3	4
99	я есмь	1	4
100	том что	17	4
101	для нас	10	4
102	а в	6	4
103	только как	1	4
104	что в	5	4
105	в своих	1	4
106	самом деле	2	3
107	на самом	1	3
108	из его	1	3
109	для которого	1	3
110	мы не	2	3
111	что это	1	3
112	в ней	3	3
113	во мне	1	3
114	еще не	3	3
115	и на	6	3
116	тем как	2	3
117	нет и	1	3
118	человека вообще	2	3
119	ясно и	1	3
120	и этим	1	3
121	бы и	1	3
122	бы не	3	3
123	всех этих	1	3
124	для того	3	3
125	из него	1	3
126	людей и	13	3
127	в другом	3	3
128	этом смысле	3	3
129	что этот	5	3
130	не менее	5	3
131	тогда когда	4	3
132	где он	1	3
133	ничего не	2	3
134	и делает	2	3
135	могут быть	1	3
136	меня в	1	3
137	здесь не	7	3
138	ясно что	4	3
139	отсюда и	1	3
140	здесь нет	1	3
141	в виду	3	3
142	о том	12	3
143	и весь	1	3
144	других людей	1	3
145	того или	1	3
146	нем и	1	3
147	того что	3	3
148	и тем	3	3
149	был бы	1	3
150	тем что	2	3
151	от того	1	3
152	что не	2	3
153	до конца	1	3
154	и жизни	1	3
155	поскольку он	1	3
156	котором он	1	3
157	а все	1	3
158	от него	1	3
159	не должен	1	3
160	не я	1	3
161	в свою	2	3
162	в то	4	3
163	и то	5	2
164	я и	1	2
165	это и	1	2
166	едва ли	4	2
167	есть на	1	2
168	поскольку она	1	2
169	а как	1	2
170	на первом	3	2
171	и свой	1	2
172	вопрос о	1	2
173	этот факт	1	2
174	ему в	1	2
175	за свое	1	2
176	с его	1	2
177	совсем не	3	2
178	в данном	2	2
179	свою жизнь	1	2
180	или иное	1	2
181	и временные	1	2
182	и специально	1	2
183	как в	2	2
184	то или	1	2
185	и как	6	2
186	от этого	3	2
187	истины и	1	2
188	под ним	1	2
189	в этой	10	2
190	имеем в	1	2
191	всей его	1	2
192	в виде	10	2
193	которого и	2	2
194	лишь с	1	2
195	так и	7	2
196	то ни	2	2
197	не будет	2	2
198	а по	1	2
199	он ни	1	2
200	весь мир	1	2
201	с тем	5	2
202	но я	1	2
203	можно ли	1	2
204	тем не	5	2
205	и под	1	2
206	по себе	2	2
207	тому что	1	2
208	раз и	2	2
209	что эта	1	2
210	и ясно	2	2
211	и отсюда	1	2
212	дело в	2	2
213	того чтобы	2	2
214	где его	1	2
215	же время	1	2
216	именно она	2	2
217	и чувство	1	2
218	в области	2	2
219	не потому	1	2
220	к себе	1	2
221	его с	1	2
222	той или	1	2
223	ничего общего	1	2
224	всей своей	2	2
225	и когда	1	2
226	это только	1	2
227	жизнь и	3	2
228	сводится к	1	2
229	его жизни	1	2
230	бы то	2	2
231	и просто	2	2
232	на волю	1	2
233	нем не	1	2
234	ее от	1	2
235	вся эта	1	2
236	в ту	1	2
237	общего не	1	2
238	и она	1	2
239	в него	1	2
240	что только	2	2
241	тот же	3	2
242	что он	7	2
243	а с	4	2
244	именно на	2	2
245	со всеми	2	2
246	в качестве	4	2
247	него и	1	2
248	и других	1	2
249	содержания и	1	2
250	не о	1	2
251	были бы	1	2
252	себе а	2	2
253	или иной	1	2
254	будет ли	1	2
255	было и	1	2
256	себя и	1	2
257	прежде всего	6	2
258	только по	1	2
259	смысла и	1	2
260	он и	5	2
261	если не	4	2
262	и потому	1	2
263	его на	2	2
264	дело здесь	1	2
265	в это	2	2
266	и смерти	1	2
267	первом плане	3	2
268	но для	2	2
269	это уже	2	2
270	человек и	2	2
271	еще более	3	2
272	потому что	13	2
273	но всегда	1	2
274	его к	1	2
275	к этому	2	2
276	смысле слова	3	1
277	также и	12	1
278	человека и	4	1
279	как истинного	1	1
280	в стороне	1	1
281	тем же	3	1
282	мало одного	1	1
283	и до	2	1
284	отношения к	1	1
285	мы уже	1	1
286	его не	2	1
287	их и	1	1
288	из всех	2	1
289	бы что	1	1
290	науки и	1	1
291	его только	1	1
292	нечего делать	2	1
293	бы ни	1	1
294	и ее	1	1
295	не могущий	1	1
296	в составе	1	1
297	и он	4	1
298	не был	1	1
299	в нашем	1	1
300	землю и	2	1
301	мы будем	2	1
302	нет не	1	1
303	и всякий	1	1
304	в план	1	1
305	а он	1	1
306	него с	1	1
307	с собою	1	1
308	не просто	5	1
309	с этим	1	1
310	что ее	1	1
311	хотя и	8	1
312	и наконец	1	1
313	и к	4	1
314	с определенной	1	1
315	в этот	1	1
316	или иную	1	1
317	человек со	1	1
318	поэтому он	1	1
319	в самом	5	1
320	в которой	5	1
321	из жизни	1	1
322	другого как	2	1
323	свое бытие	1	1
324	все силы	1	1
325	на то	2	1
326	если он	2	1
327	на его	2	1
328	что она	1	1
329	задний план	1	1
330	главным образом	1	1
331	а скорее	2	1
332	она становится	1	1
333	эта последняя	1	1
334	не к	2	1
335	в понятии	1	1
336	содержит в	1	1
337	их в	1	1
338	я с	1	1
339	и по	1	1
340	мы его	1	1
341	же не	4	1
342	об этом	4	1
343	и с	5	1
344	имеет с	1	1
345	то есть	21	1
346	который и	1	1
347	а есть	1	1
348	то все	1	1
349	человечества но	1	1
350	форму и	2	1
351	именно что	1	1
352	всю свою	3	1
353	должен был	1	1
354	и находит	1	1
355	были в	1	1
356	несмотря на	6	1
357	чем в	1	1
358	не содержится	4	1
359	такой же	1	1
360	не мог	4	1
361	от своего	1	1
362	художественного творчества	8	1
363	и тут	2	1
364	он должен	1	1
365	всяком случае	2	1
366	на месте	2	1
367	цели и	1	1
368	он принимает	1	1
369	не от	1	1
370	сам же	3	1
371	маленький и	1	1
372	но он	5	1
373	творчества и	1	1
374	есмь и	1	1
375	ним в	1	1
376	человека но	2	1
377	и очень	1	1
378	не сказали	1	1
379	нет никакого	3	1
380	любви и	4	1
381	если и	1	1
382	в отношении	3	1
383	но себя	1	1
384	эта картина	1	1
385	с которой	1	1
386	она не	1	1
387	как о	4	1
388	мысли в	1	1
389	есть принцип	1	1
390	смысле и	1	1
391	так чтобы	1	1
392	и имеет	1	1
393	но только	3	1
394	для всего	1	1
395	нет места	1	1
396	все свои	1	1
397	возможно и	1	1
398	между прочим	1	1
399	этих последних	1	1
400	по своей	2	1
401	ему и	1	1
402	есть это	1	1
403	здесь же	1	1
404	то этот	1	1
405	следует что	1	1
406	до того	1	1
407	уже и	2	1
408	точке зрения	2	1
409	сделать в	1	1
410	ни о	1	1
411	в трагедии	4	1
412	представляется нам	1	1
413	которых он	1	1
414	и должно	1	1
415	есть только	3	1
416	и другой	2	1
417	и всех	1	1
418	к тому	2	1
419	за свою	1	1
420	же оказывается	1	1
421	правда не	1	1
422	если мы	1	1
423	и о	5	1
424	совершенно правильно	1	1
425	с ее	1	1
426	на задний	1	1
427	средних веков	1	1
428	и от	1	1
429	отвлечься от	1	1
430	как с	2	1
431	вмещается в	1	1
432	его самого	1	1
433	вышла из	1	1
434	не за	2	1
435	здесь как	2	1
436	мог бы	1	1
437	и каждый	1	1
438	остается только	1	1
439	в последней	1	1
440	основана на	1	1
441	поэтому в	1	1
442	в настоящее	3	1
443	и даже	14	1
444	и смерть	1	1
445	я теперь	1	1
446	но фактически	1	1
447	в религии	1	1
448	но к	1	1
449	нашей работы	1	1
450	другими словами	1	1
451	настоящее время	3	1
452	можно сказать	6	1
453	любви к	2	1
454	в значительной	2	1
455	и цели	1	1
456	все в	3	1
457	на пользу	1	1
458	от них	2	1
459	во втором	2	1
460	нуждается в	1	1
461	это лишь	1	1
462	и можно	1	1
463	вообще и	2	1
464	стихийные силы	1	1
465	человека как	1	1
466	к ней	1	1
467	найти и	3	1
468	и справедливости	3	1
469	в литературе	1	1
470	один из	2	1
471	содержится в	1	1
472	или нет	1	1
473	но с	1	1
474	ее уже	1	1
475	небо и	2	1
476	менее в	1	1
477	одной из	1	1
478	рационализма и	1	1
479	должен поступать	2	1
480	в какой	2	1
481	сознание в	1	1
482	и так	1	1
483	поэтому и	2	1
484	не случаен	1	1
485	а только	1	1
486	же и	1	1
487	некоторым образом	1	1
488	в большинстве	1	1
489	только на	1	1
490	только тогда	3	1
491	то только	1	1
492	большинстве случаев	1	1
493	в душе	1	1
494	только одно	1	1
495	ту или	1	1
496	она действительно	1	1
497	него нет	1	1
498	одно из	1	1
499	хотя ее	1	1
500	себе в	1	1
501	и последняя	1	1
502	никто не	1	1
503	наше время	1	1
504	говорить об	1	1
505	не для	1	1
506	так как	6	1
507	ее не	1	1
508	мы можем	5	1
509	но уже	2	1
510	и никогда	3	1
511	как раз	5	1
512	поступков в	1	1
513	нас как	1	1
514	просто не	1	1
515	которые как	1	1
516	именно как	1	1
517	и также	1	1
518	никогда и	1	1
519	не единственное	1	1
520	и из	1	1
521	здесь в	2	1
522	а именно	12	1
523	только путем	1	1
524	по всей	1	1
525	и др	1	1
526	но о	1	1
527	нового времени	4	1
528	превращается в	1	1
529	ничем не	1	1
530	зависит от	1	1
531	любовь по	1	1
532	человеческой жизни	2	1
533	конечно необходимо	1	1
534	самом своем	1	1
535	только я	1	1
536	людьми и	1	1
537	действия в	1	1
538	вместе с	7	1
539	к его	1	1
540	как одно	1	1
541	в духе	3	1
542	дать в	1	1
543	что именно	2	1
544	о возможности	1	1
545	из которых	1	1
546	когда мы	1	1
547	в мир	2	1
548	в первой	2	1
549	оставить в	1	1
550	в человеке	1	1
551	том смысле	1	1
552	мире с	1	1
553	как из	1	1
554	своей жизни	1	1
555	только для	2	1
556	и таким	1	1
557	меня я	1	1
558	самого и	1	1
559	не раз	1	1
560	нечто подобное	1	1
561	будет со	1	1
562	здесь вовсе	1	1
563	и сама	2	1
564	но такой	1	1
565	своем я	1	1
566	или в	4	1
567	и кроме	1	1
568	когда он	2	1
569	больше и	1	1
570	мы должны	1	1
571	но своей	1	1
572	только что	1	1
573	я в	1	1
574	же в	3	1
575	но оно	1	1
576	месте в	2	1
577	с ней	1	1
578	была бы	2	1
579	равно как	2	1
580	и живет	2	1
581	того же	4	1
582	человек это	1	1
583	все люди	1	1
584	людей но	4	1
585	а я	1	1
586	ее в	2	1
587	под скалами	1	1
588	в искусстве	1	1
589	по поводу	2	1
590	это в	1	1
591	гораздо более	4	1
592	им и	1	1
593	во всяком	2	1
594	все что	2	1
595	они не	2	1
