N	2gram	Trubetskoy_1	Stilisti
1	и в	23	42
2	не только	7	27
3	как бы	10	27
4	прежде всего	3	22
5	и т.д	4	20
6	хотя бы	4	17
7	то же	4	15
8	но и	9	15
9	социального общения	1	14
10	и не	8	14
11	не может	17	12
12	может быть	16	12
13	мы уже	4	11
14	как и	9	11
15	точки зрения	13	11
16	отнюдь не	2	10
17	в этом	12	10
18	и как	1	10
19	как мы	2	10
20	мы должны	4	10
21	что мы	4	10
22	мы не	1	9
23	при этом	9	9
24	в то	6	9
25	для того	8	9
26	то что	18	9
27	в ней	3	8
28	все же	13	8
29	в себе	5	8
30	таким образом	31	8
31	тем самым	3	8
32	и это	3	8
33	с тем	2	8
34	эти слова	1	8
35	что же	2	8
36	в зависимости	1	7
37	зависимости от	1	7
38	и на	6	7
39	в которой	5	7
40	было бы	3	7
41	и тем	1	7
42	так как	7	7
43	никогда не	4	7
44	же время	2	7
45	потому что	9	7
46	того чтобы	8	7
47	ничего не	1	7
48	с его	1	7
49	только в	6	7
50	и его	1	7
51	мы можем	6	7
52	а не	1	7
53	и от	5	7
54	во всех	10	6
55	мы будем	3	6
56	точку зрения	2	6
57	в этой	6	6
58	на его	1	6
59	в нем	3	6
60	не в	8	6
61	в процессе	2	6
62	в области	4	6
63	так и	10	6
64	другими словами	2	6
65	язык и	1	6
66	и так	2	6
67	в конце	4	6
68	или иной	1	6
69	в свою	2	6
70	той же	1	5
71	уже в	1	5
72	в нашем	3	5
73	независимо от	2	5
74	и наконец	3	5
75	одно и	1	5
76	и с	5	5
77	мы видели	2	5
78	с точки	8	5
79	и той	1	5
80	тому что	2	5
81	в сознании	6	5
82	а в	3	5
83	же самое	1	5
84	те же	2	5
85	в его	5	5
86	и следовательно	1	5
87	и их	5	5
88	вместе с	6	5
89	и то	4	4
90	самом деле	12	4
91	тем же	2	4
92	что именно	1	4
93	и к	5	4
94	но в	4	4
95	в самом	8	4
96	что это	5	4
97	уже не	1	4
98	всех своих	1	4
99	можно было	1	4
100	в каждом	1	4
101	его в	5	4
102	не забудем	1	4
103	и без	5	4
104	самого начала	1	4
105	на него	2	4
106	у нас	3	4
107	но все	5	4
108	всего в	1	4
109	к тому	8	4
110	свою очередь	2	4
111	с самого	1	4
112	если бы	8	4
113	о том	7	4
114	которой мы	2	4
115	того что	6	4
116	один из	1	4
117	мы видим	1	4
118	в качестве	1	4
119	если мы	4	4
120	вопроса о	1	4
121	само собой	1	4
122	были бы	1	4
123	о своей	1	4
124	связаны с	1	4
125	а с	4	4
126	и пр	1	4
127	то есть	2	4
128	к своему	1	4
129	все это	11	4
130	не знаем	1	4
131	бы в	3	4
132	зрения в	1	4
133	так же	8	4
134	долгое время	1	3
135	на самом	7	3
136	общества и	1	3
137	только благодаря	1	3
138	социальной группы	1	3
139	еще не	5	3
140	видели что	1	3
141	нет и	1	3
142	перед нами	1	3
143	хотя и	4	3
144	та же	3	3
145	если он	2	3
146	вследствие этого	2	3
147	не к	1	3
148	и вот	1	3
149	их в	2	3
150	заключает в	2	3
151	здесь мы	1	3
152	не будет	5	3
153	лишь в	5	3
154	это не	3	3
155	чаще всего	1	3
156	ведь в	1	3
157	том что	19	3
158	что такое	1	3
159	необходимо чтобы	1	3
160	и тому	2	3
161	в разных	3	3
162	связи с	4	3
163	может показаться	1	3
164	да и	1	3
165	и развития	1	3
166	что оно	3	3
167	в виду	2	3
168	но при	1	3
169	роль в	1	3
170	что у	2	3
171	и поэтому	2	3
172	связь между	1	3
173	жизни и	2	3
174	конечно не	3	3
175	только на	1	3
176	из них	5	3
177	не так	4	3
178	представить себе	2	3
179	в котором	2	3
180	от того	3	3
181	что слова	1	3
182	что и	7	3
183	и даже	1	3
184	социальной жизни	4	3
185	и эта	1	3
186	конце концов	4	3
187	забудем что	1	3
188	и уже	2	3
189	в тех	3	3
190	этого слова	2	3
191	этом случае	4	3
192	в целом	5	3
193	в начале	2	3
194	но для	2	3
195	и для	6	3
196	для нас	3	3
197	и все	7	3
198	главным образом	1	3
199	между ними	2	3
200	не знает	2	3
201	сказать что	1	3
202	я и	1	2
203	также и	2	2
204	показаться что	1	2
205	нас не	1	2
206	что эти	2	2
207	вопрос о	3	2
208	ответить на	2	2
209	на эти	1	2
210	но даже	3	2
211	как не	2	2
212	между собой	4	2
213	иное как	1	2
214	предположим что	1	2
215	но не	2	2
216	только тогда	2	2
217	очевидно что	3	2
218	можем не	1	2
219	отношение к	4	2
220	себе и	1	2
221	первый взгляд	1	2
222	как в	1	2
223	помнить что	1	2
224	тех случаях	1	2
225	целый ряд	4	2
226	между двумя	5	2
227	ни один	3	2
228	все эти	19	2
229	бы не	1	2
230	и те	2	2
231	тому же	6	2
232	друг другу	1	2
233	этот процесс	2	2
234	и сам	2	2
235	которые носят	2	2
236	по своему	5	2
237	одной и	2	2
238	человек с	1	2
239	зрения на	1	2
240	ясно что	8	2
241	общества в	1	2
242	есть не	1	2
243	бы нам	1	2
244	с этим	11	2
245	в жизни	3	2
246	но мы	1	2
247	следует искать	2	2
248	в этих	3	2
249	и при	6	2
250	в своей	1	2
251	в отношении	1	2
252	мы говорили	7	2
253	в которых	2	2
254	для всякого	1	2
255	в мире	6	2
256	при условии	2	2
257	важную роль	1	2
258	однако в	1	2
259	для каждого	1	2
260	ее с	1	2
261	в основе	2	2
262	о них	2	2
263	каждый из	3	2
264	это слово	1	2
265	за ними	3	2
266	конечно только	1	2
267	все то	2	2
268	не есть	2	2
269	из всего	1	2
270	здесь не	1	2
271	в дальнейшем	2	2
272	как с	1	2
273	из двух	2	2
274	быть может	1	2
275	и вообще	3	2
276	с ним	6	2
277	по своей	7	2
278	в значительной	1	2
279	к нему	2	2
280	конечно будет	1	2
281	видим что	1	2
282	в том	30	2
283	тот же	3	2
284	что он	7	2
285	как нечто	1	2
286	тот или	1	2
287	для всех	1	2
288	ведь если	1	2
289	не будут	2	2
290	для него	2	2
291	заметить что	1	2
292	тем что	1	2
293	даже и	1	2
294	а на	1	2
295	развития в	1	2
296	к которому	1	2
297	еще и	1	2
298	не было	2	2
299	зависит от	1	2
300	до конца	1	2
301	будет иметь	2	2
