N	3gram	Bakhtin_sl_1	Vladivir
1	о том что	1	7
2	в том что	1	7
3	в свое время	1	5
4	дело в том	1	4
5	то же время	12	4
6	в то же	12	4
7	более или менее	3	3
8	с другой стороны	4	3
9	не может быть	1	3
10	как мы уже	2	3
11	и в то	5	2
12	и в частности	1	2
13	не только в	2	2
14	в то время	2	2
15	во всяком случае	5	2
16	мы уже сказали	2	2
17	можно сказать что	1	2
18	тем не менее	1	2
19	для того чтобы	1	2
20	и т д	5	2
21	а не к	1	1
22	а следовательно и	1	1
23	да и в	1	1
24	но у него	1	1
25	и той же	1	1
26	в некотором отношении	1	1
27	и в особенности	4	1
28	во всем своем	1	1
29	вместе со своим	1	1
30	самом же деле	1	1
31	в одних случаях	1	1
32	и не может	2	1
33	бы то ни	1	1
34	с ним в	1	1
35	на самом же	1	1
36	в которой все	1	1
37	он никогда не	1	1
38	одно и то	2	1
39	то время как	2	1
40	кроме того и	1	1
41	если бы мы	1	1
42	но в то	4	1
43	то ни было	1	1
44	с одной стороны	4	1
45	что для нас	1	1
46	и то же	2	1
47	а также и	1	1
48	и в этом	2	1
49	в одной плоскости	1	1
50	и ничего не	1	1
51	так или иначе	1	1
52	так в начале	1	1
53	со всеми его	1	1
54	ту же тему	2	1
55	и в том	2	1
56	одной плоскости с	1	1
57	одной и той	1	1
58	и потому как	1	1
59	так и в	3	1
60	свою связь с	1	1
61	в свою очередь	2	1
62	у него есть	1	1
63	и все это	1	1
64	не только не	1	1
65	но и здесь	3	1
66	же время и	1	1
67	в известной степени	2	1
68	уже не только	1	1
69	но это не	1	1
70	к тому что	2	1
71	не было никакого	1	1
72	одно без другого	2	1
73	а с его	1	1
74	привело к тому	1	1
75	в этом отношении	1	1
