N	3gram	Vinokur_Ku_3	Marksizm
1	с точки зрения	16	20
2	не может быть	3	13
3	в самом деле	11	9
4	и не может	1	9
5	до сих пор	8	8
6	бы то ни	1	8
7	в связи с	4	7
8	и того же	2	5
9	одного и того	2	5
10	в отличие от	2	5
11	с другой стороны	3	5
12	этот вопрос мы	1	3
13	является не только	1	3
14	в этом случае	4	3
15	то же самое	1	3
16	на этот вопрос	1	3
17	может быть и	1	3
18	и тот же	2	3
19	все без исключения	1	3
20	один и тот	2	3
21	то же время	1	3
22	в первом случае	2	3
23	в ее целом	1	3
24	но все же	1	3
25	в то же	1	3
26	для того чтобы	11	3
27	в том что	8	3
28	тех пор пока	4	2
29	пр и пр	1	2
30	идет конечно не	1	2
31	в чем же	1	2
32	и той же	1	2
33	в том числе	2	2
34	в таком случае	2	2
35	сама по себе	2	2
36	можно было бы	10	2
37	и пр и	1	2
38	так же как	1	2
39	во всяком случае	1	2
40	смысле этого слова	2	2
41	не могут быть	2	2
42	лишь с точки	2	2
43	одной и той	1	2
44	по отношению к	2	2
45	совершенно независимо от	1	2
46	до тех пор	4	2
47	от того что	2	2
48	в свою очередь	1	2
49	и прежде всего	1	2
50	в этом смысле	1	2
51	самом деле ведь	1	2
52	тем не менее	9	2
53	точка зрения на	1	1
54	идет именно о	1	1
55	чуть ли не	1	1
56	прежде всего в	1	1
57	одним и тем	2	1
58	во-первых с точки	1	1
59	есть прежде всего	1	1
60	интересуют не столько	1	1
61	что же касается	1	1
62	в этом слове	1	1
63	в одной из	1	1
64	тот или иной	2	1
65	что язык есть	1	1
66	хотя бы и	1	1
67	внутри этой системы	1	1
68	но и в	1	1
69	точки зрения ее	1	1
70	это вовсе не	1	1
71	лишь в процессе	1	1
72	для нашей темы	1	1
73	с этой точки	1	1
74	мы были бы	1	1
75	ни в какой	2	1
76	ту или иную	1	1
77	если мы возьмем	1	1
78	правда часто в	1	1
79	было бы например	1	1
80	и тем же	2	1
81	с одной стороны	4	1
82	не зависит от	1	1
83	так как они	1	1
84	нас интересуют не	1	1
85	по природе своей	1	1
86	является слово в	1	1
87	это не значит	1	1
88	не должна быть	1	1
89	а в том	1	1
90	в целом ряде	1	1
91	язык никогда не	1	1
92	тем что в	1	1
93	в двух направлениях	2	1
94	именно в том	1	1
95	принципиальной точки зрения	1	1
96	языка как мы	1	1
97	более или менее	2	1
98	в русском языке	2	1
99	из этих форм	1	1
100	вовсе не в	1	1
101	от того как	2	1
102	так и в	3	1
103	он не знает	1	1
104	само по себе	1	1
105	этой точки зрения	1	1
106	с тем что	1	1
107	и в самом	4	1
108	не только не	1	1
109	не только в	3	1
110	выходит за пределы	1	1
111	как он является	1	1
112	не выходит за	1	1
113	как мы видим	1	1
114	в данном отношении	1	1
115	друг от друга	1	1
116	что в процессе	1	1
117	конечно не об	1	1
118	имеется в виду	1	1
119	к тому что	1	1
120	при правильном понимании	1	1
121	между словом и	1	1
122	как самостоятельная и	1	1
123	на самом деле	3	1
124	дело и в	1	1
125	имеются в виду	1	1
126	конечно далеко не	1	1
127	как мы видели	2	1
128	той или иной	5	1
129	и вопрос о	1	1
