N	3gram	Losev_Prob_3	FransuaR
1	в то же	4	8
2	в конце концов	3	4
3	это и есть	1	3
4	с другой стороны	5	3
5	для того чтобы	1	3
6	таким образом и	1	3
7	таким образом в	1	3
8	более или менее	1	3
9	но и в	2	3
10	о том что	3	2
11	то есть о	1	2
12	с одной стороны	1	2
13	то есть в	3	2
14	как мы видели	2	2
15	в то время	4	2
16	на самом же	4	2
17	не только в	2	2
18	имеется в виду	4	2
19	самом же деле	4	2
20	с точки зрения	2	2
21	буквально так как	1	1
22	литературы и искусства	2	1
23	таким образом что	1	1
24	узком смысле слова	1	1
25	так и в	1	1
26	в этом длинном	1	1
27	и в тех	1	1
28	новую жизнь и	1	1
29	сказать что и	1	1
30	как мы сказали	1	1
31	тем что он	1	1
32	мы можем перейти	1	1
33	можно сказать что	2	1
34	превратить его в	1	1
35	тех или иных	4	1
36	если бы он	1	1
37	может быть и	3	1
38	до сих пор	2	1
39	к тому же	1	1
40	на первый план	2	1
41	того же типа	2	1
42	в той же	1	1
43	что и в	3	1
44	смысле этого слова	1	1
45	содержащий в себе	1	1
46	мы находим и	1	1
47	так же и	1	1
48	это один и	1	1
49	в том что	9	1
50	но в его	1	1
51	точки зрения на	1	1
52	то же самое	7	1
53	в чем не	2	1
54	и то же	4	1
55	на первый взгляд	2	1
56	на самом деле	2	1
57	само собой разумеется	1	1
58	и то что	7	1
59	одно и то	3	1
60	и все его	1	1
61	в нашем смысле	2	1
62	ни в чем	2	1
63	и дает нам	1	1
64	но это конечно	1	1
65	в связи с	7	1
66	одного и того	1	1
67	он вовсе не	1	1
68	говорить о том	1	1
69	и как бы	2	1
70	и не столь	1	1
71	хотя может быть	1	1
72	на этот раз	3	1
73	конечно и не	1	1
74	далеко не все	1	1
75	все же не	1	1
76	и вовсе не	4	1
77	быть и не	1	1
78	здесь перед нами	2	1
79	но это не	1	1
80	так как она	1	1
81	дело в том	3	1
82	то время как	4	1
83	даже и в	2	1
84	в отличие от	2	1
85	и в литературе	1	1
86	это не значит	1	1
87	но даже и	4	1
88	в данном случае	7	1
89	и того же	1	1
90	и все они	1	1
91	реализме и у	1	1
92	но в этой	1	1
93	не может быть	5	1
