N	3gram	Vygotskiy__7	Problema
1	по отношению к	5	19
2	не может быть	4	11
3	с точки зрения	21	6
4	в отличие от	2	5
5	в высшей степени	1	5
6	в большинстве случаев	2	5
7	имеет дело с	1	4
8	только по отношению	1	4
9	в данном случае	5	4
10	с другой стороны	1	4
11	в конечном счете	2	4
12	на самом деле	2	3
13	в самом деле	4	3
14	в этом смысле	1	3
15	можно было бы	1	3
16	с одной стороны	5	3
17	как мы увидим	1	3
18	в том что	13	3
19	в то же	1	3
20	тем не менее	3	3
21	можно сказать что	3	2
22	в какой мере	2	2
23	как и для	1	2
24	имеет место в	1	2
25	том же самом	1	2
26	то же самое	5	2
27	в том же	1	2
28	и во всех	1	2
29	и не может	1	2
30	в лучшем случае	2	2
31	можно говорить и	1	2
32	не только в	1	2
33	не могут быть	1	2
34	мы имеем дело	1	2
35	никогда не может	1	2
36	не совпадает с	3	2
37	может и не	1	2
38	в нашем примере	1	2
39	так и в	1	2
40	точки зрения самого	2	2
41	и тем самым	4	2
42	той или иной	1	2
43	говорить и о	1	2
44	для того чтобы	18	2
45	в этом отношении	3	2
46	одна из важнейших	1	1
47	что иное как	1	1
48	тем что оно	2	1
49	в свою очередь	2	1
50	так например в	1	1
51	подобно тому как	1	1
52	также и в	1	1
53	в том и	3	1
54	в частности для	1	1
55	одной стороны и	3	1
56	по своему значению	2	1
57	то что является	1	1
58	и следовательно не	1	1
59	которое как мы	1	1
60	стороны слова в	1	1
61	а следовательно и	1	1
62	до сих пор	3	1
63	к его значению	1	1
64	от одного к	1	1
65	и в современной	1	1
66	вследствие того что	1	1
67	на самом же	1	1
68	по аналогии с	1	1
69	имеют в виду	1	1
70	ни в какой	2	1
71	на то что	4	1
72	в одинаковой степени	2	1
73	не возникает и	1	1
74	несмотря на то	1	1
75	может быть понят	1	1
76	в равной мере	1	1
77	то время как	2	1
78	его связь с	1	1
79	совершенно особым образом	1	1
80	не что иное	1	1
81	если бы мы	1	1
82	точки зрения с	1	1
83	смысле этого слова	3	1
84	имеют все же	1	1
85	и должно быть	1	1
86	и в этом	1	1
87	по сравнению с	7	1
88	по отношению ко	1	1
89	как мы показали	2	1
90	и его значение	2	1
91	это имеет место	1	1
92	который мог бы	1	1
93	и ничего не	1	1
94	если бы все	2	1
95	в этом направлении	1	1
96	о которых мы	2	1
97	самом же деле	1	1
98	а из других	1	1
99	не чем иным	2	1
100	не может возникнуть	1	1
101	все они в	1	1
102	есть не что	1	1
103	таким образом в	2	1
104	одного к другому	1	1
105	чем иным как	2	1
106	в то время	2	1
107	но оно может	1	1
108	это и есть	1	1
109	скажем только что	1	1
110	дело идет о	1	1
111	к выводу что	2	1
112	прежде всего оно	1	1
113	к слову как	1	1
114	как мы уже	1	1
115	к тому что	6	1
116	в первом случае	3	1
117	как такового и	1	1
118	она не может	1	1
119	как и в	3	1
120	о чем говорится	4	1
