N	3gram	Bakhtin_Fr_2	Literetu
1	то же время	6	7
2	в то же	6	7
3	в этом отношении	3	5
4	по отношению к	1	4
5	с одной стороны	3	4
6	о том что	3	4
7	в том что	1	4
8	с точки зрения	5	3
9	не может быть	4	3
10	подобно тому как	2	2
11	одной стороны и	1	2
12	но и в	4	2
13	в том чтобы	1	2
14	не только в	5	2
15	с другой стороны	3	2
16	а и в	1	2
17	на то что	1	2
18	в другом месте	2	1
19	а затем и	1	1
20	на самом деле	1	1
21	и там где	1	1
22	целом ряде других	1	1
23	же время в	1	1
24	в первую очередь	1	1
25	во второй половине	1	1
26	в себе и	2	1
27	то что в	1	1
28	одно из наиболее	1	1
29	именно в этом	1	1
30	в значительной степени	2	1
31	в жизни так	1	1
32	содержит в себе	2	1
33	то что для	2	1
34	и в целом	1	1
35	в xix веке	3	1
36	в целом ряде	1	1
37	но не только	1	1
38	для того чтобы	1	1
39	и не становится	1	1
40	и вот в	1	1
41	начало и конец	1	1
42	не только не	1	1
43	книге о рабле	1	1
44	это как бы	1	1
45	во всех других	2	1
