N	2gram	Losev_Vesc_1	KulturaY
1	и т	19	39
2	потому что	16	25
3	и в	21	23
4	т е	55	22
5	не только	36	20
6	в том	8	19
7	в этом	4	18
8	и не	29	16
9	было бы	14	15
10	так как	7	15
11	может быть	16	15
12	т д	19	14
13	точки зрения	5	14
14	все эти	3	12
15	если бы	5	12
16	у нас	7	12
17	в самом	9	12
18	но в	5	11
19	том что	8	11
20	того чтобы	3	11
21	по себе	13	10
22	в языке	1	10
23	а не	19	10
24	что в	9	10
25	самом деле	4	9
26	вопрос о	1	9
27	в сущности	4	9
28	хотя бы	6	9
29	то что	27	9
30	можно было	2	9
31	вовсе не	10	9
32	для того	2	9
33	не может	17	9
34	только потому	1	8
35	с точки	3	8
36	не в	5	8
37	и что	15	8
38	в качестве	1	8
39	уже не	9	8
40	прежде всего	9	8
41	с другой	6	8
42	и пр	6	8
43	что это	13	7
44	все же	4	7
45	в силу	3	7
46	и с	8	7
47	не менее	3	7
48	но и	18	7
49	другой стороны	2	7
50	то же	6	6
51	но не	5	6
52	в этой	3	6
53	да и	3	6
54	это не	5	6
55	тем не	3	6
56	по крайней	4	6
57	ту же	2	6
58	крайней мере	4	6
59	этот вопрос	1	6
60	вопроса о	1	6
61	слова в	2	6
62	что не	5	6
63	что мы	14	6
64	и то	10	5
65	также и	6	5
66	мы имеем	7	5
67	я не	4	5
68	зависимости от	1	5
69	еще не	8	5
70	должна быть	4	5
71	по существу	2	5
72	и вот	2	5
73	что все	2	5
74	об этом	3	5
75	и тем	3	5
76	несмотря на	1	5
77	и здесь	4	5
78	ясно что	8	5
79	приводит к	1	5
80	в его	2	5
81	один из	3	5
82	тот же	3	5
83	что он	1	5
84	только в	14	5
85	должен быть	2	5
86	всяком случае	2	5
87	само по	1	5
88	вместе с	1	5
89	как это	2	5
90	что же	8	5
91	слова и	5	5
92	все это	5	5
93	таким образом	8	5
94	во всяком	3	5
95	в зависимости	1	4
96	говорить о	6	4
97	что я	24	4
98	в данном	5	4
99	со стороны	5	4
100	отнюдь не	5	4
101	однако не	2	4
102	перед нами	2	4
103	хотя и	4	4
104	бы и	5	4
105	если мы	8	4
106	на то	4	4
107	в нем	2	4
108	так и	3	4
109	на этой	1	4
110	должно быть	6	4
111	можно ли	7	4
112	в то	3	4
113	но только	3	4
114	ничего не	3	4
115	что на	2	4
116	к тому	3	4
117	и о	3	4
118	в пределах	1	4
119	от того	3	4
120	или в	2	4
121	могут быть	1	4
122	можно сказать	6	4
123	кто в	1	4
124	для нас	2	4
125	в нашей	1	4
126	мы знаем	1	4
127	ни в	1	4
128	в конце	2	4
129	в особенности	1	4
130	не было	1	4
131	как бы	12	4
132	в результате	3	4
133	сказать что	17	4
134	была бы	2	4
135	к этому	1	4
136	так же	1	4
137	в сфере	4	3
138	того же	5	3
139	это и	6	3
140	что когда	1	3
141	как не	1	3
