1	в то же время	3	5
2	состоит в том что	1	4
3	одно и то же	1	3
4	и не могло быть	1	2
5	одного и того же	2	2
6	отделен от своей судьбы	1	1
7	нами не как объекты	1	1
8	связаны с языком ставят	1	1
9	они едины судьба выражает	1	1
10	ни к чему не	1	1
11	изменить ничего нельзя не	1	1
12	мы имеем дело не	1	1
13	не было и не	1	1
14	л.с выготским и н.и	1	1
15	не выбирают а по	1	1
16	ставят перед ним определенные	1	1
17	любопытное занимательное неожиданное маловероятное	1	1
18	и в то же	1	1
19	в их отношении к	1	1
20	произведения по своим коммуникативным	1	1
21	собой исторически продуктивный тип	1	1
22	судьбы они едины судьба	1	1
23	по своим коммуникативным параметрам	1	1
24	отношении к предмету речи	1	1
25	смешное но обязательно курьезное	1	1
26	в том случае если	1	1
27	нечто смешное но обязательно	1	1
28	жанровой схемы и в	1	1
29	в том или ином	1	1
30	гегель именовал веком героев	1	1
31	высказывания жанр в свою	1	1
32	и в форме индивидуального	1	1
33	задания реализуют в нем	1	1
34	языком ставят перед ним	1	1
35	выбора осуществляется или преступается	1	1
36	было и не могло	1	1
37	в евгении онегине но	1	1
38	занимательное неожиданное маловероятное беспрецедентное	1	1
39	поступки только раскрывают содержание	1	1
40	не отделен от своей	1	1
41	судьбы а некий нравственный	1	1
42	не несет в себе	1	1
43	индивида и его поступки	1	1
44	зависит от жанра высказывания	1	1
45	а по своей природе	1	1
46	определяется предметом целью и	3	1
47	нравственный закон собственно и	1	1
48	произведение искусства не сводится	1	1
49	представляет собой исторически продуктивный	1	1
50	когда мы строим свою	1	1
51	исторически продуктивный тип высказывания	1	1
52	заключается в том что	1	1
53	ничего нельзя не сделав	1	1
54	целое нашего высказывания и	1	1
55	существенно связаны с языком	1	1
56	внеязыковое и потому нейтральное	1	1
57	схемы и в форме	1	1
58	непреложный и неоспоримый круговорот	1	1
59	и в форме определенной	1	1
60	и составляющий морализаторскую премудрость	1	1
61	его поступки только раскрывают	1	1
62	своей природе суть то	1	1
63	но как субъекты этического	1	1
64	потому нейтральное к языку	1	1
65	от жанра высказывания жанр	1	1
66	притче о блудном сыне	1	1
67	преступается не предначертанность судьбы	1	1
68	а некий нравственный закон	1	1
69	прибавить ни убавить ни	1	1
70	литературного произведения по своим	1	1
71	ни прибавить ни убавить	2	1
72	курьезное любопытное занимательное неожиданное	1	1
73	с языком ставят перед	1	1
74	нашего высказывания и в	1	1
75	в свою очередь определяется	2	1
76	то что они хотят	1	1
77	нельзя не сделав хуже	1	1
78	определенные задания реализуют в	1	1
79	моделью причастности к общему	1	1
80	едины судьба выражает внеличную	1	1
81	когда ни прибавить ни	1	1
82	не предначертанность судьбы а	1	1
83	сторону индивида и его	1	1
84	от своей судьбы они	1	1
85	причастности к общему миропорядку	1	1
86	далеко не сводится к	1	1
87	реализуют в нем определенные	1	1
88	своей судьбы они едины	1	1
89	судьба выражает внеличную сторону	1	1
90	форме определенной жанровой схемы	1	1
91	перед нами не как	1	1
92	предметом целью и ситуацией	3	1
93	фатально непреложный и неоспоримый	1	1
94	кто говорит и кому	1	1
95	параметрам сродни любому иному	1	1
96	предносится целое нашего высказывания	1	1
97	определенной жанровой схемы и	1	1
98	картина мира которая своей	1	1
99	рода взаимная условленность конвенциональность	1	1
100	то же время они	1	1
101	но обязательно курьезное любопытное	1	1
102	по своей коммуникативной природе	1	1
103	очередь определяется предметом целью	2	1
104	обязательно курьезное любопытное занимательное	1	1
105	мы строим свою речь	1	1
106	свою очередь определяется предметом	2	1
107	в форме определенной жанровой	1	1
108	ним определенные задания реализуют	1	1
109	некий нравственный закон собственно	1	1
110	акте выбора осуществляется или	1	1
111	взаимная условленность конвенциональность общения	1	1
112	суть то что они	1	1
113	форме индивидуального речевого замысла	1	1
114	жанр в свою очередь	1	1
115	ни изменить ничего нельзя	1	1
116	мира вокруг я героя	1	1
117	и его поступки только	1	1
118	в том что он	1	1
119	только раскрывают содержание судьбы	1	1
120	мира которая своей карнавальной	1	1
121	в форме индивидуального речевого	1	1
122	можно даже сказать что	1	1
123	известного рода взаимная условленность	1	1
124	предначертанность судьбы а некий	1	1
125	персонажи не выбирают а	1	1
126	выбирают а по своей	1	1
127	коммуникативную стратегию эстетического по	1	1
128	составляющий морализаторскую премудрость притчевого	1	1
129	жанра высказывания жанр в	1	1
130	коммуникативным параметрам сродни любому	1	1
131	ни убавить ни изменить	1	1
132	по своей природе суть	1	1
133	выражает внеличную сторону индивида	1	1
134	в акте выбора осуществляется	1	1
135	своим коммуникативным параметрам сродни	1	1
136	субъекта объекта и адресата	1	1
137	морализаторскую премудрость притчевого назидания	1	1
138	здесь действующие лица по	1	1
139	как субъекты этического выбора	1	1
140	нам всегда предносится целое	1	1
141	продуктивный тип высказывания реализующий	1	1
142	говорит и кому говорят	1	1
143	персонажем в акте выбора	1	1
144	убавить ни изменить ничего	1	1
145	культуры в самом общем	1	1
146	это известного рода взаимная	1	1
147	жанр это известного рода	1	1
148	сочинение литературного произведения по	1	1
149	поведение двух сыновей в	1	1
150	в самом общем виде	2	1
151	или преступается не предначертанность	1	1
152	внеличную сторону индивида и	1	1
153	предстают перед нами не	1	1
154	осуществляется или преступается не	1	1
155	целью и ситуацией высказывания	3	1
156	и потому нейтральное к	1	1
157	занять уготованной ему позиции	1	1
158	они хотят и свершают	1	1
159	перед ним определенные задания	1	1
160	природе суть то что	1	1
161	что они хотят и	1	1
162	закон собственно и составляющий	1	1
163	в том числе и	2	1
164	выготским и н.и жинкиным	1	1
165	мы имеем дело с	1	1
166	высказывания и в форме	1	1
167	том что он не	1	1
