N	4gram	Tiupa_Teor_1	Problema
1	не что иное как	1	4
2	есть не что иное	1	4
3	одно и то же	1	3
4	бы то ни было	1	3
5	заключается в том что	1	2
6	в том или ином	1	2
7	той или иной мере	1	2
8	чего бы то ни	1	2
9	в той или иной	1	2
10	дело в том что	1	2
11	узком значении этого слова	1	1
12	в данном случае совершенно	1	1
13	в войне и мире	2	1
14	дело не в самом	1	1
15	не может быть и	1	1
16	одного и того же	3	1
17	том или ином отношении	1	1
18	еще и потому что	1	1
19	данном случае совершенно не	1	1
20	в узком значении этого	1	1
21	и того же типа	1	1
22	никак не может быть	1	1
