N	2gram	Bakhtin_Pr_2	Mirosoze
1	у достоевского	14	42
2	может быть	18	30
3	не только	16	29
4	и в	45	28
5	не может	24	28
6	но и	15	25
7	а не	10	25
8	он не	9	24
9	о человеке	1	23
10	в этом	20	20
11	достоевского есть	1	19
12	не было	2	18
13	у него	6	17
14	не в	8	16
15	потому что	8	16
16	в ней	7	15
17	в своей	6	15
18	переходит в	2	15
19	человека и	2	14
20	и есть	1	14
21	никогда не	17	14
22	до конца	7	14
23	творчество достоевского	1	13
24	человека в	5	13
25	в нем	20	13
26	и он	3	12
27	в самом	13	11
28	для него	9	11
29	и не	42	11
30	из подполья	4	10
31	в своем	5	10
32	в творчестве	1	10
33	человек не	1	10
34	было бы	4	10
35	достоевского и	2	10
36	что в	6	10
37	свободы и	1	10
38	в мире	3	10
39	прежде всего	11	10
40	что он	7	10
41	был бы	1	10
42	и потому	6	10
43	и все	1	10
44	достоевского в	4	9
45	достоевский был	1	9
46	но он	1	9
47	и его	8	9
48	не есть	2	9
49	в его	22	9
50	к человеку	1	9
51	человек в	3	9
52	к достоевскому	3	8
53	в котором	7	8
54	иван карамазов	1	8
55	но не	6	8
56	в человеке	10	8
57	ивана карамазова	4	7
58	не был	2	7
59	менее всего	1	7
60	но в	6	7
61	в себе	5	7
62	в конце	4	7
63	в самой	3	7
64	к нему	11	7
65	того что	3	7
66	о достоевском	1	7
67	образ человека	2	7
68	должна быть	3	6
69	и на	7	6
70	он сам	6	6
71	в которой	2	6
72	лишь в	2	6
73	в этой	1	6
74	ведет к	2	6
75	достоевский не	3	6
76	все в	1	6
77	только в	9	6
78	он уже	2	6
79	вместе с	1	6
80	все это	5	6
81	в том	8	6
82	великом инквизиторе	1	5
83	нет и	3	5
84	от нее	1	5
85	это не	3	5
86	в самую	2	5
87	как и	14	5
88	достоевского нет	1	5
89	достоевский с	1	5
90	если нет	2	5
91	что есть	1	5
92	достоевский в	5	5
93	записок из	1	5
94	у нас	2	5
95	не могут	1	5
96	человека на	1	5
97	то что	5	5
98	и человека	1	5
99	мира и	1	5
100	для достоевского	4	5
101	отношения к	2	4
102	это и	1	4
103	есть не	1	4
104	xix века	1	4
105	отношение к	8	4
106	за пределы	5	4
107	достоевского не	8	4
108	его романы	1	4
109	не как	6	4
110	и по	2	4
111	в них	4	4
112	в этих	4	4
113	точки зрения	19	4
114	в их	4	4
115	в которых	1	4
116	она не	5	4
117	достоевского все	1	4
118	что и	5	4
119	один из	2	4
120	герои достоевского	2	4
121	уже не	6	4
122	уже в	4	4
123	ни с	2	4
124	творчестве достоевского	1	4
125	а в	3	4
126	тем что	2	4
127	всю жизнь	1	4
128	и там	1	4
129	от него	3	4
130	не знает	4	4
131	вряд ли	1	3
132	его не	1	3
133	преступления и	1	3
134	не была	1	3
135	не знают	2	3
136	с его	8	3
137	с этим	1	3
138	этого мира	2	3
139	бы и	3	3
140	в братьях	2	3
141	идей и	1	3
142	вера в	1	3
143	и еще	1	3
144	на том	1	3
145	и вот	2	3
146	на этом	1	3
147	и с	7	3
148	то есть	50	3
149	его в	3	3
150	его личности	2	3
151	в жизни	3	3
152	для них	3	3
153	достоевский и	1	3
154	мир в	2	3
155	достоевского но	3	3
156	том что	7	3
157	но если	1	3
158	не имеет	3	3
159	ничего не	3	3
160	в момент	3	3
161	к тому	1	3
162	сам достоевский	2	3
163	в ее	3	3
164	только и	1	3
165	они ищут	1	3
166	все его	3	3
167	в него	1	3
168	это очень	2	3
169	себя в	2	3
170	конечно не	6	3
171	одно из	1	3
172	не так	2	3
173	и их	6	3
174	так как	5	3
175	братьях карамазовых	2	3
176	что человек	1	3
177	человека а	1	3
178	себя и	2	3
179	о себе	3	3
180	ко всем	2	3
181	в мир	1	3
182	должно быть	4	3
183	от человека	1	3
184	потому не	1	3
185	хотя бы	5	3
186	в свете	1	3
187	в иной	1	3
188	есть и	3	3
189	на своем	1	3
190	одним из	3	2
191	связана с	1	2
192	не остается	1	2
193	нему все	1	2
194	не хочет	1	2
195	человека достоевский	1	2
196	высшей степени	1	2
197	а как	4	2
198	мир не	1	2
199	творческого пути	2	2
200	достоевского мы	1	2
201	время как	1	2
202	в виду	2	2
203	достоевскому и	1	2
204	литературы и	1	2
205	в преступлении	2	2
206	не все	1	2
207	по отношению	8	2
208	достоевский прежде	2	2
209	относится к	2	2
210	в истории	2	2
211	в центре	1	2
212	как в	4	2
213	все же	4	2
214	есть что-то	1	2
215	определяющее значение	1	2
216	и как	2	2
217	героев достоевского	4	2
218	и к	2	2
219	от этого	1	2
220	идеи но	3	2
221	за собой	2	2
222	по достоевскому	3	2
223	и у	2	2
224	он в	1	2
225	все эти	4	2
226	бы не	3	2
227	приводит к	1	2
228	с их	4	2
229	только один	1	2
230	к учению	1	2
231	вообще не	1	2
232	как он	4	2
233	если бы	2	2
234	он ни	1	2
235	к миру	1	2
236	не значит	2	2
237	своей записной	1	2
238	людей и	2	2
239	его романах	4	2
