N	3gram	Vygotskiy__6	StatiiOP
1	в том что	19	17
2	для того чтобы	8	10
3	с точки зрения	10	8
4	можно было бы	5	8
5	до сих пор	3	7
6	в этом отношении	3	7
7	на самом деле	1	6
8	в данном случае	1	6
9	с другой стороны	2	6
10	в самом деле	1	5
11	в этой области	2	5
12	не может быть	2	5
13	не только в	1	4
14	что и в	1	4
15	на то что	4	4
16	том что в	1	3
17	по отношению к	10	3
18	только в том	1	3
19	так же как	6	3
20	и в этом	1	3
21	это не значит	1	3
22	заключается в том	5	3
23	ничего общего с	1	3
24	и в и	1	3
25	не значит что	1	3
26	в том числе	1	2
27	в этом случае	2	2
28	тому что в	1	2
29	в наших глазах	1	2
30	в первую очередь	3	2
31	и то что	2	2
32	том числе и	1	2
33	но с другой	1	2
34	в равной мере	1	2
35	то обстоятельство что	1	2
36	как раз в	2	2
37	с одной стороны	1	2
38	в то время	6	2
39	во втором случае	2	2
40	имеем дело с	1	2
41	то что в	1	2
42	он должен был	1	2
43	на этот раз	1	2
44	вопрос о том	1	2
45	в том смысле	2	2
46	тем не менее	1	2
47	во всех трех	1	2
48	как и в	1	2
49	для нас более	1	1
50	себе отчета в	1	1
51	потому что он	4	1
52	речи в этом	1	1
53	не может не	1	1
54	той или иной	1	1
55	является не менее	1	1
56	в которой он	1	1
57	если таким образом	1	1
58	с которыми мы	1	1
59	она исходит из	1	1
60	в настоящее время	1	1
61	выйти за пределы	1	1
62	в этом смысле	2	1
63	в том и	1	1
64	в том же	2	1
65	же как и	1	1
66	в лучшем случае	1	1
67	в зависимости от	5	1
68	является то что	1	1
69	сами по себе	1	1
70	что он не	1	1
71	каждой из этих	2	1
72	только то что	2	1
73	точно так же	1	1
74	на этот вопрос	2	1
75	раз в этой	1	1
76	не отдает себе	1	1
77	было бы совершенно	1	1
78	как увидим ниже	2	1
79	этот вопрос можно	1	1
80	о том как	1	1
81	что в момент	1	1
82	то время как	5	1
83	тот факт что	1	1
84	что то что	2	1
85	содержит в себе	1	1
86	которая кстати сказать	1	1
87	только и могут	1	1
88	не являются чем-то	1	1
89	то что она	1	1
90	ясно что при	1	1
91	ответ на вопрос	1	1
92	самом деле не	1	1
93	с величайшим трудом	1	1
94	и в отношении	1	1
95	и по отношению	1	1
96	в разной мере	1	1
97	то что он	2	1
98	ту мысль что	1	1
99	могут быть установлены	1	1
100	и без всяких	1	1
101	отчета в том	1	1
102	надо сказать что	1	1
103	из того же	1	1
104	том смысле что	2	1
105	может быть общим	1	1
106	смысле этого слова	1	1
107	с того что	2	1
108	в котором он	1	1
109	и не может	2	1
110	а не на	1	1
111	что в своем	1	1
112	друг от друга	1	1
113	этой области не	1	1
114	после того как	1	1
115	что мы снова	1	1
116	к тому что	7	1
117	так что в	1	1
118	если бы оно	2	1
119	так как по	1	1
120	тем обстоятельством что	1	1
121	и могут быть	1	1
122	внимание на то	1	1
123	мы имеем дело	2	1
124	в конце концов	1	1
