N	3gram	Voloshinov_1	Psycholo
1	для того чтобы	1	19
2	в том что	4	12
3	все то что	2	11
4	о том что	1	10
5	в самом деле	5	7
6	на самом деле	2	5
7	с самого начала	5	5
8	и может быть	2	4
9	с точки зрения	10	4
10	что он не	1	4
11	мы никогда не	1	3
12	том что он	2	3
13	к тому чтобы	3	3
14	то что он	1	3
15	во всяком случае	3	3
16	то что мы	1	3
17	это и есть	1	3
18	до сих пор	3	3
19	с одной стороны	1	3
20	таким образом что	1	2
21	все тот же	2	2
22	сводится к тому	1	2
23	как это делает	1	2
24	сам по себе	2	2
25	с ним в	1	2
26	во всех этих	1	2
27	мы все время	1	2
28	и той же	1	2
29	таким образом в	1	2
30	в то время	1	2
31	может быть это	1	2
32	что это не	1	2
33	одной и той	1	2
34	если мы будем	1	2
35	мы уже знаем	2	2
36	и т д	1	2
37	же заметим что	1	1
38	мы знаем что	3	1
39	что он умер	1	1
40	никогда не поймем	1	1
41	или хотя бы	1	1
42	все отдельные моменты	1	1
43	что будто бы	1	1
44	том что это	1	1
45	по отношению к	9	1
46	равно как и	1	1
47	мы должны перейти	1	1
48	бы он не	1	1
49	сейчас же заметим	1	1
50	или во всяком	1	1
51	мы не можем	1	1
52	из него все	1	1
53	на две группы	2	1
54	в таком случае	2	1
55	мы должны признать	1	1
56	бы то ни	1	1
57	при этом мы	1	1
58	что все эти	3	1
59	не было бы	1	1
60	только то что	2	1
61	из того что	1	1
62	и таким образом	1	1
63	то же время	5	1
64	и не может	1	1
65	на этот вопрос	1	1
66	со всех сторон	1	1
67	я не сомневаюсь	1	1
68	но вместо этого	1	1
69	то что может	1	1
70	и вот это	1	1
71	до конца и	1	1
72	в каком случае	1	1
73	на первый взгляд	1	1
74	в которой мы	1	1
75	не сомневаюсь что	1	1
76	а также и	1	1
77	что говорит нам	1	1
78	если мы проследим	1	1
79	а с другой	1	1
80	этой цели и	1	1
81	в свою очередь	1	1
82	дело в том	1	1
83	однако и эта	1	1
84	что все те	1	1
85	мы знаем о	1	1
86	в целом ряде	1	1
87	как бы в	1	1
88	а может быть	1	1
89	оно может быть	1	1
90	мы имели дело	1	1
91	при этом как	1	1
92	мы сейчас же	1	1
93	ни в каком	1	1
94	вместе с ним	1	1
95	не может быть	3	1
96	то обстоятельство что	1	1
97	только одна из	1	1
98	и о которых	1	1
99	ни в какой	1	1
100	ничего общего с	1	1
101	не может его	1	1
102	в конечном счете	1	1
103	можно сказать что	3	1
104	к матери и	2	1
105	и есть та	1	1
106	каком случае нельзя	1	1
107	в то же	5	1
108	как мы уже	4	1
109	это как бы	2	1
110	в каком направлении	1	1
111	и поступки и	1	1
112	быть не может	1	1
113	в душе человека	4	1
114	говорит нам о	1	1
115	мы увидим что	4	1
116	в жизни и	1	1
117	она не может	1	1
118	в глубине души	1	1
119	нам кажется что	1	1
