N	2gram	Medvedev_V_1	Dialekti
1	и не	19	30
2	по себе	2	25
3	т е	18	25
4	и т	23	21
5	т д	14	19
6	и в	26	18
7	точки зрения	3	17
8	может быть	22	17
9	и есть	5	16
10	в нем	6	16
11	ни в	1	15
12	не имеет	1	15
13	потому что	1	14
14	значит что	2	14
15	а не	7	14
16	не только	25	13
17	и даже	2	13
18	то что	6	13
19	что в	10	13
20	в этом	26	12
21	было бы	7	12
22	если бы	3	12
23	и что	1	12
24	не может	17	12
25	в себе	6	11
26	что он	4	11
27	как бы	5	11
28	это значит	1	11
29	все это	10	11
30	то же	10	10
31	несмотря на	1	10
32	что такое	2	10
33	прежде всего	13	10
34	сказать что	5	10
35	и то	1	9
36	отнюдь не	3	9
37	так и	5	9
38	это не	7	9
39	том что	8	9
40	никогда не	4	9
41	в том	15	9
42	сама по	1	8
43	но это	1	8
44	в каком	1	8
45	совершенно не	1	8
46	также и	2	7
47	и как	3	7
48	то в	1	7
49	что она	2	7
50	что не	3	7
51	той или	1	7
52	вовсе не	3	7
53	но и	10	7
54	сам по	1	6
55	его не	3	6
56	хотя бы	19	6
57	в чем	2	6
58	но в	2	6
59	с другой	11	6
60	не в	6	6
61	она не	3	6
62	в то	6	6
63	с ним	1	6
64	никак не	1	6
65	можно сказать	4	6
66	не было	7	6
67	да и	1	6
68	и внешнего	1	6
69	и ни	1	6
70	говорить о	2	5
71	и он	2	5
72	отношение к	1	5
73	общего с	1	5
74	в своем	8	5
75	все же	5	5
76	в противоположность	3	5
77	на то	1	5
78	идеи и	6	5
79	что оно	3	5
80	в этих	1	5
81	в виду	4	5
82	в дальнейшем	1	5
83	можно было	2	5
84	как же	1	5
85	он сам	2	5
86	в особенности	2	5
87	говорит о	7	5
88	есть и	1	5
89	а в	3	5
90	это и	6	4
91	мы говорим	1	4
92	то это	2	4
93	как он	2	4
94	одно и	1	4
95	об этом	9	4
96	по крайней	2	4
97	что эта	1	4
98	к чувственному	1	4
99	у пушкина	2	4
100	это мы	3	4
101	же время	5	4
102	не о	2	4
103	к ней	1	4
104	к тому	4	4
105	ничего общего	1	4
106	как мы	1	4
107	только то	2	4
108	о том	10	4
109	от него	1	4
110	крайней мере	2	4
111	быть и	1	4
112	мы видим	1	4
113	но не	2	4
114	в котором	3	4
115	в конце	3	4
116	как раз	3	4
117	больше того	1	4
118	в схеме	1	4
119	как это	12	4
120	хотя и	2	4
121	собственно говоря	1	4
122	так же	3	4
123	другой стороны	8	4
124	во всяком	1	4
125	самом деле	1	3
126	действительности и	7	3
127	но она	1	3
128	в ней	2	3
129	а только	1	3
130	если в	2	3
131	или иное	1	3
132	что они	3	3
133	стороны и	2	3
134	то или	1	3
135	говорит что	1	3
136	более или	6	3
137	конечно не	1	3
138	в самом	4	3
139	он не	2	3
140	всех этих	2	3
141	и еще	1	3
142	не значит	1	3
143	из сферы	1	3
144	то как	1	3
145	что ни	2	3
146	этом смысле	1	3
147	в них	4	3
148	должно быть	2	3
149	или менее	6	3
150	имеет ничего	1	3
151	в их	5	3
152	и значит	2	3
153	друг другу	1	3
154	даже в	5	3
155	тому что	6	3
156	вплоть до	2	3
157	на себе	1	3
158	в основе	1	3
159	иметь в	2	3
160	но только	1	3
161	та или	1	3
162	в науке	2	3
163	или иная	1	3
164	в сознании	4	3
165	только с	2	3
166	ли это	2	3
167	могут быть	5	3
168	утверждать что	4	3
169	жизнь и	1	3
170	чтобы понять	1	3
171	и та	1	3
172	что и	3	3
173	может иметь	1	3
174	один из	5	3
175	но с	2	3
176	только в	7	3
177	очень много	1	3
178	только на	1	3
179	но что	1	3
180	даже и	3	3
181	или иной	2	3
182	даже не	2	3
183	и из	1	3
184	еще и	2	3
185	что для	3	3
186	и потому	2	3
187	в данном	1	3
188	в его	14	3
189	не является	5	3
190	идею и	1	3
191	и все	1	3
192	у них	2	3
193	бы в	3	3
194	еще более	1	3
195	и смысл	1	3
196	конце концов	2	3
197	только что	4	3
198	но вот	1	3
199	состоит из	1	3
200	религии и	1	3
201	жизни и	3	3
202	можно говорить	1	2
203	говоря о	1	2
204	же как	2	2
205	чтобы не	2	2
206	у гете	1	2
207	он всегда	1	2
208	или наоборот	1	2
209	что если	1	2
210	вопрос о	1	2
211	почти все	1	2
212	время как	1	2
213	мы и	1	2
214	и явлений	1	2
215	есть для	1	2
216	быть в	1	2
217	как один	1	2
218	из этих	7	2
219	но как	3	2
220	себе и	2	2
221	относится к	2	2
222	с этим	3	2
223	творчества как	3	2
224	бы и	6	2
225	мы получаем	1	2
226	образом и	1	2
227	не был	1	2
228	все эти	6	2
229	тут и	1	2
230	всего необходимо	1	2
231	тому же	1	2
232	дальше и	1	2
233	в виде	1	2
234	не как	1	2
235	сказал что	1	2
236	на этом	1	2
237	является не	4	2
238	в каждом	2	2
239	и может	2	2
240	рождается из	2	2
241	это было	1	2
242	с другими	2	2
243	мы имеем	3	2
244	с этой	1	2
245	как и	7	2
246	между собою	2	2
247	из идеи	1	2
248	аллегории и	1	2
249	до сих	1	2
250	и при	5	2
251	в своей	4	2
252	всяком случае	1	2
253	почти не	1	2
254	это что	1	2
255	в которых	3	2
256	и от	3	2
257	не должна	1	2
258	можно указать	2	2
259	не менее	2	2
260	как можно	1	2
261	не рождается	2	2
262	как о	2	2
263	мысли в	1	2
264	дело не	1	2
265	к ним	1	2
266	что их	1	2
267	значит ли	1	2
268	учения о	1	2
269	бы все	1	2
270	заметить что	1	2
271	из того	1	2
272	этом отношении	13	2
273	нет ни	2	2
274	отличается от	2	2
275	от которой	1	2
276	и это	1	2
277	как не	1	2
278	и образа	1	2
279	в другом	2	2
280	по сравнению	1	2
281	существенно не	1	2
282	для этого	1	2
