N	4gram	Vygotskiy__1	Psycholo
1	и что самое замечательное	1	3
2	о том что он	1	2
3	в то время как	4	2
4	одной и той же	2	2
5	заключается в том что	4	2
6	дело в том что	1	1
7	в том что он	1	1
8	если с самого начала	1	1
9	и с точки зрения	1	1
10	не станем останавливаться на	1	1
11	а с другой стороны	2	1
12	когда речь идет о	1	1
13	и мы сейчас же	1	1
14	точно так же как	1	1
15	таким образом что не	1	1
16	с такой очевидностью как	1	1
17	ни в какой мере	1	1
18	с психологической точки зрения	1	1
19	между тем и другим	2	1
20	для того чтобы сделать	1	1
21	или во всяком случае	1	1
22	с этой точки зрения	1	1
23	тем и другим есть	1	1
24	мы сейчас же увидим	1	1
25	в том что для	1	1
26	так же как и	4	1
27	в то же время	1	1
28	только для того чтобы	1	1
29	мы не станем останавливаться	1	1
30	так же точно как	1	1
31	в одной и той	1	1
32	заключается в том чтобы	1	1
33	вместе с тем и	1	1
