N	3gram	Tiupa_Disk_1	KulturaY
1	в том что	13	10
2	с точки зрения	1	8
3	с другой стороны	3	7
4	только потому что	1	6
5	по крайней мере	2	6
6	в этом смысле	1	5
7	во всяком случае	1	5
8	тем не менее	1	5
9	не только в	2	4
10	не может быть	3	4
11	большей или меньшей	2	3
12	в этом отношении	1	3
13	в большей или	1	3
14	или меньшей степени	1	3
15	в связи с	1	3
16	то же время	4	3
17	в то же	3	3
18	не говоря уже	2	2
19	на самом деле	1	2
20	в соответствии с	2	2
21	в этом случае	1	2
22	по себе они	1	2
23	только в том	2	2
24	говоря уже о	2	2
25	том случае если	1	2
26	хотя бы и	1	2
27	в наше время	2	2
28	в данном отношении	1	2
29	вместе с тем	1	2
30	в том случае	1	2
31	дело не в	1	2
32	в результате этого	1	2
33	тем что он	1	2
34	и потому что	1	2
35	в отличие от	4	2
36	и в том	1	2
37	в свое время	1	2
38	по себе не	2	2
39	в свою очередь	3	2
40	не только потому	1	2
41	того или иного	1	2
42	в конечном счете	1	2
43	но все же	1	2
44	можно сказать что	2	2
45	на то что	1	2
46	выходит за рамки	1	2
47	и в другом	1	2
48	том что в	2	1
49	состоит в том	2	1
50	прежде всего в	1	1
51	дело в том	1	1
52	в этом последнем	1	1
53	таким же образом	1	1
54	легко заметить что	1	1
55	в том и	1	1
56	может и не	1	1
57	и не только	2	1
58	до сих пор	1	1
59	тот или иной	2	1
60	сам по себе	1	1
61	что он не	1	1
62	в первую очередь	1	1
63	только то что	1	1
64	том или ином	1	1
65	тем чем он	1	1
66	случае перед нами	1	1
67	из уст в	1	1
68	на максимальное количество	1	1
69	в значительной степени	2	1
70	в том или	1	1
71	в данном случае	2	1
72	сами по себе	2	1
73	она сводится к	1	1
74	с одной стороны	9	1
75	можно сказать и	1	1
76	не более чем	2	1
77	в известном смысле	1	1
78	если и не	1	1
79	бытовом речевом общении	1	1
80	по природе своей	5	1
81	что к этому	1	1
82	едва ли не	2	1
83	но и вся	1	1
84	в противном случае	1	1
85	не в том	3	1
86	на этом пути	1	1
87	том и в	1	1
88	уст в уста	1	1
89	тем или иным	1	1
90	хотя бы на	1	1
91	заключается в том	1	1
92	этого термина они	1	1
93	в том чтобы	2	1
94	как и в	1	1
95	о том что	5	1
96	с самого начала	1	1
97	и прежде всего	1	1
98	сошлюсь хотя бы	1	1
99	речь идет о	1	1
100	несмотря на все	1	1
101	если бы я	1	1
102	в этом своем	2	1
103	в другом случае	1	1
104	в большинстве случаев	1	1
105	в силу своей	2	1
106	тех или иных	1	1
107	лежит в основании	1	1
108	к тому же	4	1
109	как мы видели	1	1
110	а своего рода	1	1
111	также и в	1	1
