N	3gram	Bakhtin_Fr_1	Analitik
1	в том что	6	6
2	по отношению к	1	4
3	так и не	3	4
4	с одной стороны	2	4
5	к тому же	1	4
6	в этом отношении	3	3
7	в самом начале	1	3
8	той или иной	5	3
9	с точки зрения	3	2
10	в то же	1	2
11	то есть в	4	2
12	в значительной степени	2	2
13	не только в	1	2
14	в отличие от	4	2
15	с другой стороны	1	2
16	то же время	1	2
17	в этой системе	1	2
18	тех или иных	1	2
19	жизни но и	1	1
20	а между тем	1	1
21	можно сказать что	1	1
22	еще и до	1	1
23	сказать что в	1	1
24	и в эпизоде	1	1
25	почти вовсе не	3	1
26	но в нашем	1	1
27	как раз и	2	1
28	в этой борьбе	1	1
29	сами по себе	1	1
30	но и на	1	1
31	но и в	2	1
32	во всех этих	2	1
33	несмотря на его	1	1
34	на этот вопрос	2	1
35	тому же в	1	1
36	то есть на	1	1
37	до известной степени	1	1
38	а как бы	1	1
39	в применении к	3	1
40	еще в самом	1	1
41	в сущности это	1	1
42	в известном смысле	1	1
43	в связи с	1	1
44	так и на	1	1
45	из них не	1	1
46	при всей их	2	1
47	в целом ряде	1	1
48	что при таком	1	1
49	в свое время	2	1
50	все это приводит	1	1
51	не может быть	1	1
52	и т.п поэтому	1	1
53	и особенно в	1	1
54	в самом деле	1	1
55	и не знает	1	1
56	во второй половине	2	1
57	в самом его	1	1
58	в отношении к	1	1
59	друг с другом	1	1
60	с самим собой	1	1
