N	2gram	Potebnia_M_4	RusskieA
1	и в	23	29
2	том что	12	22
3	в том	23	22
4	что в	17	22
5	как бы	5	18
6	состоит в	2	15
7	в других	2	15
8	так как	14	13
9	может быть	26	13
10	во время	2	12
11	там же	3	12
12	в этом	23	11
13	как и	14	11
14	не только	10	10
15	и с	4	10
16	в лесу	1	10
17	все это	5	10
18	во многих	2	9
19	о том	8	9
20	а в	5	9
21	его в	4	8
22	показывает что	1	8
23	но и	11	8
24	ее в	1	8
25	как в	7	7
26	данном случае	2	7
27	мы видели	1	7
28	или в	1	7
29	мы имеем	4	6
30	мы не	8	6
31	еще не	3	6
32	и на	3	6
33	при этом	15	6
34	таким образом	24	6
35	того чтобы	4	6
36	на нее	3	6
37	для нас	14	6
38	для того	6	6
39	с тем	7	6
40	вместе с	6	6
41	в данном	4	6
42	этом случае	5	6
43	же в	1	6
44	и т	7	5
45	должна была	1	5
46	но не	1	5
47	следующим образом	1	5
48	но в	8	5
49	это не	7	5
50	т д	3	5
51	не может	11	5
52	потому что	33	5
53	и что	7	5
54	или же	1	5
55	то что	29	5
56	то же	14	4
57	вопрос о	2	4
58	на них	1	4
59	видели что	1	4
60	не все	1	4
61	что по	2	4
62	уже не	3	4
63	на поле	1	4
64	их в	3	4
65	том же	2	4
66	в них	3	4
67	далеко не	1	4
68	и потом	1	4
69	в которых	3	4
70	не в	11	4
71	тогда когда	8	4
72	у нас	2	4
73	а также	1	4
74	к нему	5	4
75	так что	5	4
76	то и	4	4
77	в виде	2	4
78	из них	1	4
79	именно в	3	4
80	а не	12	4
81	так же	4	4
82	как это	1	4
83	этих случаях	2	4
84	предположить что	4	4
85	и все	4	4
86	в таком	4	4
87	и через	1	3
88	и о	4	3
89	в xix	1	3
90	в ее	2	3
91	только тогда	5	3
92	это показывает	1	3
93	что это	7	3
94	все эти	3	3
95	в этой	1	3
96	в лес	6	3
97	что она	2	3
98	главным образом	1	3
99	чтобы на	1	3
100	подобно тому	2	3
101	и по	3	3
102	на этом	1	3
103	и других	3	3
104	с другими	4	3
105	должен был	1	3
106	не всегда	3	3
107	на первый	1	3
108	в эту	1	3
109	в этих	3	3
110	в котором	4	3
111	выше мы	2	3
112	но он	1	3
113	она не	2	3
114	в таких	2	3
115	не имеет	5	3
116	такие же	5	3
117	и другой	1	3
118	как мы	2	3
119	что от	2	3
120	во всех	1	3
121	а именно	4	3
122	того что	14	3
123	что здесь	1	3
124	между тем	9	3
125	в качестве	1	3
126	связь с	1	3
127	за ним	2	3
128	друг друга	2	3
129	отличие от	1	3
130	тем что	10	3
131	в природе	1	3
132	тому как	2	3
133	было бы	8	3
134	но если	1	3
135	вряд ли	1	2
136	также что	1	2
137	одним из	1	2
138	и то	5	2
139	тем и	6	2
140	на самом	3	2
141	переход от	3	2
142	приписывалось влияние	1	2
143	что иное	2	2
144	которое в	3	2
145	это время	1	2
146	иное как	2	2
147	не был	1	2
148	природы и	2	2
149	с одной	1	2
150	очевидно что	7	2
151	тогда как	4	2
152	иногда и	1	2
153	эта связь	2	2
154	с этим	7	2
155	все же	1	2
156	как уже	1	2
157	и как	2	2
158	не было	12	2
159	в руках	1	2
160	не можем	5	2
161	та же	1	2
162	в которой	6	2
163	из этих	2	2
164	объяснить себе	1	2
165	идут в	1	2
166	если он	1	2
167	как оно	2	2
168	том чтобы	1	2
169	но вместе	1	2
170	в образе	2	2
171	здесь мы	2	2
172	об этом	2	2
173	полагает что	1	2
174	не ясно	1	2
175	из нее	2	2
176	должно быть	5	2
177	многие другие	1	2
178	и еще	1	2
179	так в	3	2
180	в своей	1	2
181	в их	1	2
182	нечто вроде	1	2
183	тем не	4	2
184	на доску	2	2
185	не менее	5	2
186	что с	1	2
187	в то	4	2
188	дело не	2	2
189	того как	6	2
190	никогда не	3	2
191	того в	1	2
192	к ней	2	2
193	во всем	1	2
194	связи с	3	2
195	более позднее	2	2
196	кроме того	3	2
197	что на	2	2
198	к таким	1	2
199	все то	1	2
200	начиная с	1	2
201	когда мы	6	2
202	что при	1	2
203	в виду	3	2
204	и многие	2	2
205	то время	1	2
206	мнение что	1	2
207	можно было	2	2
208	не с	2	2
209	мы приведем	1	2
210	не имели	2	2
211	образом в	5	2
212	с другим	1	2
213	в глаза	1	2
214	влияние на	2	2
215	от земли	2	2
216	после того	2	2
217	с другой	2	2
218	все в	2	2
219	связь между	3	2
220	у них	1	2
221	ее от	1	2
222	в ряд	2	2
223	что и	7	2
224	в форме	1	2
225	он есть	1	2
226	один из	2	2
227	этот вопрос	3	2
228	в разные	1	2
229	по этому	1	2
230	есть в	5	2
231	на эту	1	2
232	одно из	1	2
233	заметить что	6	2
234	ее на	1	2
235	чем в	2	2
236	здесь в	1	2
237	человека а	2	2
238	а с	1	2
239	прежде всего	1	2
240	по нескольку	1	2
241	одной стороны	1	2
242	там где	3	2
243	но можно	1	2
244	что такие	1	2
245	если она	1	2
246	из которых	2	2
247	в течение	2	2
248	могут быть	7	2
249	быть только	1	2
250	видно что	4	2
251	говорить что	1	2
252	и для	2	2
253	ее и	1	2
254	такая форма	2	2
255	имеет целью	1	2
256	две формы	1	2
257	только как	4	2
258	и при	2	2
259	не что	2	2
260	из этого	2	2
261	в своих	2	2
262	это в	1	2
263	а между	4	1
264	ли мы	1	1
265	от дома	1	1
266	ту же	3	1
267	вопрос мы	1	1
268	отношение к	2	1
269	человека и	3	1
270	показать что	1	1
271	относятся к	2	1
272	в приведенном	1	1
273	и есть	3	1
274	можно говорить	1	1
275	и до	3	1
276	что эти	3	1
277	мы уже	3	1
278	например в	3	1
279	следует обратить	1	1
280	отсюда видно	1	1
281	что совокупность	1	1
282	что если	6	1
283	не во	1	1
284	в первый	2	1
285	к новой	1	1
286	не была	1	1
287	говорить о	5	1
288	их с	1	1
289	как комплекс	1	1
290	мы и	2	1
291	то это	8	1
292	ступени ее	1	1
293	исходная точка	2	1
294	в ней	2	1
295	что каждый	1	1
296	и иначе	1	1
297	относится и	1	1
298	без которой	1	1
299	что его	2	1
300	в различных	2	1
301	тем как	2	1
302	землю и	1	1
303	огня в	2	1
304	явлений и	1	1
305	трава растет	1	1
306	к слову	3	1
307	может произойти	1	1
308	нет и	1	1
309	отличаются от	1	1
310	относится к	1	1
311	первый взгляд	1	1
312	независимо от	6	1
313	в своем	8	1
314	к новому	1	1
315	перед нами	1	1
316	хотя и	5	1
317	и кончается	1	1
318	что этим	1	1
319	более древняя	1	1
320	увидим что	1	1
321	затем начинается	1	1
322	в самом	3	1
323	как скоро	3	1
324	вопрос почему	2	1
325	уже в	5	1
326	чем больше	2	1
327	он в	1	1
328	не оставляет	1	1
329	что так	2	1
330	своему влиянию	1	1
331	тем он	1	1
332	только один	1	1
333	представление есть	1	1
334	лица и	3	1
335	на то	7	1
336	но на	1	1
337	тесно связаны	1	1
338	и если	3	1
339	вообще не	1	1
340	то этим	2	1
341	не следует	2	1
342	в нем	7	1
343	вера в	1	1
344	так сказать	5	1
345	в огороде	1	1
346	до самого	1	1
347	к разным	1	1
348	доску и	2	1
349	довольно часто	1	1
350	что называется	1	1
351	только в	15	1
