N	2gram	Bakhtin_Pr_2	FransuaR
1	и в	45	40
2	то есть	50	18
3	и его	8	17
4	прежде всего	11	16
5	в этом	20	15
6	в романе	3	15
7	мы уже	3	13
8	не только	16	13
9	в его	22	13
10	и не	42	13
11	вовсе не	7	12
12	что в	6	12
13	как и	14	11
14	но и	15	11
15	таким образом	11	10
16	как мы	8	10
17	и т.п	6	10
18	в сущности	7	9
19	он не	9	9
20	в них	4	9
21	может быть	18	9
22	и все	1	9
23	и до	4	8
24	той же	1	8
25	и на	7	8
26	отношение к	8	8
27	все эти	4	8
28	и с	7	8
29	в эпоху	1	8
30	в том	8	8
31	у него	6	8
32	но в	6	8
33	то же	5	7
34	в своем	5	7
35	он и	4	7
36	в виду	2	7
37	до нас	1	7
38	в одном	6	7
39	и др	4	7
40	этот образ	1	7
41	во всех	4	6
42	в самом	13	6
43	в этих	4	6
44	в то	5	6
45	же время	3	6
46	связи с	1	6
47	связь с	2	6
48	и других	3	6
49	мы еще	1	6
50	до конца	7	6
51	в той	3	6
52	он говорит	2	6
53	в своей	6	6
54	к этому	4	6
55	здесь и	2	5
56	в году	1	5
57	в нем	20	5
58	так сказать	7	5
59	в основе	2	5
60	и для	2	5
61	в особенности	2	5
62	те же	2	5
63	начала и	2	5
64	в литературе	6	5
65	мы видим	2	5
66	для него	9	5
67	то что	5	5
68	не было	2	5
69	а не	10	5
70	как раз	6	5
71	в своих	4	5
72	жизни и	15	4
73	в ней	7	4
74	xix века	1	4
75	в истории	2	4
76	в нашем	2	4
77	мы слышим	2	4
78	в мире	3	4
79	еще вернемся	1	4
80	было бы	4	4
81	с начала	2	4
82	ни в	2	4
83	и вы	2	4
84	том что	7	4
85	в их	4	4
86	даже в	6	4
87	того чтобы	1	4
88	в следующий	1	4
89	в области	2	4
90	у нас	2	4
91	о том	3	4
92	вы не	1	4
93	и о	2	4
94	так в	1	4
95	и здесь	2	4
96	один из	2	4
97	только на	1	4
98	из них	9	4
99	так как	5	4
100	и даже	3	4
101	до сих	2	4
102	здесь в	2	4
103	не видит	1	4
104	и потому	6	4
105	в данном	1	4
106	сих пор	2	4
107	в основном	1	4
108	все это	5	4
109	почти вовсе	3	4
110	еще более	1	4
111	самом деле	4	3
112	на самом	1	3
113	и есть	1	3
114	поэтому он	1	3
115	правильного понимания	2	3
116	только для	2	3
117	с его	8	3
118	по отношению	8	3
119	отличие от	1	3
120	в этой	1	3
121	кроме того	1	3
122	и как	2	3
123	и наконец	1	3
124	и к	2	3
125	истины и	3	3
126	в себе	5	3
127	но ведь	3	3
128	при этом	2	3
129	большей или	1	3
130	всех этих	1	3
131	для понимания	2	3
132	об этом	3	3
133	на протяжении	3	3
134	но именно	1	3
135	мы видели	3	3
136	в отличие	1	3
137	не понимает	1	3
138	их в	7	3
139	для этого	3	3
140	одна из	3	3
141	во всем	1	3
142	уже говорили	2	3
143	о нем	6	3
144	они были	1	3
145	но все	4	3
146	правда не	1	3
147	и самое	2	3
148	здесь не	2	3
149	в ее	3	3
150	можно было	2	3
151	еще в	1	3
152	если бы	2	3
153	в другом	1	3
154	другими словами	2	3
155	никак не	1	3
156	что и	5	3
157	во всей	1	3
158	в свете	1	3
159	и следовательно	7	3
160	или меньшей	1	3
161	еще не	9	3
162	только в	9	3
163	поэтому и	3	3
164	так и	3	3
165	же и	1	3
166	в начале	2	3
167	одно из	1	3
168	не так	2	3
169	мы находим	1	3
170	в конце	4	3
171	тем что	2	3
172	характерны для	1	3
173	в других	1	3
174	для того	1	3
175	связан с	2	3
176	и прежде	2	3
177	сказать что	5	3
178	там где	6	3
179	жизнь в	1	3
180	в частности	1	3
181	не может	24	3
182	вместе с	1	3
183	ко всем	2	3
184	как в	4	3
185	во все	2	3
186	как бы	15	3
187	и смерти	7	3
188	в более	1	3
189	и от	3	3
190	но это	2	3
191	а в	3	3
192	слово в	3	3
193	между ними	4	3
194	к этой	2	3
195	они не	2	3
196	том числе	2	3
197	в обычном	1	2
198	одним из	3	2
199	например в	2	2
200	связана с	1	2
201	того же	1	2
202	это и	1	2
203	своего романа	2	2
204	мы не	1	2
205	хотя бы	5	2
206	основе этого	1	2
207	меньшей степени	2	2
208	которые он	1	2
209	на них	2	2
210	быть в	2	2
211	не был	2	2
212	за него	1	2
213	но конечно	1	2
214	но не	6	2
215	думать что	1	2
216	что он	7	2
217	все же	4	2
218	и той	3	2
219	и понимания	1	2
220	в которой	2	2
221	в целом	5	2
222	он в	1	2
223	из этих	1	2
224	выражение в	3	2
225	к образу	1	2
226	в дальнейшем	2	2
227	эпохи и	1	2
228	и если	1	2
229	на его	5	2
230	как он	4	2
231	платона и	1	2
232	в первой	1	2
233	он воспринимает	1	2
234	и еще	1	2
235	и вот	2	2
236	в плане	1	2
237	одной и	1	2
238	на этом	1	2
239	здесь мы	1	2
240	для всей	1	2
241	друг в	3	2
