N	2gram	Propp_Isto_1	VrazhdaK
1	в году	1	18
2	не только	12	9
3	в этом	8	8
4	и в	28	8
5	и что	10	8
6	но и	10	7
7	и все	1	7
8	то что	9	7
9	что в	12	7
10	все же	10	6
11	но в	8	6
12	в нем	2	6
13	как и	4	6
14	в котором	3	6
15	и с	4	6
16	о нем	2	6
17	в начале	3	6
18	и даже	4	6
19	то же	12	5
20	об этом	4	5
21	в то	3	5
22	между тем	2	5
23	у него	1	5
24	не было	1	5
25	и не	9	5
26	в ней	7	4
27	что он	10	4
28	в истории	1	4
29	целый ряд	1	4
30	при этом	3	4
31	это не	7	4
32	несмотря на	1	4
33	все это	4	4
34	в виду	1	4
35	с ним	2	4
36	о том	9	4
37	для нас	13	4
38	и детей	1	4
39	может быть	25	4
40	как бы	2	4
41	так же	7	4
42	речь идет	1	3
43	одним из	2	3
44	я не	3	3
45	он был	1	3
46	в своем	5	3
47	и как	2	3
48	в этот	1	3
49	на то	4	3
50	его в	6	3
51	он не	2	3
52	и уже	1	3
53	том что	7	3
54	но он	1	3
55	в русской	2	3
56	и его	3	3
57	связи с	4	3
58	что у	1	3
59	в его	5	3
60	в том	9	3
61	и у	1	3
62	в конце	1	3
63	тем что	3	3
64	в связи	4	3
65	эти слова	1	3
66	наряду с	3	3
67	т е	10	3
68	к этому	2	3
69	отношения к	2	2
70	в русских	1	2
71	же как	2	2
72	и то	1	2
73	и он	3	2
74	столь же	2	2
75	но как	1	2
76	ответ на	2	2
77	отнюдь не	1	2
78	мотивы и	1	2
79	в этой	6	2
80	в себе	2	2
81	после этого	1	2
82	о которой	1	2
83	их в	5	2
84	таким образом	8	2
85	об этой	2	2
86	в них	1	2
87	а с	2	2
88	мы знаем	4	2
89	не мог	1	2
90	на первый	2	2
91	в эту	1	2
92	во время	3	2
93	в своей	1	2
94	и ее	1	2
95	не менее	6	2
96	одна из	2	2
97	никогда не	14	2
98	на это	2	2
99	и это	1	2
100	же не	3	2
101	на основе	5	2
102	так в	4	2
103	еще не	7	2
104	а также	1	2
105	там же	2	2
106	этот момент	2	2
107	об их	1	2
108	уже не	3	2
109	при помощи	2	2
110	из них	3	2
111	его и	2	2
112	для него	2	2
113	к ним	4	2
114	как раз	2	2
115	деталей и	1	2
116	не может	15	2
117	вместе с	6	2
118	ко мне	2	2
119	довольно много	1	2
120	в это	1	2
121	но это	4	2
122	отвернулся и	1	2
123	очень хорошо	1	2
124	а в	7	2
125	которых не	1	1
126	можно говорить	1	1
127	также и	3	1
128	обращается в	1	1
129	что образ	1	1
130	к своей	1	1
131	это и	1	1
132	и есть	1	1
133	ему не	1	1
134	которую они	1	1
135	едва ли	1	1
136	уже по	1	1
137	в их	3	1
138	по его	2	1
139	из всех	2	1
140	что уже	1	1
141	он как	1	1
142	начинается с	3	1
143	равно как	1	1
144	говорить о	1	1
145	что характер	1	1
146	в полной	1	1
147	ему в	3	1
148	с исторической	1	1
149	сказал ему	1	1
150	и был	1	1
151	это время	2	1
152	меня в	1	1
153	одном из	1	1
154	на них	2	1
155	на крыльцо	2	1
156	материала это	1	1
157	как правило	4	1
158	одним словом	4	1
159	и всего	1	1
160	совсем не	1	1
161	но не	5	1
162	о смерти	6	1
163	же на	1	1
164	в сторону	1	1
165	не все	4	1
166	тут же	1	1
167	что они	5	1
168	ли эта	1	1
169	некоторые мотивы	1	1
170	к сожалению	3	1
171	рассказы о	1	1
172	и я	1	1
173	как по	1	1
174	первый взгляд	2	1
175	независимо от	1	1
176	как в	2	1
177	с этим	4	1
178	дает нам	1	1
179	для всех	2	1
180	некоторое время	2	1
181	что как	1	1
182	что ее	1	1
183	как нам	1	1
184	ссылаются на	1	1
185	себе не	1	1
186	каким-то образом	1	1
187	то в	1	1
188	поэтому он	2	1
189	итак чтобы	1	1
190	что это	8	1
191	мы получаем	1	1
192	в целом	2	1
193	за это	1	1
194	знать и	1	1
195	что же	3	1
196	где также	1	1
197	из разных	1	1
198	еще один	2	1
199	рассказ о	1	1
200	тому же	1	1
201	во многих	2	1
202	но ведь	1	1
203	этот вывод	1	1
204	как он	2	1
205	в свет	1	1
206	да и	1	1
207	от которого	1	1
208	ключ к	3	1
209	всех этих	2	1
210	пор мы	2	1
211	в силу	5	1
212	сказал что	1	1
213	и этот	1	1
214	однако в	2	1
215	это конечно	3	1
216	этом он	1	1
217	в глубине	2	1
218	на пять	2	1
219	это было	2	1
220	было бы	7	1
221	вопрос и	1	1
222	в жизни	1	1
223	из первых	1	1
224	соответствии с	1	1
225	этого не	1	1
226	его отношения	1	1
227	не всегда	8	1
228	которой он	1	1
229	восходят к	5	1
230	этот материал	3	1
231	в этих	7	1
232	ориентировался на	1	1
233	и их	3	1
234	и пошел	1	1
235	могли иметь	1	1
236	представление о	1	1
237	своего рода	1	1
238	не будем	5	1
239	этот персонаж	1	1
240	тем не	6	1
241	доказывает что	1	1
242	есть еще	2	1
243	не могли	1	1
244	с такими	1	1
245	что этот	2	1
246	не самым	1	1
247	раз и	3	1
248	вплоть до	1	1
249	но они	2	1
250	что эта	1	1
251	как о	2	1
252	нет необходимости	2	1
253	также что	1	1
254	всегда одинаково	1	1
255	через него	1	1
256	не лучше	1	1
257	не учитывать	1	1
258	ничего не	2	1
259	того как	3	1
260	вне его	1	1
261	б в	1	1
262	он хочет	1	1
263	по своей	2	1
264	такая же	1	1
265	потому что	4	1
266	что самые	1	1
267	никуда не	1	1
268	этом отношении	1	1
269	эту сторону	1	1
270	в каком	1	1
271	один раз	1	1
272	этот факт	1	1
273	могут быть	4	1
274	ли не	1	1
275	этого и	1	1
276	же только	1	1
277	она же	1	1
278	не есть	2	1
279	уже на	1	1
280	не совсем	3	1
281	эти не	1	1
282	у себя	2	1
283	это будет	1	1
284	в ее	2	1
285	сторону в	1	1
286	но мы	2	1
287	то время	3	1
288	так и	9	1
289	на нее	2	1
290	не с	3	1
291	ясно что	2	1
292	живет в	2	1
293	еще в	2	1
294	вошел в	1	1
295	не пускает	1	1
296	том как	2	1
297	с героем	2	1
298	на большую	1	1
299	можно бы	1	1
300	во всяком	1	1
301	ему нужно	1	1
302	до сих	5	1
303	нас в	2	1
304	во всех	2	1
305	что исследователи	2	1
306	из своего	1	1
307	во всей	2	1
308	в форме	3	1
309	в другой	1	1
310	возникает вопрос	1	1
311	вслед за	6	1
312	все в	1	1
313	также в	1	1
314	в свете	2	1
315	если это	1	1
316	к которому	5	1
317	тех пор	1	1
318	имеется в	1	1
319	этом смысле	1	1
320	один из	4	1
321	но с	1	1
322	и разнообразных	1	1
323	не хотят	1	1
324	ли он	3	1
325	в предисловии	1	1
326	проникнуть в	1	1
327	во всем	3	1
328	то он	2	1
329	и раньше	1	1
330	в качестве	5	1
331	себя в	2	1
332	а одна	1	1
333	хотя в	1	1
334	он подошел	1	1
335	предположение что	2	1
336	что для	1	1
337	ни с	1	1
338	говорит о	2	1
339	искать в	1	1
340	никто не	2	1
341	пока не	2	1
342	в одном	5	1
343	он вновь	1	1
344	друг друга	1	1
345	каждый из	1	1
346	не просто	3	1
347	в особенности	2	1
348	связан с	1	1
349	нужно было	1	1
350	с другой	6	1
351	именно в	3	1
352	труд и	1	1
353	прежде всего	10	1
354	в соответствии	1	1
355	только по	1	1
356	попадает в	5	1
357	на этот	2	1
358	так это	1	1
359	в ту	2	1
360	его слишком	1	1
361	что из	1	1
362	нет ничего	1	1
363	в частности	2	1
364	за тем	1	1
