N	3gram	Ircho_Kome_2	KulturaY
1	и т п	2	41
2	с точки зрения	1	16
3	в самом деле	1	11
4	для того чтобы	4	11
5	можно было бы	2	10
6	тем не менее	1	9
7	до сих пор	2	8
8	в том что	5	8
9	той или иной	1	5
10	тех пор пока	1	4
11	в том случае	1	4
12	с одной стороны	2	4
13	в связи с	3	4
14	до тех пор	3	4
15	и в самом	1	4
16	после того как	2	4
17	того или иного	1	3
18	то обстоятельство что	1	3
19	не только в	1	3
20	в первую очередь	3	3
21	с другой стороны	1	3
22	не может быть	1	3
23	так и в	1	3
24	о том что	4	3
25	сплошь да рядом	1	2
26	в какой мере	1	2
27	по отношению к	3	2
28	не говоря уже	2	2
29	в том числе	3	2
30	только в том	1	2
31	говоря уже о	2	2
32	в отличие от	2	2
33	в первом случае	1	2
34	потому что в	1	2
35	на себя внимание	5	2
36	только после того	1	2
37	так как он	1	2
38	более или менее	1	2
39	для каждой из	1	2
40	тем более что	1	2
41	что и в	2	2
42	к тому же	10	2
43	как мы видели	1	2
44	мере в какой	1	1
45	само собой разумеется	1	1
46	в целом ряде	1	1
47	в чем же	1	1
48	и к тому	1	1
49	в г №	1	1
50	чуть ли не	2	1
51	о том чтобы	1	1
52	не более чем	2	1
53	как это имело	1	1
54	в этом смысле	2	1
55	в одной из	2	1
56	а не для	1	1
57	одних и тех	2	1
58	между тем главный	1	1
59	ли в этом	1	1
60	и в то	1	1
61	что он не	1	1
62	для этой цели	1	1
63	наряду с этим	1	1
64	бы то ни	2	1
65	но и в	1	1
66	по своему содержанию	1	1
67	а может быть	1	1
68	мы находим в	1	1
69	но в этом	1	1
70	имеет в виду	1	1
71	не последнюю роль	1	1
72	а то и	1	1
73	он имеет в	1	1
74	вместе с тем	4	1
75	и тех же	2	1
76	в то время	3	1
77	обращает на себя	5	1
78	в этих словах	1	1
79	то что он	2	1
80	строить свою речь	1	1
81	во всяком случае	2	1
82	можно сомневаться что	1	1
83	целом ряде случаев	1	1
84	в тех случаях	1	1
85	то же время	3	1
86	в тех же	1	1
87	в свою очередь	1	1
88	само по себе	1	1
89	речь шла о	1	1
90	существенное различие в	1	1
91	даже в тех	1	1
92	но все же	1	1
93	а вместе с	1	1
94	тех случаях когда	1	1
95	в то же	3	1
96	концы с концами	1	1
97	к тому что	2	1
98	как о том	1	1
99	друг от друга	1	1
100	имеется в виду	1	1
101	представить себе как	1	1
102	т п которые	1	1
103	это имело место	1	1
104	вслед за этим	1	1
