N	4gram	Losev_Vlad_2	Dialekti
1	не что иное как	1	3
2	в то время как	1	3
3	в то же время	3	3
4	по крайней мере в	1	2
5	или по крайней мере	2	2
6	не говоря уже о	2	2
7	в том что он	2	1
8	только тогда и возможно	1	1
9	что бы то ни	1	1
10	и в то же	1	1
11	в них нет ничего	1	1
12	не в том что	1	1
13	до тех пор пока	1	1
14	как мы уже сказали	1	1
15	не содержит в себе	1	1
16	что несмотря на все	1	1
17	во что бы то	1	1
18	заключается в том что	2	1
19	в связи с этим	1	1
20	бы то ни стало	1	1
21	от всего прочего и	1	1
