N	3gram	Propp_Isto_1	Myslijsy
1	по отношению к	3	8
2	в том что	4	7
3	до тех пор	1	6
4	в этом случае	1	5
5	не может быть	7	5
6	само по себе	2	5
7	о том что	3	5
8	мере того как	2	4
9	по мере того	2	4
10	то же самое	3	4
11	до сих пор	5	4
12	и т п	1	4
13	и в этом	1	4
14	только тогда когда	1	4
15	на то что	4	4
16	для того чтобы	1	4
17	тем не менее	6	4
18	внимание на то	1	3
19	может быть назван	2	3
20	вместе с тем	2	3
21	в том случае	1	3
22	и т д	22	3
23	лишь тогда когда	1	3
24	мы не можем	2	3
25	с течением времени	1	2
26	что иное как	1	2
27	в своем развитии	1	2
28	подобно тому как	1	2
29	так как оно	1	2
30	если бы не	1	2
31	до известной степени	1	2
32	сами по себе	1	2
33	в этих случаях	2	2
34	мы могли бы	1	2
35	то что в	2	2
36	на этот вопрос	2	2
37	это потому что	1	2
38	но тем не	1	2
39	не могут быть	1	2
40	мы имеем дело	1	2
41	не в том	1	2
42	это не значит	1	2
43	то что она	1	2
44	один и тот	2	2
45	не было и	1	2
46	таким образом мы	2	2
47	после того как	1	2
48	равно как и	1	2
49	что и в	1	2
50	вопрос о том	2	2
51	в большинстве случаев	4	2
52	не что иное	1	2
53	и тот же	2	2
54	отсюда видно что	1	1
55	дело в том	3	1
56	да и не	1	1
57	но так как	1	1
58	так что в	1	1
59	о том как	1	1
60	в силу того	1	1
61	хотя в этом	1	1
62	можно говорить о	1	1
63	исследования но в	1	1
64	а именно на	1	1
65	ответить на вопрос	1	1
66	имеем дело не	1	1
67	но и в	2	1
68	а может быть	1	1
69	в этом отношении	1	1
70	к тому чтобы	1	1
71	бы мы не	1	1
72	точно так же	3	1
73	могли бы быть	2	1
74	может быть только	1	1
75	и что это	1	1
76	не может считаться	1	1
77	выше мы видели	2	1
78	в это время	1	1
79	и многие другие	1	1
80	здесь мы имеем	2	1
81	того что он	1	1
82	дело не с	1	1
83	если бы мы	2	1
84	с одной стороны	4	1
85	на первый взгляд	2	1
86	что не всегда	1	1
87	смысле этого слова	1	1
88	не как в	1	1
89	в связи с	3	1
90	если бы в	1	1
91	как один из	1	1
92	этот вопрос мы	2	1
93	это не так	1	1
94	если это так	1	1
95	что такое изучение	1	1
96	а не как	1	1
97	со стороны его	1	1
98	со второй половины	1	1
99	с другой стороны	5	1
100	что связь эта	1	1
101	т д то	1	1
102	образом мы видим	1	1
103	это было бы	1	1
104	силу того что	1	1
105	есть не что	1	1
106	сказанного видно что	1	1
107	таким образом в	1	1
108	иметь в виду	1	1
109	же самое что	2	1
110	в то время	3	1
111	в том чтобы	1	1
112	никогда не может	1	1
113	относится и к	1	1
114	может быть названо	1	1
115	что у меня	1	1
116	в одном из	1	1
117	с самого начала	2	1
118	легко заметить что	1	1
119	в ту же	1	1
120	не более как	1	1
121	заметить что в	1	1
122	уже было бы	1	1
123	так тесно связаны	2	1
124	к тому что	1	1
125	в каком отношении	1	1
126	дело не в	1	1
127	может быть объяснено	1	1
128	быть не может	1	1
129	то же что	1	1
130	том случае когда	1	1
131	что мы должны	1	1
132	освобождает нас от	1	1
133	мы видели что	2	1
134	что речь идет	1	1
135	что он в	1	1
