N	3gram	Losev_Dial_4	Problemy
1	с точки зрения	9	9
2	не может быть	6	8
3	и не может	1	7
4	то же время	6	5
5	в то же	6	5
6	как и все	2	4
7	в отличие от	1	3
8	сам по себе	2	3
9	с другой стороны	1	3
10	как бы в	1	3
11	и в сущности	1	2
12	дело в том	1	2
13	из этих трех	1	2
14	в этом смысле	4	2
15	у достоевского в	1	2
16	того и другого	1	2
17	в том что	9	2
18	но в то	2	2
19	возникает вопрос о	1	2
20	о том что	1	2
21	можно сказать что	1	2
22	той или иной	1	2
23	в отношении к	1	2
24	сама по себе	5	2
25	и не в	1	2
26	но прежде всего	1	1
27	не знаете что	1	1
28	когда он является	1	1
29	не может не	1	1
30	представим себе что	2	1
31	ровно ничего не	6	1
32	иметь в виду	2	1
33	та же самая	1	1
34	прежде всего в	1	1
35	на том же	1	1
36	и даже не	1	1
37	в этом случае	1	1
38	же как и	1	1
39	может быть иной	1	1
40	не было и	1	1
41	не могли быть	1	1
42	и в то	2	1
43	хотя бы и	2	1
44	мы переходим к	1	1
45	в той же	1	1
46	так как мы	1	1
47	на самом же	1	1
48	же человек не	1	1
49	в себе и	1	1
50	рано или поздно	1	1
51	нет ничего что	1	1
52	знаете что такое	3	1
53	ад и рай	1	1
54	но дело в	1	1
55	и есть подлинная	1	1
56	в данном случае	1	1
57	да и сама	1	1
58	мы не знаем	1	1
59	в конце концов	1	1
60	если мы не	1	1
61	не входит в	1	1
62	мы будем говорить	1	1
63	между собою и	1	1
64	то что мы	2	1
65	по сравнению с	2	1
66	до некоторой степени	1	1
67	так или иначе	1	1
68	в нем не	1	1
69	в связи с	1	1
70	ни на что	2	1
71	а не как	1	1
72	в виду что	1	1
73	но только в	1	1
74	своими корнями в	1	1
75	и жизни и	1	1
76	самом же деле	1	1
77	их взаимоотношения и	1	1
78	было и не	1	1
79	бы в некотором	1	1
80	гораздо сложнее и	1	1
81	вот как он	1	1
82	всей нашей работы	1	1
83	есть уже не	1	1
84	его жизни и	1	1
85	и вместе с	1	1
86	в собственном смысле	2	1
87	другой стороны мы	1	1
88	в пределах одной	1	1
89	не только в	1	1
90	он как бы	1	1
91	но все же	1	1
92	не есть конечно	1	1
93	может не признать	1	1
94	друг от друга	1	1
95	после того как	1	1
96	на что другое	1	1
97	есть прежде всего	3	1
98	как мы имеем	1	1
99	ну а что	1	1
100	а именно в	1	1
101	все это не	1	1
102	в жизни и	1	1
