N	3gram	Voloshinov_2	Vladivir
1	в том что	6	10
2	тем не менее	1	9
3	о том что	3	8
4	с точки зрения	13	6
5	не может быть	10	6
6	более или менее	2	5
7	дело в том	1	5
8	к тому же	2	5
9	бы то ни	4	3
10	во всяком случае	2	3
11	с одной стороны	3	3
12	в то же	8	3
13	в отличие от	3	3
14	само по себе	1	3
15	никакого отношения к	1	3
16	как мы видели	3	3
17	это же самое	1	2
18	есть прежде всего	1	2
19	свидетельствует о том	1	2
20	одной стороны и	2	2
21	в таком случае	3	2
22	сам по себе	1	2
23	на самом же	3	2
24	в этом отношении	1	2
25	независимо от того	1	2
26	а с другой	1	2
27	по себе в	1	2
28	мы знаем в	1	2
29	даже и в	1	2
30	так или иначе	1	2
31	в связи с	7	2
32	с другой стороны	1	2
33	то есть оно	1	2
34	и в том	1	2
35	самом же деле	3	2
36	как мы знаем	1	2
37	то же время	8	2
38	к нему и	1	2
39	на то что	2	2
40	к тому что	3	2
41	что иное как	1	1
42	а не к	2	1
43	но как раз	1	1
44	а следовательно и	1	1
45	него как бы	1	1
46	говорит нам не	1	1
47	не с точки	1	1
48	ровно ничего не	1	1
49	так же и	1	1
50	том что это	1	1
51	в этом последнем	2	1
52	и так сказать	1	1
53	в сущности ничего	1	1
54	том что он	2	1
55	в этом случае	1	1
56	не имеют никакого	1	1
57	до сих пор	3	1
58	в первую очередь	1	1
59	каждой из этих	1	1
60	даже вовсе не	1	1
61	с тем что	1	1
62	как бы на	1	1
63	не иначе как	1	1
64	всего xix века	1	1
65	также и все	1	1
66	одна из них	1	1
67	является для него	2	1
68	но когда оно	1	1
69	и не в	3	1
70	мне пришлось пройти	1	1
71	ко всякого рода	1	1
72	у него нет	1	1
73	одно и то	3	1
74	отнюдь не является	2	1
75	ни в какой	2	1
76	может быть и	5	1
77	принимая во внимание	1	1
78	эти категории и	1	1
79	так а не	1	1
80	или как мы	1	1
81	в смысле совокупности	2	1
82	не только в	1	1
83	то ни было	4	1
84	не говоря уже	1	1
85	от правильного понимания	1	1
86	а не иначе	1	1
87	и то же	3	1
88	у него с	1	1
89	в последнее время	1	1
90	хотя бы с	1	1
91	в противном случае	2	1
92	какой бы то	2	1
93	что он как	1	1
94	относиться ко всякого	1	1
95	о которых мы	1	1
96	как впрочем и	1	1
97	время является и	1	1
98	только при условии	1	1
99	определяется не только	1	1
100	бы это было	1	1
101	учение о логосе	1	1
102	с самого начала	5	1
103	в самом деле	5	1
104	той или иной	4	1
105	но что же	1	1
106	как это делают	1	1
107	однако и здесь	1	1
108	в данном отношении	1	1
109	лица оно не	1	1
110	имеют никакого отношения	1	1
111	что вопрос о	1	1
112	это вполне понятно	3	1
113	в том числе	1	1
114	не что иное	1	1
115	для него как	1	1
116	мы уже знаем	2	1
117	для того чтобы	6	1
118	в себе не	1	1
119	то же самое	5	1
120	мы только что	1	1
