N	3gram	Voloshinov_1	Vvedenie
1	для того чтобы	3	20
2	в том что	3	12
3	в этом смысле	2	8
4	не может быть	13	8
5	тем не менее	2	8
6	до сих пор	8	6
7	в самом деле	9	6
8	в применении к	1	6
9	то же время	3	6
10	в то же	3	6
11	с другой стороны	5	5
12	в широком смысле	1	5
13	по отношению к	2	4
14	в этом случае	3	4
15	в этом отношении	3	4
16	можно было бы	2	4
17	на этот вопрос	3	4
18	не только в	1	4
19	так или иначе	1	4
20	во всяком случае	2	4
21	само по себе	1	4
22	с одной стороны	1	4
23	с тем что	1	3
24	вопрос о том	2	3
25	но в то	2	3
26	большей или меньшей	1	3
27	и в самом	1	3
28	можно сказать что	3	3
29	сама по себе	2	3
30	но все же	3	3
31	как мы видели	1	3
32	как она есть	1	2
33	до наших дней	1	2
34	что такое язык	1	2
35	в чем же	2	2
36	и той же	2	2
37	подобно тому как	1	2
38	то же самое	3	2
39	что же касается	1	2
40	с точки зрения	20	2
41	хотя бы и	1	2
42	может быть и	3	2
43	в данном отношении	1	2
44	в конце концов	3	2
45	смысле этого слова	2	2
46	второй половины xix	1	2
47	не могут быть	2	2
48	в связи с	7	2
49	в целом ряде	1	2
50	языка и его	3	2
51	вовсе не в	1	2
52	как мы уже	1	2
53	одной и той	2	2
54	мы уже знаем	1	2
55	может быть в	1	2
56	таким образом по	1	2
57	той или иной	1	2
58	наоборот как мы	1	1
59	и того же	5	1
60	а между тем	1	1
61	каждом из них	1	1
62	тех пор пока	2	1
63	этот вопрос мы	3	1
64	прежде всего в	1	1
65	этого слова как	1	1
66	более или менее	1	1
67	на самом деле	1	1
68	в настоящее время	6	1
69	но в известном	1	1
70	свое выражение в	2	1
71	кажется само собой	1	1
72	и его учеников	1	1
73	в таком случае	2	1
74	более того не	1	1
75	но что такое	1	1
76	в отличие от	5	1
77	но и в	1	1
78	не было бы	1	1
79	следует что в	1	1
80	находит свое выражение	1	1
81	между тем мы	1	1
82	который мог бы	1	1
83	отчет в том	1	1
84	может быть только	1	1
85	с этой точки	1	1
86	как если бы	2	1
87	ту или иную	1	1
88	сторон во-первых с	1	1
89	а если и	1	1
90	и для которого	1	1
91	в достаточной мере	1	1
92	так же как	2	1
93	а не только	1	1
94	вообще не существует	1	1
95	в первом случае	3	1
96	себе отчет в	2	1
97	то ни было	8	1
98	все это и	1	1
99	отсюда следует что	2	1
100	все эти области	1	1
101	быть и речи	2	1
102	но уже в	1	1
103	в большей или	1	1
104	само собой разумеющимся	1	1
105	этот вопрос о	1	1
106	какой бы то	1	1
107	пор пока не	1	1
108	бы то ни	8	1
109	того чтобы сделать	1	1
110	науки о языке	3	1
111	тем что в	1	1
112	из всего сказанного	1	1
113	этой точки зрения	1	1
114	а в том	1	1
115	до тех пор	2	1
116	не может еще	1	1
117	философии языка и	4	1
118	от того что	2	1
119	в новейшее время	1	1
120	в свою очередь	2	1
121	связи с этим	3	1
122	с самого начала	4	1
123	не менее совершенно	1	1
124	и прежде всего	2	1
125	о том каким	1	1
126	как мы видим	1	1
127	и история языка	1	1
128	язык в его	1	1
129	одного и того	5	1
130	к языку как	1	1
131	к тому что	1	1
132	но теперь мы	1	1
133	филолог и историк	1	1
134	все это делает	1	1
135	сих пор и	1	1
136	на нее не	1	1
137	вопрос о конкретных	1	1
138	и в результате	1	1
139	друг для друга	1	1
140	как мы знаем	5	1
141	и вопрос о	1	1
142	только с помощью	1	1
