N	2gram	Propp_Russ_1	Istorich
1	и в	36	25
2	вместе с	10	22
3	что он	1	22
4	и т	10	20
5	т д	9	18
6	в сказке	1	18
7	может быть	8	17
8	представление о	3	17
9	т е	17	16
10	мы имеем	4	14
11	не только	22	13
12	но и	16	13
13	в его	2	12
14	так как	15	11
15	уже не	6	11
16	и не	6	11
17	в этом	12	10
18	тем что	4	10
19	все же	5	10
20	и его	1	9
21	его в	1	9
22	в виде	6	9
23	таким образом	6	9
24	еще не	4	8
25	и на	10	8
26	все эти	2	8
27	что в	19	8
28	связи с	4	8
29	и что	4	8
30	мы видим	2	8
31	мы знаем	1	8
32	с тем	8	8
33	этих случаях	1	8
34	том что	19	8
35	представляет собой	4	7
36	в нем	2	7
37	а затем	1	7
38	как и	10	7
39	мы видели	1	7
40	во время	14	7
41	потому что	10	7
42	о том	8	7
43	и здесь	2	7
44	то что	6	7
45	только в	4	7
46	в качестве	3	7
47	этом случае	5	7
48	но это	4	7
49	тот кто	1	7
50	в иной	1	7
51	в частности	2	7
52	этот обряд	3	6
53	как в	5	6
54	это не	10	6
55	не может	4	6
56	в этих	3	6
57	и он	1	6
58	не совсем	4	6
59	что и	7	6
60	там где	2	6
61	на небо	3	6
62	могут быть	2	6
63	или в	2	6
64	в том	17	6
65	например в	2	5
66	и действительно	1	5
67	мы не	6	5
68	в ней	2	5
69	но не	2	5
70	с этим	2	5
71	в обрядах	1	5
72	что это	3	5
73	но все	3	5
74	здесь мы	1	5
75	входит в	4	5
76	не будем	3	5
77	видим что	1	5
78	как мы	10	5
79	в образе	2	5
80	мы увидим	8	5
81	связано с	1	5
82	показывает что	5	5
83	так же	3	5
84	для нас	6	5
85	же как	1	4
86	и это	1	4
87	то же	3	4
88	мы уже	1	4
89	мы здесь	1	4
90	от этого	1	4
91	в истории	1	4
92	его на	1	4
93	в которой	1	4
94	он не	1	4
95	не как	1	4
96	этот обычай	11	4
97	что все	1	4
98	на этой	2	4
99	и тем	1	4
100	не всегда	1	4
101	тем не	3	4
102	не менее	3	4
103	того как	5	4
104	в некоторых	4	4
105	в пределах	1	4
106	в дальнейшем	2	4
107	что у	2	4
108	наряду с	1	4
109	с ним	2	4
110	раньше чем	1	4
111	же можно	1	4
112	если не	1	4
113	в основном	3	4
114	все это	6	4
115	в связи	4	4
116	на смену	1	4
117	мы должны	2	4
118	в которых	5	3
119	увидим ниже	3	3
120	на себя	2	3
121	ему в	1	3
122	в роли	1	3
123	если в	3	3
124	как показал	1	3
125	и как	2	3
126	его к	2	3
127	этот случай	1	3
128	в целом	2	3
129	в этой	1	3
130	в жертву	1	3
131	их в	3	3
132	на этом	3	3
133	к заключению	1	3
134	в то	1	3
135	но вместе	1	3
136	с обрядом	1	3
137	этого обряда	3	3
138	вид что	1	3
139	но эти	3	3
140	обряд и	1	3
141	представляют собой	7	3
142	говорится что	3	3
143	на том	1	3
144	и с	2	3
145	и вообще	1	3
146	после того	2	3
147	но мы	1	3
148	к нему	1	3
149	в форме	1	3
150	представления о	1	3
151	после смерти	1	3
152	что здесь	1	3
153	показывают что	2	3
154	см гл	1	3
155	и др	4	3
156	в особенности	2	3
157	и из	3	3
158	сюда же	1	3
159	но оно	1	3
160	и пр	2	3
161	и все	1	3
162	в данном	1	3
163	в более	2	3
164	в свете	2	3
165	а в	9	3
166	в целях	3	3
167	е в	8	3
168	в свою	3	3
169	они не	1	3
170	ту же	1	2
171	того же	1	2
172	самом деле	1	2
173	тех же	1	2
174	по которым	1	2
175	встречается и	2	2
176	на тех	2	2
177	вопрос о	1	2
178	это время	2	2
