N	3gram	Nazirov_Tr_1	Tvorches
1	в то же	5	13
2	то же время	5	12
3	в том что	2	6
4	по нашему мнению	1	5
5	о том что	2	5
6	в романе идиот	3	4
7	униженных и оскорбленных	16	4
8	в преступлении и	2	4
9	но в то	2	4
10	у достоевского в	1	3
11	преступлении и наказании	2	3
12	что все это	1	3
13	и все же	1	3
14	с самого начала	1	3
15	это как бы	1	3
16	в записках из	2	3
17	и т п	1	2
18	точно так же	2	2
19	записках из подполья	1	2
20	в этой связи	1	2
21	в данном случае	2	2
22	в году в	2	2
23	же время он	1	2
24	прекрасное и высокое	1	2
25	униженные и оскорбленные	9	2
26	в этом романе	1	2
27	тем не менее	1	2
28	бессмысленной и ненормальной	1	2
29	неточка незванова прошедшая	1	1
30	и добро и	1	1
31	как и его	1	1
32	не так ли	1	1
33	и сам автор	1	1
34	мертвого дома и	1	1
35	в бесах с	1	1
36	что достоевский стремился	1	1
37	из подполья это	1	1
38	романе униженные и	1	1
39	петербургские сновидения в	1	1
40	имеет исключительное значение	1	1
41	из белых ночей	1	1
42	в неточке незвановой	1	1
43	в униженных и	6	1
44	ненависть к обществу	1	1
45	в эпилоге романа	1	1
46	в своей книге	1	1
47	хотя бы и	1	1
48	прошедшая через каторгу	1	1
49	что он не	1	1
50	в отличие от	2	1
51	из униженных и	1	1
52	не могут быть	1	1
53	за то что	1	1
54	петр александрович валковский	1	1
55	бы и в	1	1
56	свидригайлов перед раскольниковым	1	1
57	в двух больших	1	1
58	в мире достоевского	1	1
59	возникший в недрах	1	1
60	в xix веке	1	1
61	в конце концов	1	1
62	этой теме в	1	1
63	с ним она	1	1
64	но при этом	1	1
65	это тот самый	1	1
66	в году и	1	1
67	сам достоевский не	2	1
68	как бы неточка	1	1
69	у достоевского не	1	1
70	и как бы	2	1
71	записках из мертвого	2	1
72	в связи с	1	1
73	и оскорбленных в	2	1
74	к этой теме	1	1
75	творчество молодого достоевского	1	1
76	объясняется тем что	1	1
77	в стихах и	1	1
78	бросается в глаза	2	1
79	он сам сознает	1	1
80	не способен на	1	1
81	в больших романах	1	1
82	незванова прошедшая через	1	1
83	по сей день	2	1
84	так можно выразиться	1	1
85	мечтателя из белых	1	1
86	в романе униженные	1	1
87	у него есть	1	1
88	который в своей	1	1
89	и в самом	2	1
90	с потрясающей силой	1	1
91	отнюдь не был	1	1
92	стихах и прозе	1	1
93	из мертвого дома	2	1
94	достоевский и в	1	1
95	году в петербурге	1	1
96	бы неточка незванова	1	1
97	к тому что	1	1
98	ведет к тому	1	1
99	добро и зло	1	1
100	из неточки незвановой	1	1
101	он перестает быть	1	1
102	как и в	1	1
103	сновидения в стихах	1	1
104	если так можно	1	1
105	отметить что в	1	1
106	бедных людей достоевский	1	1
107	иваном петровичем как	1	1
