N	2gram	Tiupa_Anal_2	Vladivir
1	и в	16	40
2	то что	7	28
3	не только	16	25
4	и не	12	25
5	у него	4	24
6	то есть	9	24
7	том что	12	18
8	в том	12	18
9	но и	12	18
10	еще и	1	18
11	также и	1	17
12	что в	2	17
13	в этом	18	16
14	в его	2	14
15	так что	3	14
16	не может	4	14
17	точки зрения	4	13
18	вовсе не	2	13
19	только в	4	13
20	в конце	4	12
21	сказать что	2	12
22	едва ли	3	11
23	никогда не	3	11
24	потому что	1	11
25	таким образом	2	11
26	о том	7	11
27	ни в	1	10
28	тем не	3	10
29	и его	4	10
30	не есть	2	10
31	прежде всего	3	10
32	как раз	4	10
33	и потому	1	10
34	и то	3	9
35	уже не	4	9
36	в себе	7	9
37	в своей	2	9
38	не менее	4	9
39	что же	1	9
40	как мы	3	8
41	в своем	4	8
42	в этой	9	8
43	он не	2	8
44	не был	3	8
45	и что	1	8
46	а также	7	8
47	раз и	1	8
48	для него	4	8
49	может быть	6	8
50	а не	10	8
51	так же	2	8
52	хотя и	4	7
53	и как	1	7
54	и если	3	7
55	что все	2	7
56	как и	14	7
57	несмотря на	3	7
58	в то	2	7
59	что и	3	7
60	того что	2	7
61	так как	1	7
62	вместе с	2	7
63	к тому	7	7
64	а в	3	7
65	и на	6	6
66	не мог	3	6
67	с точки	2	6
68	по себе	2	6
69	так и	15	6
70	об этом	1	6
71	и здесь	1	6
72	и даже	9	6
73	если не	1	6
74	да и	1	6
75	но это	1	6
76	хотя бы	1	6
77	отношения к	2	5
78	мы уже	1	5
79	совсем не	1	5
80	тут же	1	5
81	отнюдь не	8	5
82	более или	1	5
83	все эти	1	5
84	тому же	4	5
85	содержит в	3	5
86	можно было	3	5
87	или менее	1	5
88	но если	1	5
89	в отношении	1	5
90	некоторого рода	2	5
91	тем что	3	5
92	для нас	1	5
93	ничего не	9	5
94	только и	1	5
95	у нас	1	5
96	для себя	1	5
97	еще в	2	5
98	с другой	6	5
99	только на	3	5
100	в одном	2	5
101	не говорит	1	5
102	в данном	8	5
103	между прочим	1	5
104	в самом	6	4
105	то же	4	4
106	и о	1	4
107	но даже	1	4
108	еще не	2	4
109	но не	4	4
110	то он	1	4
111	но в	6	4
112	бы и	1	4
113	на то	2	4
114	было бы	3	4
115	такой же	1	4
116	в котором	2	4
117	даже в	2	4
118	тому что	1	4
119	не имеет	2	4
120	не с	4	4
121	она была	1	4
122	никак не	2	4
123	здесь в	2	4
124	говорит о	5	4
125	и все	3	4
126	как это	6	4
127	такого рода	2	4
128	по существу	2	4
129	в основном	1	4
130	в результате	3	4
131	мы должны	1	4
132	точно так	1	4
133	мы имеем	3	3
134	на первом	1	3
135	я не	1	3
136	в чем	1	3
137	не все	1	3
138	отличие от	2	3
139	за пределы	4	3
140	независимо от	1	3
141	перед нами	1	3
142	уже в	1	3
143	из этих	1	3
144	поскольку в	1	3
145	с их	2	3
146	в нем	1	3
147	при этом	10	3
148	так уж	1	3
149	в качестве	11	3
150	это было	2	3
151	это не	1	3
152	этом смысле	2	3
153	далеко не	1	3
154	этого не	1	3
155	нисколько не	1	3
156	не столько	3	3
157	в отличие	2	3
158	не в	4	3
159	что этот	1	3
160	сводится к	3	3
161	отличается от	1	3
162	в виду	1	3
163	жизнь и	1	3
164	если бы	3	3
165	к нему	1	3
166	что здесь	1	3
167	и тем	4	3
168	с одной	5	3
169	ни с	2	3
170	и называет	1	3
171	не так	4	3
172	даже не	1	3
173	именно в	3	3
174	но о	1	3
175	в связи	1	3
176	одной стороны	4	3
177	как бы	10	3
178	же самое	1	3
179	и для	2	3
180	нельзя сказать	1	3
181	собственно говоря	2	3
182	же в	1	3
183	ее в	1	3
184	как на	1	3
185	в таком	2	3
186	по преимуществу	4	2
187	и за	3	2
188	по его	1	2
189	есть не	1	2
190	в сущности	4	2
191	не вполне	1	2
192	на себя	5	2
193	он был	2	2
194	быть в	1	2
195	нам представляется	1	2
196	что его	1	2
197	данном случае	5	2
198	а тем	1	2
199	в сторону	5	2
200	а и	1	2
201	себе и	1	2
