N	2gram	Medvedev_F_2	Poddanst
1	не только	9	17
2	и в	38	14
3	и не	20	12
4	в области	3	11
5	в этом	27	10
6	в качестве	2	9
7	но в	4	9
8	то же	6	9
9	в том	11	9
10	в пределах	12	8
11	хотя бы	6	8
12	только в	6	7
13	в то	5	7
14	же время	5	7
15	в ней	6	6
16	было бы	6	6
17	но и	13	6
18	в смысле	1	6
19	с другой	3	5
20	может быть	23	5
21	и пр	21	5
22	не в	15	5
23	и о	2	5
24	если бы	5	4
25	в своем	1	4
26	и к	4	4
27	как бы	4	4
28	том что	2	4
29	не может	14	4
30	в котором	2	4
31	по себе	7	4
32	что в	7	4
33	мы должны	1	4
34	же в	1	4
35	а в	6	4
36	то что	6	4
37	и т	14	3
38	мы не	3	3
39	сводится к	5	3
40	в порядке	1	3
41	столь же	2	3
42	между тем	2	3
43	это не	2	3
44	хотя и	3	3
45	и как	3	3
46	тот же	1	3
47	с ними	2	3
48	с одной	1	3
49	в себе	1	3
50	в нем	13	3
51	сами по	2	3
52	в россии	1	3
53	для того	3	3
54	прежде всего	15	3
55	одной стороны	1	3
56	с тем	11	3
57	и без	1	3
58	с точки	7	3
59	но не	2	3
60	могут быть	6	3
61	т е	26	3
62	тем самым	2	3
63	потому что	2	3
64	точки зрения	8	3
65	и это	2	2
66	например в	3	2
67	в ее	2	2
68	и есть	1	2
69	было в	2	2
70	есть не	1	2
71	является в	2	2
72	которое в	1	2
73	время в	1	2
74	в значительной	3	2
75	во всех	5	2
76	говорить о	5	2
77	если в	3	2
78	в общем	5	2
79	во всей	2	2
80	со стороны	2	2
81	отнюдь не	8	2
82	в русском	1	2
83	с этим	5	2
84	того что	3	2
85	думать что	1	2
86	и резко	1	2
87	главным образом	3	2
88	г и	1	2
89	и других	2	2
90	в его	10	2
91	из них	4	2
92	в виде	1	2
93	не к	2	2
94	и укрепить	1	2
95	как раз	6	2
96	в статье	4	2
97	именно как	4	2
98	и с	9	2
99	точек зрения	1	2
100	именно в	5	2
101	и мы	1	2
102	и тем	2	2
103	для них	3	2
104	в них	1	2
105	не было	6	2
106	а не	6	2
107	должно быть	2	2
108	нужно было	2	2
109	в эту	1	2
110	образом на	1	2
111	не столько	4	2
112	не будем	1	2
113	творчества и	1	2
114	друг другу	1	2
115	что из	1	2
116	не менее	1	2
117	все это	3	2
118	не о	4	2
119	на этих	1	2
120	она ни	3	2
121	да и	1	2
122	еще более	5	2
123	для нас	1	2
124	как на	1	2
125	которых не	1	1
126	в применении	2	1
127	с формами	1	1
128	от этой	1	1
129	с утверждением	1	1
130	же как	3	1
131	и через	1	1
132	связана с	1	1
133	и то	2	1
134	тем и	2	1
135	как известно	1	1
136	нового не	1	1
137	тем же	3	1
138	и этим	2	1
139	по преимуществу	5	1
140	в рамки	2	1
141	применении к	2	1
142	должна быть	5	1
143	собственном смысле	1	1
144	был и	2	1
145	в годы	3	1
146	чтобы дать	1	1
147	поскольку она	1	1
148	от истины	1	1
149	поэзии и	1	1
150	те же	1	1
151	особенно в	3	1
152	и само	1	1
153	представляют собою	1	1
154	как таковую	1	1
155	что уже	1	1
156	не осуществляется	2	1
157	в эпоху	2	1
158	для этого	2	1
159	в собственном	1	1
160	тем чем	1	1
161	находится в	2	1
162	не вполне	1	1
163	почти исключительно	1	1
164	и ее	6	1
165	эти явления	2	1
166	и здесь	3	1
167	вопроса и	1	1
168	подчеркнуть что	1	1
169	настоящее время	1	1
170	литературы и	4	1
171	могут дать	1	1
172	и на	3	1
173	он был	2	1
174	можно сопоставлять	1	1
175	в различных	1	1
176	с его	11	1
177	вопросу о	1	1
178	бы она	3	1
179	различия между	1	1
180	жить и	1	1
181	прошлого не	1	1
182	с трудом	1	1
183	в противоречии	1	1
184	что и	8	1
185	отличие от	2	1
186	не просто	2	1
187	и достоевский	1	1
188	основная задача	2	1
189	в истории	6	1
190	что во	1	1
191	вот как	4	1
192	эта проблема	1	1
193	оставаясь в	1	1
194	в современной	1	1
195	все же	8	1
196	и где	1	1
197	в отрыве	1	1
198	сфер и	1	1
199	более или	1	1
200	в какой	3	1
201	должен быть	1	1
202	тяготеет к	1	1
203	духа в	1	1
204	в самом	16	1
205	только то	1	1
206	в условиях	1	1
207	но как	2	1
208	в которой	2	1
209	что это	3	1
210	их не	1	1
211	чуть ли	1	1
212	из этих	3	1
213	если мы	5	1
214	именно на	3	1
215	в эти	1	1
216	отчасти и	1	1
217	что его	1	1
218	уже в	2	1
219	на территории	1	1
220	в большинстве	4	1
221	только на	3	1
222	разрешения в	1	1
223	на то	1	1
224	если он	1	1
225	но на	1	1
226	взятые в	1	1
227	не могла	1	1
228	в определенном	1	1
229	можно думать	1	1
230	т д	5	1
231	было с	1	1
232	связывается с	1	1
233	мы знаем	3	1
234	не как	4	1
235	значения но	1	1
236	и должна	1	1
237	богов и	1	1
238	к ним	1	1
239	и только	5	1
240	какой бы	1	1
241	каждый из	3	1
242	и по	2	1
243	дело идет	4	1
244	попытка истолковать	1	1
245	с собой	1	1
246	из утраты	1	1
247	мы возьмем	1	1
248	эта основная	1	1
249	от нее	4	1
250	в каждом	1	1
251	и признаки	1	1
252	других же	1	1
253	тем в	1	1
254	связанные с	1	1
255	реальность в	1	1
256	без того	1	1
257	ней и	1	1
258	единственно и	1	1
259	большинстве случаев	3	1
260	ясно что	1	1
261	его в	3	1
262	и иных	2	1
263	полноте и	1	1
264	например с	1	1
265	было и	2	1
266	в природе	1	1
267	были в	1	1
268	что не	4	1
269	в ином	3	1
270	различных формах	1	1
271	далеко не	1	1
272	в этой	6	1
273	как и	9	1
274	положительное содержание	1	1
275	явления которые	1	1
276	ведет к	1	1
277	и многие	2	1
278	в развитии	2	1
279	не об	1	1
280	когда в	1	1
281	должна была	2	1
282	и еще	1	1
283	или менее	1	1
284	отрыве от	1	1
285	что если	1	1
