N	2gram	Tiupa_Hudo_1	Vladivir
1	и в	14	30
2	в этом	11	20
3	то что	8	20
4	у него	9	19
5	и не	2	18
6	в том	12	18
7	и с	4	14
8	что он	9	13
9	в конце	4	13
10	не только	12	12
11	том что	16	12
12	там же	2	12
13	что в	6	12
14	как мы	3	11
15	в его	8	11
16	а в	7	11
17	сказать что	1	11
18	а также	3	10
19	не было	4	10
20	и даже	3	10
21	письма т	1	9
22	все же	3	9
23	было бы	6	9
24	не в	7	9
25	в то	8	9
26	не может	7	9
27	для него	10	9
28	потому что	5	9
29	в своем	4	8
30	но в	5	8
31	что же	2	8
32	н в	1	8
33	не мог	1	8
34	связи с	4	8
35	в письме	1	8
36	но и	5	8
37	в связи	3	8
38	до конца	2	7
39	ни в	5	7
40	точки зрения	5	7
41	никогда не	6	7
42	не менее	5	7
43	может быть	5	7
44	а не	12	7
45	как это	1	7
46	между прочим	1	7
47	для нас	1	7
48	и все	4	7
49	также и	1	6
50	хотя и	2	6
51	и к	4	6
52	в себе	11	6
53	об этом	5	6
54	в москве	1	6
55	тем не	4	6
56	и его	5	6
57	л м	2	6
58	его жизни	2	6
59	только в	5	6
60	всяком случае	1	6
61	еще и	1	6
62	прежде всего	11	6
63	о чем	1	6
64	жизни и	5	6
65	во всяком	1	6
66	и то	1	5
67	и я	1	5
68	с этим	3	5
69	то в	4	5
70	все эти	3	5
71	при этом	12	5
72	же касается	2	5
73	как и	9	5
74	в своей	10	5
75	по себе	2	5
76	так как	1	5
77	к концу	1	5
78	для себя	3	5
79	в дальнейшем	1	5
80	так и	13	5
81	с ним	4	5
82	и что	2	5
83	того что	4	5
84	тот же	1	5
85	он уже	4	5
86	так что	2	5
87	как бы	7	5
88	все это	2	5
89	в результате	2	5
90	из этого	1	5
91	с с	4	4
92	то же	9	4
93	той же	2	4
94	я не	1	4
95	и он	5	4
96	в ней	4	4
97	и на	3	4
98	мы читаем	2	4
99	время в	1	4
100	что его	1	4
101	с его	5	4
