N	2gram	Losev_Dial_4	Analitik
1	в этом	11	18
2	не только	8	16
3	и в	15	16
4	в частности	2	16
5	так и	5	15
6	как и	7	14
7	но и	4	12
8	и не	30	12
9	том что	10	12
10	в том	11	12
11	в качестве	2	11
12	при этом	2	10
13	могут быть	3	10
14	а не	18	10
15	как бы	14	10
16	в этой	4	9
17	лишь в	2	9
18	ничего не	17	9
19	в пределах	1	9
20	и даже	6	9
21	в данном	3	8
22	отнюдь не	4	8
23	о том	5	7
24	в себе	8	7
25	то что	16	7
26	в самом	2	6
27	и на	5	6
28	но в	3	6
29	говорить о	11	6
30	может быть	17	6
31	с другой	1	6
32	как это	2	6
33	данном случае	1	5
34	с одной	1	5
35	говорит о	3	5
36	в контексте	1	5
37	в сущности	5	4
38	совпадает с	2	4
39	за пределы	3	4
40	как в	3	4
41	в своем	5	4
42	хотя и	6	4
43	в себя	5	4
44	на этом	3	4
45	то же	9	4
46	и тем	6	4
47	тем самым	3	4
48	точки зрения	14	4
49	не в	8	4
50	в конце	1	4
51	только не	3	4
52	не менее	2	4
53	можно сказать	5	4
54	во всех	2	4
55	только в	7	4
56	и его	7	4
57	уже не	9	4
58	не так	1	4
59	как раз	4	4
60	не может	11	4
61	этом случае	1	4
62	все это	9	4
63	в аспекте	2	4
64	в один	3	4
65	я и	1	3
66	и то	3	3
67	едва ли	3	3
68	в их	3	3
69	мы имеем	5	3
70	в нашем	1	3
71	и если	3	3
72	содержит в	1	3
73	его от	1	3
74	подобно тому	4	3
75	не мог	2	3
76	место в	1	3
77	на фоне	1	3
78	тем не	2	3
79	по крайней	7	3
80	на себе	5	3
81	как о	2	3
82	никогда не	2	3
83	имеем дело	1	3
84	тем что	2	3
85	как будто	2	3
86	что на	2	3
87	ни о	3	3
88	той или	4	3
89	как мы	1	3
90	можно было	1	3
91	в результате	6	3
92	если бы	6	3
93	в словах	3	3
94	воли и	2	3
95	одного из	1	3
96	того или	2	3
97	что и	6	3
98	крайней мере	7	3
99	и все	11	3
100	одной из	2	3
101	с ними	4	3
102	так что	6	3
103	есть в	4	3
104	из них	2	3
105	со стороны	3	3
106	или иной	1	3
107	именно в	5	3
108	было бы	9	3
109	тому как	4	3
110	или в	7	3
111	бы в	4	3
112	прежде всего	11	3
113	а в	1	3
114	не знает	1	3
115	речь идет	1	2
116	отношения к	3	2
117	ведь и	2	2
118	той же	5	2
119	а как	2	2
120	во времени	1	2
121	из своих	1	2
122	в изложении	1	2
123	и он	1	2
124	собой в	1	2
125	еще не	4	2
126	в общем	1	2
127	отличие от	2	2
128	складываются в	1	2
129	и я	1	2
130	как говорит	1	2
131	себе не	2	2
132	в противоположность	2	2
133	с их	4	2
134	на то	5	2
135	жизнью и	1	2
136	вообще не	1	2
137	он не	1	2
138	что она	5	2
139	таким образом	5	2
140	в одну	3	2
141	что все	4	2
142	же не	1	2
143	это было	2	2
144	обоих случаях	1	2
145	этом смысле	4	2
146	по себе	13	2
147	о личности	10	2
148	в своей	3	2
149	в котором	2	2
150	с точки	9	2
151	в отличие	1	2
152	стало быть	15	2
153	о себе	1	2
154	миф и	3	2
155	для нее	2	2
156	личность в	1	2
157	даже в	1	2
158	она не	4	2
159	что с	2	2
160	в обоих	1	2
161	в то	6	2
162	дело не	1	2
163	не имеет	14	2
164	же время	6	2
165	или иных	1	2
166	ли не	1	2
167	всего в	1	2
168	в нас	1	2
169	роль в	1	2
170	с ее	10	2
171	природе своей	1	2
172	те же	1	2
173	по природе	1	2
174	того и	1	2
175	это только	1	2
176	с ним	3	2
177	и смерть	1	2
178	что в	7	2
179	никак не	2	2
180	его в	1	2
181	и во	2	2
182	собственно говоря	2	2
183	в его	4	2
184	чем и	1	2
185	не знаю	1	2
186	того что	13	2
187	с той	2	2
188	один из	4	2
189	себя в	2	2
190	для всех	3	2
191	не есть	40	2
192	а то	1	2
193	ни с	4	2
194	одно из	1	2
195	и их	2	2
196	в одном	4	2
197	вовсе не	6	2
198	не о	4	2
199	вслед за	1	2
200	своего собственного	1	2
201	превращается в	1	2
202	на этот	1	2
203	его как	2	2
204	реальности в	1	2
205	и слово	2	2
206	вместе с	2	2
207	так же	4	2
208	и иной	1	2
209	при переходе	1	2
210	к своему	2	2
211	по существу	1	2
212	в состоянии	1	2
213	тех или	4	2
214	и для	5	2
215	объекта и	1	2
216	при таком	2	2
217	тот кто	2	2
218	личности и	10	2
219	сказать что	6	2
220	другой стороны	2	2
221	т е	46	2
222	все что	2	2
223	к этому	3	2
224	а между	1	1
225	по законам	2	1
226	ко всем	1	1
227	и т	17	1
228	также и	4	1
229	каким-то своим	1	1
230	переход от	1	1
231	идет о	1	1
232	к другому	1	1
233	жизни есть	1	1
234	вне своего	1	1
235	и больше	1	1
236	действительности и	1	1
