N	3gram	Tiupa_Anal_3	Myslijsy
1	во всяком случае	2	7
2	в том что	7	7
3	и того же	3	6
4	в свою очередь	4	6
5	одного и того	3	6
6	по крайней мере	4	5
7	тем не менее	2	5
8	а между тем	1	4
9	подобно тому как	2	4
10	до сих пор	1	4
11	сам по себе	1	4
12	с одной стороны	2	3
13	не могут быть	1	3
14	в эту минуту	1	3
15	то есть не	1	3
16	как бы ни	1	3
17	и может быть	1	2
18	и у и	1	2
19	не только по	1	2
20	а не с	1	2
21	на самом деле	1	2
22	в таком случае	1	2
23	между тем как	1	2
24	состоит не в	1	2
25	тогда как в	1	2
26	не в том	1	2
27	с другой стороны	5	2
28	для того чтобы	1	2
29	то же время	3	2
30	так и в	1	2
31	само по себе	1	2
32	не может быть	1	2
33	в этом смысле	1	2
34	в то же	3	2
35	таким образом в	1	2
36	сама по себе	2	2
37	в сравнении с	2	2
38	если бы он	1	1
39	один и тот	1	1
40	свидетельствует не только	1	1
41	нами не как	1	1
42	дело в том	2	1
43	и той же	2	1
44	со многими другими	1	1
45	то что они	1	1
46	том что он	2	1
47	друг от друга	1	1
48	и свою собственную	1	1
49	во втором случае	1	1
50	в отличие от	2	1
51	при этом что	1	1
52	обратить внимание на	1	1
53	есть одна из	1	1
54	со всех сторон	1	1
55	но с другой	1	1
56	может и не	1	1
57	но в таком	1	1
58	о а и	1	1
59	как и в	4	1
60	представляется нам не	1	1
61	нам известно из	1	1
62	в применении к	1	1
63	между тем в	1	1
64	в связи с	1	1
65	внутренней и внешней	1	1
66	не для того	1	1
67	при этом и	1	1
68	и тот же	1	1
69	от них самих	1	1
70	при этом как	2	1
71	нет никакой возможности	1	1
72	а в том	2	1
73	и как бы	1	1
74	в том чтобы	1	1
75	в этом случае	1	1
76	тем что у	1	1
77	о том что	5	1
78	в одном из	1	1
79	то есть в	1	1
80	что и в	1	1
81	вопрос о том	1	1
82	а а и	1	1
83	мысль о том	1	1
84	до тех пор	1	1
85	в переносном смысле	1	1
86	в большинстве случаев	1	1
87	одной и той	2	1
88	и в слове	1	1
89	со всеми остальными	1	1
90	здесь как и	1	1
91	также что в	1	1
92	обратим внимание на	1	1
