N	2gram	Tiupa_Disk_2	Problema
1	то есть	12	39
2	то что	5	38
3	вовсе не	1	37
4	и не	15	37
5	и в	16	35
6	не есть	1	33
7	не только	10	24
8	сказать что	1	24
9	том что	10	19
10	о том	4	18
11	может быть	16	18
12	в этом	16	17
13	но и	11	16
14	такого рода	9	15
15	в языке	2	15
16	только в	3	14
17	не менее	7	13
18	потому что	4	13
19	не может	9	13
20	и что	1	13
21	во всяком	1	13
22	также и	3	12
23	тем не	1	12
24	того что	1	12
25	в том	8	12
26	не просто	1	11
27	никак не	1	11
28	и даже	1	11
29	так что	1	11
30	прежде всего	7	11
31	что в	5	11
32	и то	4	10
33	говорить о	2	10
34	еще не	6	10
35	всяком случае	1	10
36	ничего не	1	10
37	и с	2	10
38	а не	14	10
39	в данном	7	10
40	да и	1	10
41	в этой	4	9
42	пока еще	2	9
43	для себя	2	9
44	только на	1	9
45	что же	2	9
46	этого термина	1	8
47	тут же	2	8
48	все же	6	8
49	уже не	3	8
50	только о	1	8
51	все эти	3	7
52	того или	1	7
53	мы не	1	7
54	тем самым	6	7
55	некоторого рода	2	7
56	не является	4	7
57	так и	9	7
58	в его	3	7
59	этом случае	2	7
60	есть не	1	6
61	с другой	5	6
62	но в	11	6
63	по крайней	1	6
64	не о	2	6
65	как будто	3	6
66	крайней мере	1	6
67	можно сказать	3	6
68	ни в	7	6
69	в области	2	6
70	о чем	2	6
71	но это	3	6
72	и для	2	6
73	в то	5	6
74	то же	6	5
75	по своему	1	5
76	отнюдь не	6	5
77	в самом	1	5
78	в себе	19	5
79	но уже	2	5
80	как и	16	5
81	и более	1	5
82	для меня	1	5
83	будто бы	1	5
84	той или	3	5
85	указывает на	1	5
86	и это	2	5
87	данном случае	6	5
88	языка и	1	5
89	и на	5	5
90	с одной	4	5
91	содержания и	1	5
92	же это	1	5
93	одной стороны	4	5
94	или иной	3	5
95	еще и	1	5
96	другой стороны	2	5
97	в частности	12	5
98	и все	3	5
99	или иного	2	5
100	самом деле	1	4
101	и есть	1	4
102	не вполне	1	4
103	не был	1	4
104	но не	7	4
105	в своем	5	4
106	и той	1	4
107	и как	3	4
108	но именно	1	4
109	их в	2	4
110	таким образом	1	4
111	далеко не	2	4
112	на первый	2	4
113	в этих	3	4
114	но если	1	4
115	или другие	1	4
116	что на	2	4
117	уже о	1	4
118	стороны и	2	4
119	не могут	1	4
120	говоря уже	1	4
121	и здесь	1	4
122	и только	1	4
123	что он	2	4
124	есть в	2	4
125	случае не	1	4
126	тем что	1	4
127	ни о	1	4
128	и следовательно	1	4
129	подобного рода	1	4
130	или по	2	4
131	как бы	4	4
132	слова и	1	4
133	все это	2	4
134	в результате	2	4
135	а в	2	4
136	не говоря	1	4
137	можно говорить	1	3
138	это и	1	3
139	вопрос о	1	3
140	но даже	1	3
141	не нужно	2	3
142	в нашем	1	3
143	в истории	1	3
144	просто как	1	3
145	хотя и	1	3
146	не было	3	3
147	только то	1	3
148	в целом	2	3
149	бы не	1	3
150	из этих	3	3
151	в случае	1	3
152	при этом	17	3
153	то ни	1	3
154	лишь в	1	3
155	его в	3	3
156	несмотря на	1	3
157	и того	3	3
158	нас не	1	3
159	при всех	1	3
160	в таких	1	3
161	как о	1	3
162	одна из	1	3
163	в основе	4	3
164	мы все	1	3
165	не знаем	1	3
166	не знает	3	3
167	оно не	1	3
168	она не	1	3
169	с самого	1	3
170	мы в	1	3
171	он сам	1	3
172	для этого	1	3
173	внимание на	1	3
174	в значительной	1	3
175	нас в	1	3
176	и наконец	3	3
177	один из	1	3
178	и их	1	3
179	тому как	2	3
180	значений слова	1	3
181	к тому	1	3
182	и от	1	3
183	и ни	1	3
184	от всего	1	3
185	одновременно и	1	3
186	в своих	6	3
187	речь идет	1	2
188	является для	1	2
189	чтобы не	1	2
190	мере в	1	2
191	по преимуществу	2	2
192	той же	2	2
193	и само	1	2
194	совпадает с	2	2
195	из которых	1	2
196	нечто более	1	2
197	в ней	2	2
198	но при	2	2
199	представляет собой	11	2
200	здесь не	2	2
201	бы то	1	2
202	во всех	1	2
203	не требует	2	2
204	не то	1	2
205	есть по	1	2
206	друг от	1	2
207	в той	2	2
208	перед нами	3	2
209	роль в	4	2
210	человек не	1	2
211	время и	1	2
212	он не	3	2
213	содержит в	2	2
214	одной и	1	2
215	его от	1	2
216	подобно тому	2	2
217	и ее	3	2
218	но все	1	2
219	то чтобы	1	2
220	сознание и	1	2
221	об этом	1	2
222	входит в	2	2
223	не совпадает	1	2
224	в них	3	2
