N	2gram	Berdyaev_M_2	FransuaR
1	и в	46	40
2	и его	5	17
3	прежде всего	12	16
4	в этом	20	15
5	не только	18	13
6	в его	5	13
7	и не	18	13
8	что в	4	12
9	как и	13	11
10	но и	15	11
11	в сущности	2	9
12	он не	10	9
13	в них	3	9
14	может быть	21	9
15	и все	5	9
16	той же	3	8
17	и на	3	8
18	отношение к	8	8
19	все эти	1	8
20	и с	3	8
21	в эпоху	1	8
22	в том	3	8
23	у него	22	8
24	но в	10	8
25	то же	5	7
26	в своем	8	7
27	культуры и	1	7
28	в духе	5	7
29	во всех	2	6
30	в самом	5	6
31	в этих	2	6
32	связи с	2	6
33	связь с	1	6
34	и других	2	6
35	мы еще	2	6
36	до конца	4	6
37	в той	1	6
38	в своей	5	6
39	к этому	1	6
40	в нем	22	5
41	со всеми	1	5
42	вернемся к	1	5
43	в основе	2	5
44	и для	7	5
45	те же	5	5
46	начала и	1	5
47	мы видим	2	5
48	для него	18	5
49	то что	5	5
50	не было	11	5
51	а не	13	5
52	в своих	3	5
53	смысле слова	3	4
54	также и	4	4
55	жизни и	6	4
56	в ней	11	4
57	xix века	1	4
58	в нашем	7	4
59	с народной	1	4
60	в мире	7	4
61	еще вернемся	2	4
62	было бы	1	4
63	ни в	3	4
64	том что	4	4
65	того чтобы	4	4
66	у нас	11	4
67	о том	3	4
68	роль в	1	4
69	и здесь	6	4
70	а также	1	4
71	и во	3	4
72	один из	5	4
73	так как	8	4
74	до сих	3	4
75	и глубже	2	4
76	века и	1	4
77	и потому	7	4
78	сих пор	3	4
79	все это	1	4
80	в культуре	1	4
81	еще более	2	4
82	самом деле	1	3
83	на самом	1	3
84	и есть	8	3
85	поэтому он	2	3
86	он был	9	3
87	с его	4	3
88	по отношению	2	3
89	в этой	7	3
90	и как	1	3
91	и к	7	3
92	истины и	1	3
93	в себе	10	3
94	об этом	1	3
95	на протяжении	1	3
96	их в	1	3
97	для этого	4	3
98	я вас	1	3
99	во всем	5	3
100	они были	3	3
101	но все	1	3
102	и самое	2	3
103	в ее	1	3
104	можно было	2	3
105	еще в	2	3
106	если бы	3	3
107	в другом	1	3
108	в значительной	1	3
109	между тем	2	3
110	что и	4	3
111	только в	3	3
112	так и	4	3
113	же и	2	3
114	не так	3	3
115	в конце	5	3
116	тем что	3	3
117	для того	5	3
118	и прежде	1	3
119	сказать что	3	3
120	жизнь в	6	3
121	во франции	1	3
122	не может	15	3
123	вместе с	2	3
124	как в	7	3
125	такого рода	2	3
126	как бы	8	3
127	в более	2	3
128	и от	3	3
129	но это	8	3
130	а в	2	3
